name;id;"employees (lower bound)";"employees (upper bound)";employee_date;revenue;"datascouts score";social_score;traction_score;business_size_score;seo_score;median_load_time;median_load_time_percentile;incoming_links_count;alexa_rank;alexa_rank_change;reach_alexa_rank_change;reach_per_million;reach_per_million_change_percentile;page_views_per_user;page_views_per_user_change_percentile;page_views_per_million;page_views_per_million_change_percentile;page_views_alexa_rank;page_views_alexa_rank_change;alexa_date;rank;top_rank;domain_rating;backlinks_count;referring_domains_count;referring_ips_count;referring_class_c_count;referring_pages_count;ahrefs_date;checkins_count;likes_count;talking_about_count;facebook_date;listed_count;tweet_count;favourites_count;twitter_date
Capsule;26165;;;;;67;82;77;25;85;1156;72;302;20869;853;354;29.6;-3.38;16.3;-9.767;11.2;-9.767;6856;787;2017-09-08;56;58384;59;11159;1446;1351;1130;6364;2017-09-08;;;;;;3127;247;2017-09-12
Charibase;26167;30;30;2017-10-28;;49;73;0;69;84;;;9;7060913;-4353705;-4632611;0.03;100;3;6;0;6;6708138;-4108612;2017-09-08;12;2378470;47;4;4;4;4;4;2017-09-08;;;;;;711;43;2017-09-12
Clarizen;26170;200;200;2017-11-28;;84;120;68;87;85;1825;48;1248;47574;-2586;-1828;15.2;1;5.11;11;1.82;11;36514;-4447;2017-09-08;11;136893;56;1238;88;89;86;1147;2017-09-08;0;3456;18;2017-09-12;;9540;120;2017-09-12
Datafakt;26174;;;;;32;77;0;25;56;;;1;15902598;8987802;4978682;0.01;-50;1;-89.97;0;-89.97;17755875;14336009;2017-09-08;5;91959728;22;69;12;9;9;69;2017-09-08;0;38;0;2017-09-12;;17;0;2017-09-12
Daylite;26176;32;32;2017-11-28;;74;118;41;69;101;1705;52;421;316104;26242;30268;1.8;-14.11;2.6;5;0.11;5;353766;21276;2017-09-08;16;74089;58;1988;409;404;373;1831;2017-09-08;0;1016;5;2017-09-12;;9773;1574;2017-09-12
Debitoor;26178;10;10;2017-11-28;;78;116;70;63;82;1960;43;52;54216;1894;407;14.7;-3.37;3.3;-10.08;1.13;-10.08;54552;5389;2017-09-08;41;333741;54;12410;400;389;353;8499;2017-09-08;0;15413;10;2017-09-12;;1212;713;2017-09-12
Deskflow;26179;5;5;2017-01-19;;45;102;0;59;60;;;1;16182659;2540936;2313751;0.01;-20;1;0;0;0;17968288;1613536;2017-09-08;4;57989549;30;0;0;0;0;0;2017-09-08;0;1070;3;2017-09-12;;436;2;2017-09-12
Digitaalkantoor;26181;10;10;2017-11-28;;54;112;0;63;88;;;20;5386401;3004741;2688070;0.05;-62.222;2;-46.07;0;-46.07;5658562;3633665;2017-09-08;10;917819;50;593;70;53;52;593;2017-09-08;0;0;0;2017-09-12;;1253;0;2017-09-12
DigitaleFactuur;26182;;;;;30;102;17;25;11;;;1;3464562;1111748;870615;0.1;-39.39;1;-13.6;0;-13.6;4889425;1618555;2017-09-08;0;0;0;0;0;0;0;0;2017-09-08;0;782;0;2017-09-12;;305;54;2017-09-12
Dolibarr;26183;390;390;2017-11-28;;84;119;58;83;100;1915;45;2755;149514;9459;13534;4;-11.58;4.4;8;0.41;8;124848;3176;2017-09-08;34;39195;61;1928;110;104;100;924;2017-09-08;0;34720;88;2017-09-12;;285;6;2017-09-12
Efficy;26186;60;60;2017-11-28;;68;85;31;84;96;1005;78;59;851679;20381;71923;0.5;-12.02;3.1;30;0.04;30;827939;-90858;2017-09-08;18;619060;52;68;31;12;11;68;2017-09-08;9;283;0;2017-09-12;;105;0;2017-09-12
Emnis;26187;30;30;2017-11-28;;36;0;0;69;75;;;6;9835448;-8710572;-6335700;0.02;100;3;200;0;200;9158695;-11303849;2017-09-08;25;3875210;45;356;51;43;40;354;2017-09-08;;;;;;;;
Factusol;26190;60;60;2017-11-28;;64;121;22;75;79;;;6;;;;;;;;;;;;2017-09-08;7;16969594;39;1;1;1;1;1;2017-09-08;674;14624;150;2017-09-12;;2639;5789;2017-09-12
Factuursturen.be;26191;;;;;32;94;0;25;46;663;91;24;892823;398993;443749;0.42;-52.294;4.4;-15.71;0.04;-15.71;719535;351516;2017-09-08;13;1459731;49;65;13;12;12;38;2017-09-08;0;0;0;2017-09-12;;94;30;2017-09-12
Flowcrm;26192;30;30;2017-11-28;;56;96;12;69;83;1392;49;17;5487011;2413779;2097300;0.06;-56.25;1;-7.207;0;-7.207;7452517;3083227;2017-09-08;25;1106981;50;37121;75;60;58;36836;2017-09-08;9;132;0;2017-09-12;;338;110;2017-09-12
Forcemanager;26193;100;100;2017-11-28;;68;117;31;85;74;1278;68;73;413175;44281;45927;1.2;-14.4;4;-4.72;0.11;-4.72;357931;46846;2017-09-08;33;2418499;47;5570;247;259;236;3511;2017-09-08;10;6253;0;2017-09-12;;1208;219;2017-09-12
Freshbooks;26194;290;290;2017-11-28;;101;137;93;81;110;1704;52;2284;5328;-150;-372;158;3.9;4.6;-5.35;16.97;-5.35;4547;44;2017-09-08;27;4304;68;290654;1412;1350;1135;290450;2017-09-08;0;0;0;2017-09-12;;20530;5969;2017-09-12
Aareon;26197;;;;;41;0;35;35;81;;;17;2463719;726063;1206448;0.1;-50;5.6;100;0.01;100;1687652;-74229;2017-09-08;11;590861;52;2;2;2;2;2;2017-09-08;;;;;;;;
HQLabs;26198;5;5;2017-01-19;;63;103;29;62;87;608;92;25;876307;103233;32908;0.56;-7.207;1.9;-28.84;0.03;-28.84;1089873;271418;2017-09-08;14;1281073;49;14;9;10;10;8;2017-09-08;0;2461;93;2017-09-12;;361;160;2017-09-12
iMuis;26199;15;15;2017-11-28;;57;106;0;65;100;;;36;3037015;358857;530179;0.09;-23.26;3.2;30;0.01;30;2725098;-3518;2017-09-08;13;68140;59;94;16;16;16;90;2017-09-08;8;304;6;2017-09-12;;954;25;2017-09-12
"Infusion Soft";26200;700;700;2017-11-28;;116;142;113;92;128;1682;53;2308;692;-41;-30;1,129;1;2.74;3.4;72.15;3.4;953;-85;2017-09-08;24;718;74;16431;852;775;681;16283;2017-09-08;843;179542;1487;2017-09-12;;30426;8468;2017-09-12
Insusoft;26201;75;75;2017-11-28;;51;47;13;74;86;883;83;85;;;;;;;;;;;;2017-09-08;14;1222232;49;7158;31;10;10;7132;2017-09-08;;;;;;1;0;2017-09-12
Isiigo;26202;;;;;41;95;13;29;62;;;6;12201877;1411435;1334946;0.02;-14.29;1;0;0;0;14701857;1177756;2017-09-08;18;38609115;34;97;25;24;24;44;2017-09-08;0;45;0;2017-09-12;;295;21;2017-09-12
itool.com;26203;15;15;2017-11-28;;58;98;13;65;91;1053;67;65;2565423;1418007;1283508;0.15;-67.429;1;5;0;5;3527351;1802847;2017-09-08;21;976645;50;55;22;22;22;55;2017-09-08;2;120;2;2017-09-12;;1075;95;2017-09-12
King;26204;75;75;2017-11-28;;65;113;17;74;95;;;24;4180447;721724;413180;0.07;-12.9;2;-34.2;0;-34.2;5066939;1480532;2017-09-08;14;293066;54;7;6;6;6;7;2017-09-08;26;1771;63;2017-09-12;;4721;49;2017-09-12
Koalaboox;26205;5;5;2017-09-28;;64;102;52;59;65;1667;53;50;338488;60343;60969;1.2;-19.22;8.4;-24.66;0.24;-24.66;189464;60153;2017-09-08;18;4928612;45;70;18;17;16;64;2017-09-08;1;1463;16;2017-09-12;;307;92;2017-09-12
"Less Annoying CRM";26206;16;16;2017-11-28;;73;107;61;65;76;2106;39;60;85515;-1159;-2518;8.99;0.3;2.85;-4.04;0.6;-4.04;93083;1737;2017-09-08;13;488564;52;206;42;43;43;178;2017-09-08;41;1535;9;2017-09-12;;645;564;2017-09-12
Liquidplanner;26207;70;70;2017-11-28;;83;128;69;73;85;2531;30;333;41806;-1098;-1314;21.5;1;2.52;-1.56;1.27;-1.56;49619;-630;2017-09-08;13;145769;56;1085;127;138;129;978;2017-09-08;180;18767;98;2017-09-12;;6826;254;2017-09-12
Sage;26208;15;15;2017-09-28;;101;137;100;82;100;2043;41;364;23016;-1589;-2221;28.2;5;11.9;3;7.86;3;9785;-825;2017-09-08;44;53937;60;38756;857;840;712;29686;2017-09-08;4346;622724;109;2017-09-12;;3349;596;2017-09-12
Logidrive;26209;15;15;2017-11-28;;52;98;0;65;87;3666;16;10;18846132;;;0.01;0;1;0;0;0;19995555;;2017-09-08;13;723441;51;9;5;5;5;9;2017-09-08;1;590;0;2017-09-12;;312;14;2017-09-12
MacFour;26210;;;;;21;0;0;25;60;;;1;;;;;;;;;;;;2017-09-08;6;53290043;31;1;1;1;1;1;2017-09-08;;;;;;;;
Malinko;26212;5;5;2017-11-28;;44;71;11;59;60;1707;41;31;334329;-116507;-185506;0.95;40;35;5;0.79;5;74191;-29044;2017-09-08;16;9812409;42;85;11;11;11;85;2017-09-08;;;;;;1001;13;2017-09-12
Maximizer;26213;154;154;2017-11-28;;79;120;43;85;99;1084;75;241;338734;-35632;-27716;1.9;8;1.9;8;0.08;8;446656;-63126;2017-09-08;11;122531;57;406;68;73;71;285;2017-09-08;20;1293;4;2017-09-12;;14809;454;2017-09-12
MKB-logic;26214;5;5;2017-11-28;;36;0;0;59;84;;;16;18267305;;;0.01;0;2;0;0;0;16533789;;2017-09-08;15;1059960;50;11;11;9;8;11;2017-09-08;;;;;;;;
Mycosuite;26216;5;5;2017-11-28;;42;69;0;61;65;;;18;8432476;2372436;2525133;0.02;-46.67;2;3;0;3;8611588;2213524;2017-09-08;11;24514193;37;732;9;8;8;709;2017-09-08;;;;;;207;0;2017-09-12
Netsuite;26217;4603;4603;2017-11-28;635794669.65;115;141;103;115;118;2707;27;3000;2516;-420;-579;277;14;7.39;-0.672;47.84;-0.672;1483;-238;2017-09-08;16;2739;69;4492;393;371;337;4228;2017-09-08;0;12482;104;2017-09-12;;20446;2431;2017-09-12
Nimble;26219;1000;1000;2017-11-28;;86;130;64;88;91;2159;38;811;66277;-547;-3211;10;2;5.89;-10.76;1.38;-10.76;46230;3017;2017-09-08;16;41769;60;1994;326;313;289;1971;2017-09-08;298;3846;30;2017-09-12;;49472;7278;2017-09-12
"Paymo Timetracking";26223;22;22;2017-11-28;;76;118;61;67;80;2178;37;95;62413;-2182;-1001;12.9;-0.959;3.01;10;0.91;10;65976;-6174;2017-09-08;13;184315;56;165;37;37;36;125;2017-09-08;0;1804;3;2017-09-12;;6459;97;2017-09-12
Perfectview;26225;15;15;2017-11-28;;31;0;0;69;54;1645;48;65;986868;-313640;-364500;0.47;50;2;-15;0.02;-15;1175715;-237083;2017-09-08;21;602153;52;140;21;21;20;116;2017-09-08;;;;;;;;
"Pipeline Deals";26226;29;29;2017-11-28;;78;121;60;73;83;2047;41;754;63660;-19649;-27303;9.06;34;11.2;0.4;2.37;0.4;29094;-9076;2017-09-08;12;205521;55;939;136;130;125;911;2017-09-08;97;10715;10;2017-09-12;;3706;1790;2017-09-12
ProAd;26228;;;;;56;104;33;28;90;324;98;41;613165;77512;74379;0.87;-17.81;1.9;0.5;0.04;0.5;771382;91950;2017-09-08;32;615439;52;791;101;84;81;416;2017-09-08;0;1919;75;2017-09-12;;564;24;2017-09-12
Projectfacts;26229;;;;;38;91;0;25;72;;;2;6391003;-8645984;-12309360;0.03;500;3.3;-46.22;0;-46.22;5361729;-4207138;2017-09-08;9;8072360;43;381;2;2;2;381;2017-09-08;0;0;0;2017-09-12;;124;1;2017-09-12
Reviso;26231;;;;;56;50;58;25;89;457;96;25;142395;-23640;-35007;4.6;25;3.4;-18.96;0.37;-18.96;137796;-3582;2017-09-08;18;240941;55;160;14;14;14;65;2017-09-08;;;;;;3;0;2017-09-12
"Salary book";26233;;;;;36;103;0;25;59;;;5;;;;;;;;;;;;2017-09-08;4;69097743;27;1;1;1;1;1;2017-09-08;0;0;0;2017-09-12;;586;33;2017-09-12
Smartsheet;26235;730;730;2017-11-28;;101;128;98;86;107;1483;60;729;2757;-322;-175;382;6;1.74;5.5;15.5;5.5;4943;-669;2017-09-08;21;6713;67;2640;383;355;309;2573;2017-09-08;0;10857;39;2017-09-12;;13653;5409;2017-09-12
Snelstart;26236;120;120;2017-11-28;;72;117;33;76;94;518;95;144;732318;100274;109994;0.59;-19.03;3.4;0.9;0.05;0.9;687599;88032;2017-09-08;25;51428;60;176;34;32;32;159;2017-09-08;27;2838;63;2017-09-12;;3504;1376;2017-09-12
Streamtime;26237;15;15;2017-11-28;;67;114;36;73;78;8330;1;43;520922;142381;155932;0.96;-36.17;2.8;7;0.06;7;545713;131399;2017-09-08;37;1892945;48;3197;178;194;185;2526;2017-09-08;0;584;5;2017-09-12;;6284;1008;2017-09-12
Thinx;26239;;;;;27;44;0;25;56;;;;;;;;;;;;;;;2017-09-08;1;85668429;23;0;0;0;0;0;2017-09-08;;;;;;2;0;2017-09-12
Toggl;26241;39;39;2017-11-28;;94;132;95;70;95;2546;29;639;3434;-193;-217;293;4.8;2.22;-1.77;15.2;-1.77;5056;-214;2017-09-08;83;13748;64;38826;4657;4017;3097;35748;2017-09-08;0;12366;1686;2017-09-12;;20350;4705;2017-09-12
Tomsplanner;26242;5;5;2017-11-28;;70;106;52;59;87;1590;56;185;124485;-3925;-6485;7.3;5;1.4;-6.897;0.23;-6.897;198484;1244;2017-09-08;13;183026;56;1047;150;140;120;997;2017-09-08;0;0;0;2017-09-12;;803;42;2017-09-12
