name;id;"employees (lower bound)";"employees (upper bound)";employee_date;revenue;"datascouts score";social_score;traction_score;business_size_score;seo_score;median_load_time;median_load_time_percentile;incoming_links_count;alexa_rank;alexa_rank_change;reach_alexa_rank_change;reach_per_million;reach_per_million_change_percentile;page_views_per_user;page_views_per_user_change_percentile;page_views_per_million;page_views_per_million_change_percentile;page_views_alexa_rank;page_views_alexa_rank_change;alexa_date;rank;top_rank;domain_rating;backlinks_count;referring_domains_count;referring_ips_count;referring_class_c_count;referring_pages_count;ahrefs_date;checkins_count;likes_count;talking_about_count;facebook_date;listed_count;tweet_count;favourites_count;twitter_date
Julitec;26121;;;;;45;91;12;25;83;811;82;12;1737789;-842378;-841210;0.23;70;1.8;-3.3;0.01;-3.3;2137754;-912741;2017-08-05;13;1177783;50;24;7;7;7;24;2017-08-05;2;229;0;2017-08-08;;136;6;2017-08-08
Moneybird;26123;15;15;2017-11-28;;63;83;47;65;73;456;96;80;168229;49592;53523;3.5;-33.91;4.5;-11.35;0.37;-11.35;139314;47417;2017-08-05;12;281327;54;178;58;58;56;167;2017-08-05;;;;;;5329;573;2017-08-08
Odoo;26124;356;356;2017-11-28;;104;131;88;96;118;2216;36;2178;10067;155;301;80.4;-1.16;5.8;2;10.9;2;7161;-64;2017-08-05;27;5402;67;1183909;393;346;323;1164659;2017-08-05;0;34407;288;2017-08-08;;3619;550;2017-08-08
"Oro CRM";26125;360;360;2017-11-28;;75;112;44;85;89;3093;21;138;197357;3234;9977;2.9;-8.355;4.2;10;0.29;10;169606;-10204;2017-08-05;12;217688;55;258;54;59;57;217;2017-08-05;0;737;2;2017-08-08;;1790;454;2017-08-08
Pipedrive;26126;280;280;2017-11-28;;99;131;98;86;95;1306;66;371;3551;-642;-971;185;20;12.1;-3.98;52.35;-3.98;1374;-221;2017-08-08;45;29780;62;22956;432;435;401;11590;2017-08-08;3;39342;516;2017-08-08;;8564;1330;2017-08-08
Podio;26127;9600;9600;2017-11-28;2932358630.25;98;87;95;104;104;1025;77;567;5007;342;388;140;-4.17;10.3;-1.62;34.05;-1.62;2182;104;2017-08-08;83;4203;68;697173;11449;9344;6814;489099;2017-08-08;;;;;;4032;992;2017-08-08
Prosperworks;26128;150;150;2017-11-28;;82;112;72;77;84;3522;16;109;33847;-347;-689;20.7;2;7.68;-4;3.72;-4;19793;390;2017-08-05;13;194775;55;172;55;58;57;155;2017-08-05;132;1877;47;2017-08-08;;1165;516;2017-08-08
salesforce;26131;25000;25000;2017-11-28;7199063474.4;139;153;141;128;140;1489;59;9774;127;-2;-12;3,871;5;19.79;-7.523;1,798;-7.523;47;4;2017-08-05;41;647;74;151830;12123;10482;5285;145923;2017-08-05;5169;659695;1768;2017-08-08;;50981;7484;2017-08-08
"SAP SE";26132;84180;84180;2017-11-28;20604527580;130;149;106;137;147;2957;22;14825;1787;-27;-56;443;2.5;4.17;-3.25;43.35;-3.25;1674;3;2017-08-05;27;950;73;166260;2182;1904;1671;158065;2017-08-05;15464;847401;1659;2017-08-08;;18240;1410;2017-08-08
Sellf;26133;96;96;2017-11-28;;70;116;47;75;69;2170;37;72;465563;-76118;-101004;1.4;30;1.6;-20.6;0.05;-20.6;655202;-25994;2017-08-05;8;2107585;48;1532;220;227;210;1449;2017-08-05;0;6439;1;2017-08-08;;1878;1080;2017-08-08
Sellsy;26134;28;28;2017-11-28;;77;110;62;72;83;1550;57;49;123241;-32788;-40018;7;43;1.7;-21.86;0.27;-21.86;175417;-21435;2017-08-05;28;229198;55;429;97;104;101;411;2017-08-05;0;569;3;2017-08-08;;1799;3738;2017-08-08
Simplicate;26135;21;21;2017-11-28;;64;103;44;71;62;1312;66;30;1120650;383978;338383;0.34;-34.55;3.6;-41.45;0.03;-41.45;1001797;501101;2017-08-05;15;2491084;47;53;10;9;9;27;2017-08-05;15;308;1;2017-08-08;;348;291;2017-08-08
SugarCRM;26136;450;450;2017-11-28;;98;129;77;98;111;1279;67;2128;46546;5439;3890;16.7;-8.784;4.26;-19.01;1.67;-19.01;39998;8857;2017-08-05;21;8996;66;3481;528;463;419;3300;2017-08-05;363;7661;49;2017-08-08;;14246;1096;2017-08-08
SumaCRM;26137;5;5;2017-11-28;;63;77;59;59;67;917;82;74;108843;8780;10000;6.3;-11.32;3.8;1;0.56;1;99069;7346;2017-08-05;9;676605;51;100;51;51;49;100;2017-08-05;;;;;;701;5294;2017-08-08
Teamwork;26138;110;110;2017-11-28;;99;130;98;84;100;1585;56;270;4322;-183;-368;182;8.8;5.94;-9.726;25.41;-9.726;3013;35;2017-08-05;44;19929;63;4212;391;329;315;1743;2017-08-05;0;0;0;2017-08-08;;7267;2556;2017-08-08
Timechimp;26139;5;5;2017-11-28;;56;87;34;59;66;;;14;785023;-240030;-216405;0.59;30;2.6;10;0.04;10;841824;-320005;2017-08-05;11;5908999;44;9;3;3;3;9;2017-08-05;0;135;12;2017-08-08;;76;10;2017-08-08
Visma;26140;4940;4940;2017-11-28;763941160.5;91;75;73;112;105;1190;71;568;42839;-2111;-2998;19.8;7;3.19;-6.452;1.48;-6.452;43950;-612;2017-08-08;14;9985;65;1459;58;60;60;1417;2017-08-08;;;;;;495;10;2017-08-08
Vtiger;26141;104;104;2017-11-28;;87;115;69;81;102;1874;46;931;39419;1426;2234;22.4;-6.431;2.93;6;1.54;6;42746;-218;2017-08-05;19;18072;63;9552;455;412;379;8215;2017-08-05;13;4099;9;2017-08-08;;882;46;2017-08-08
Wefact;26142;5;5;2017-11-28;;62;101;26;59;91;537;93;30;2125404;859697;733417;0.17;-44.55;2.2;-37.18;0.01;-37.18;2342892;1193086;2017-08-05;11;138215;56;38;15;13;13;38;2017-08-05;1;205;29;2017-08-08;;442;6;2017-08-08
WhiteWorks;26143;6700;6700;2017-01-12;;64;99;13;101;78;1722;42;9;1187958;77452;68953;0.45;-10.81;1.2;0.8;0.01;0.8;1762671;90146;2017-08-05;10;2378453;47;17;6;6;6;16;2017-08-05;8;652;17;2017-08-08;;300;3;2017-08-08
Wrike;26144;430;430;2017-11-28;;98;128;95;87;96;4545;9;696;4616;-314;-298;174;7.1;5.64;3;23;3;3374;-379;2017-08-05;18;17435;63;3398;446;418;380;3295;2017-08-05;0;14361;94;2017-08-08;;11482;1425;2017-08-08
Zoho;26145;5080;5080;2017-11-28;;123;138;120;113;128;1718;51;6975;493;-34;-59;1,281;8;7.05;-1.67;211.8;-1.67;333;-31;2017-08-05;80;1450;72;139111;3965;2475;2075;106657;2017-08-05;48;124800;3340;2017-08-08;;11440;4344;2017-08-08
Teamleader;26146;170;170;2017-11-28;;81;112;70;90;71;1178;71;65;58529;-6050;-7646;12.8;10;4.23;-2.98;1.27;-2.98;50285;-4228;2017-08-05;15;53907;60;55;21;24;24;55;2017-08-05;0;23610;12;2017-08-08;;233;57;2017-08-08
ABCrm;26148;;;;;32;64;0;25;64;;;1;;;;;;;;;;;;2017-08-05;8;29677157;36;13;2;2;2;13;2017-08-05;;;;;;106;8;2017-08-08
ActiveColab;26149;5;5;2017-01-19;;85;128;73;67;94;1795;48;390;36818;525;473;21.9;-1.44;4.21;-2.09;2.16;-2.09;32008;723;2017-08-05;81;36895;61;50451;2654;2421;2045;39848;2017-08-05;0;6559;50;2017-08-08;;8444;4473;2017-08-08
"Agile CRM";26153;137;137;2017-11-28;;89;122;77;77;98;2402;32;105;26389;-2486;-3056;26;9.3;9.25;3;5.65;3;13566;-1506;2017-08-05;15;19973;63;554;102;110;104;474;2017-08-05;0;4528;49;2017-08-08;;7682;914;2017-08-08
Asana;26154;360;360;2017-11-28;;112;145;118;89;106;6105;4;1661;568;4;-13;1,123;-0.26;6.44;-4.874;169.8;-4.874;406;10;2017-08-05;86;5289;67;110201;14081;11428;7977;66593;2017-08-05;0;0;0;2017-08-08;;27699;14957;2017-08-08
Batchbook;26155;8;8;2017-11-28;;73;123;47;62;90;3144;20;207;215898;2270;957;2.4;-4.07;5.5;-3.71;0.31;-3.71;158657;7318;2017-08-05;15;53913;60;8603;1378;1197;1028;6796;2017-08-05;0;5157;5;2017-08-08;;6080;370;2017-08-08
BedeskExpress;26156;;;;;43;92;12;25;77;;;107;3425145;-787701;-285440;0.09;6;2;60;0;60;3904902;-1839229;2017-08-05;12;3660910;46;6;5;5;5;6;2017-08-05;0;0;0;2017-08-08;;177;0;2017-08-08
Bexio;26158;40;40;2017-11-28;;76;114;62;70;82;1533;58;53;71945;3583;3291;8;-5.39;11;-6.239;2.04;-6.239;33708;3141;2017-08-05;23;146646;56;143;34;34;34;75;2017-08-05;0;2472;161;2017-08-08;;1274;1019;2017-08-08
Billings;26159;32;32;2017-11-28;;74;118;41;69;101;1383;63;405;321035;53713;48853;1.9;-21.14;2.4;-7.451;0.1;-7.451;375668;74179;2017-08-05;16;75765;58;1933;413;410;379;1765;2017-08-05;0;1011;3;2017-08-08;;9773;1574;2017-08-08
"BPM Online";26161;150;150;2017-11-28;;81;119;63;77;88;2083;39;158;90964;-15048;-17293;7.52;18;4.42;2;0.78;2;76149;-13641;2017-08-05;16;169281;56;1503;88;85;82;1275;2017-08-05;6;9513;917;2017-08-08;;1361;231;2017-08-08
Capsule;26165;;;;;67;82;77;25;85;1125;73;298;19866;73;-352;31.3;1;16.7;-5.269;12.3;-5.269;6377;259;2017-08-05;56;59473;59;28803;1413;1329;1115;15051;2017-08-05;;;;;;3127;247;2017-08-08
Charibase;26167;30;30;2017-10-28;;49;73;0;69;84;;;8;9323294;-2497590;-2377811;0.02;20;3;30;0;30;7924706;-2997022;2017-08-05;12;1767425;48;4;4;4;4;4;2017-08-05;;;;;;711;43;2017-08-08
Clarizen;26170;200;200;2017-11-28;;84;120;68;87;85;1436;61;1023;46591;-4553;-4790;16;9;4.96;4;1.86;4;36433;-4634;2017-08-05;12;137468;57;1225;91;92;91;1140;2017-08-05;0;3447;9;2017-08-08;;9540;120;2017-08-08
Datafakt;26174;;;;;32;77;0;25;56;;;1;5582945;;;0.03;0;7;0;0.01;0;3273322;;2017-08-05;3;91721707;22;28;10;7;7;28;2017-08-05;0;38;0;2017-08-08;;17;0;2017-08-08
Daylite;26176;32;32;2017-11-28;;74;118;41;69;101;1383;63;405;321035;53713;48853;1.9;-21.14;2.4;-7.451;0.1;-7.451;375668;74179;2017-08-05;16;75765;58;1933;413;410;379;1765;2017-08-05;0;1011;3;2017-08-08;;9773;1574;2017-08-08
Debitoor;26178;10;10;2017-11-28;;78;116;70;63;82;2081;40;51;57496;11568;7174;14.3;-14.24;3.07;-32.82;1.03;-32.82;60246;22333;2017-08-05;41;396717;53;12400;379;370;338;7342;2017-08-05;0;0;0;2017-08-08;;1212;713;2017-08-08
Deskflow;26179;5;5;2017-01-19;;45;102;0;59;60;;;1;11061147;;;0.02;0;1;0;0;0;13681605;;2017-08-05;4;57347810;30;0;0;0;0;0;2017-08-05;0;1076;3;2017-08-08;;436;2;2017-08-08
Digitaalkantoor;26181;10;10;2017-11-28;;54;112;0;63;88;;;19;3982564;1744401;1720547;0.07;-48.98;2;-37.31;0;-37.31;3953915;2100779;2017-08-05;10;932592;50;773;69;52;50;773;2017-08-05;0;0;0;2017-08-08;;1253;0;2017-08-08
DigitaleFactuur;26182;;;;;30;102;17;25;11;;;1;2256920;-219321;-200408;0.19;10;1.1;-1.72;0.01;-1.72;3264101;-273760;2017-08-05;0;0;0;0;0;0;0;0;2017-08-05;0;784;1;2017-08-08;;305;54;2017-08-08
Dolibarr;26183;390;390;2017-11-28;;84;119;58;83;100;2207;36;2557;156472;34443;38328;3.9;-27.2;4.1;-1.93;0.38;-1.93;136833;30879;2017-08-05;34;38700;61;1984;113;105;102;954;2017-08-05;0;34743;33;2017-08-08;;285;6;2017-08-08
Efficy;26186;60;60;2017-11-28;;68;85;31;84;96;1005;78;56;777190;96425;130790;0.58;-21.77;2.9;20;0.04;20;788208;28444;2017-08-05;19;619528;52;69;33;14;13;69;2017-08-05;8;282;0;2017-08-08;;105;0;2017-08-08
Emnis;26187;30;30;2017-11-28;;36;0;0;69;75;;;6;11135062;;;0.02;0;2;0;0;0;12224851;;2017-08-05;28;3667009;46;441;61;54;51;439;2017-08-05;;;;;;;;
Factusol;26190;60;60;2017-11-28;;64;121;22;75;79;;;5;;;;;;;;;;;;2017-08-05;7;16480491;40;0;0;0;0;0;2017-08-05;658;14558;127;2017-08-08;;2639;5789;2017-08-08
Factuursturen.be;26191;;;;;32;94;0;25;46;620;92;24;618713;132648;159215;0.67;-28.36;5;1;0.08;1;470298;94674;2017-08-05;17;1381518;49;43;17;16;16;43;2017-08-05;0;0;0;2017-08-08;;94;30;2017-08-08
Flowcrm;26192;30;30;2017-11-28;;56;96;12;69;83;1392;49;18;4448813;1041292;798666;0.08;-30.95;1;-9.735;0;-9.735;6197819;1430267;2017-08-05;23;1143203;50;29053;75;58;56;28818;2017-08-05;9;132;2;2017-08-08;;338;110;2017-08-08
Forcemanager;26193;100;100;2017-11-28;;68;117;31;85;74;1986;42;73;339800;-64045;-53219;1.5;10;4.6;30;0.16;30;273324;-96964;2017-08-05;33;1963648;48;4785;253;253;232;2769;2017-08-05;10;6255;2;2017-08-08;;1208;219;2017-08-08
Freshbooks;26194;290;290;2017-11-28;;101;137;93;81;110;1767;49;2184;5377;395;296;159;-3.22;4.56;-8.982;17.03;-8.982;4568;526;2017-08-05;26;4220;68;458990;1414;1357;1143;458803;2017-08-05;0;0;0;2017-08-08;;20530;5969;2017-08-08
Aareon;26197;;;;;41;0;35;35;81;;;17;2323232;727052;708141;0.14;-38.1;2.5;-17.33;0.01;-17.33;2397022;854617;2017-08-05;12;585762;52;4;4;4;4;4;2017-08-05;;;;;;;;
HQLabs;26198;5;5;2017-01-19;;63;103;29;62;87;608;92;26;897496;289321;182614;0.54;-27.74;2;-48.338;0.03;-48.338;1081003;547557;2017-08-05;10;1309279;49;13;9;9;9;11;2017-08-05;0;2240;72;2017-08-08;;361;160;2017-08-08
iMuis;26199;15;15;2017-11-28;;57;106;0;65;100;;;34;2808941;612570;622859;0.1;-29.63;2.8;-10.97;0.01;-10.97;2684572;661359;2017-08-05;13;69161;59;97;16;16;16;93;2017-08-05;8;300;197;2017-08-08;;954;25;2017-08-08
"Infusion Soft";26200;700;700;2017-11-28;;116;142;113;92;128;1562;56;2238;709;45;49;1,127;-7.896;2.73;1.9;72.21;1.9;992;61;2017-08-05;24;701;74;9634;835;760;667;9503;2017-08-05;788;177390;3028;2017-08-08;;30426;8468;2017-08-08
Insusoft;26201;75;75;2017-11-28;;51;47;13;74;86;883;83;86;5223665;2391807;2039329;0.04;-48.276;3;-63.904;0;-63.904;4425241;2939534;2017-08-05;14;1110069;50;6248;32;10;10;6228;2017-08-05;;;;;;1;0;2017-08-08
Isiigo;26202;;;;;41;95;13;29;62;;;5;10632983;-80614;-44431;0.02;0;1;0;0;0;13233363;-155583;2017-08-05;18;39517198;34;97;23;22;21;43;2017-08-05;0;45;0;2017-08-08;;295;21;2017-08-08
itool.com;26203;15;15;2017-11-28;;58;98;13;65;91;1053;67;58;1674526;333473;305763;0.28;-28.28;1.2;3;0.01;3;2418597;413803;2017-08-05;21;1110073;50;50;22;21;21;50;2017-08-05;2;123;2;2017-08-08;;1075;95;2017-08-08
King;26204;75;75;2017-11-28;;65;113;17;74;95;;;22;4661851;1972223;1679507;0.07;-47.826;1;-32.85;0;-32.85;5773606;2776707;2017-08-05;14;309391;54;6;5;5;5;6;2017-08-05;26;1740;25;2017-08-08;;4721;49;2017-08-08
Koalaboox;26205;5;5;2017-09-28;;64;102;52;59;65;1935;43;49;314015;68266;81388;1.4;-25.92;8.6;-16.57;0.28;-16.57;173432;53458;2017-08-05;19;4929451;45;68;21;19;18;62;2017-08-05;1;1328;71;2017-08-08;;307;92;2017-08-08
"Less Annoying CRM";26206;16;16;2017-11-28;;73;107;61;65;76;2161;37;59;84680;3483;-979;9.4;-0.26;2.7;-18.24;0.6;-18.24;95005;13643;2017-08-05;12;604705;52;200;43;43;43;172;2017-08-05;41;1522;9;2017-08-08;;645;564;2017-08-08
Liquidplanner;26207;70;70;2017-11-28;;83;128;69;73;85;2434;31;323;41800;1265;594;21.9;-1.77;2.5;-7.407;1.29;-7.407;49834;3519;2017-08-05;13;163242;56;1039;122;133;123;952;2017-08-05;179;18658;14;2017-08-08;;6826;254;2017-08-08
Sage;26208;15;15;2017-09-28;;101;137;100;82;100;1944;43;350;22944;310;481;28.7;-1.88;11.9;3;8.03;3;9707;-4;2017-08-05;44;56455;59;45812;789;778;667;30921;2017-08-05;4327;603915;222;2017-08-08;;3349;596;2017-08-08
Logidrive;26209;15;15;2017-11-28;;52;98;0;65;87;3666;16;11;;;;;;;;;;;;2017-08-05;13;739524;51;8;5;5;5;8;2017-08-05;1;591;0;2017-08-08;;312;14;2017-08-08
MacFour;26210;;;;;21;0;0;25;60;;;1;;;;;;;;;;;;2017-08-05;4;53441437;31;0;0;0;0;0;2017-08-05;;;;;;;;
Malinko;26212;5;5;2017-11-28;;44;71;11;59;60;1707;41;31;327947;-341603;-533830;0.99;140;35;10;0.82;10;73373;-91581;2017-08-05;15;9257371;42;89;12;11;10;89;2017-08-05;;;;;;1001;13;2017-08-08
Maximizer;26213;154;154;2017-11-28;;79;120;43;85;99;1091;75;240;351863;-17651;481;1.8;-3.02;2.1;20;0.09;20;435614;-70192;2017-08-05;11;124915;57;385;70;74;72;264;2017-08-05;19;1291;4;2017-08-08;;14809;454;2017-08-08
MKB-logic;26214;5;5;2017-11-28;;36;0;0;59;84;;;16;;;;;;;;;;;;2017-08-05;15;1054703;50;11;11;9;8;11;2017-08-05;;;;;;;;
Mycosuite;26216;5;5;2017-11-28;;42;69;0;61;65;;;22;8158525;947790;1011552;0.02;-25;2;5;0;5;8330669;677024;2017-08-05;11;21611904;38;740;9;8;8;717;2017-08-05;;;;;;207;0;2017-08-08
Netsuite;26217;4603;4603;2017-11-28;635794669.65;115;141;103;115;118;2729;26;2888;2619;-345;-450;271;13;7.49;0.8;47.66;0.8;1516;-242;2017-08-05;14;2718;69;4111;380;353;324;3815;2017-08-05;0;12346;42;2017-08-08;;20446;2431;2017-08-08
Nimble;26219;1000;1000;2017-11-28;;86;130;64;88;91;1950;43;775;65733;3085;505;10.2;-2.24;6.01;-15.71;1.44;-15.71;45155;6478;2017-08-05;17;40687;60;1682;315;306;281;1657;2017-08-05;0;0;0;2017-08-08;;49472;7278;2017-08-08
"Paymo Timetracking";26223;22;22;2017-11-28;;76;118;61;67;80;2019;41;94;60021;-5289;-6776;14.2;12;2.65;-7.018;0.89;-7.018;68457;-3004;2017-08-05;13;182495;56;152;39;40;40;113;2017-08-05;0;0;0;2017-08-08;;6459;97;2017-08-08
Perfectview;26225;15;15;2017-11-28;;31;0;0;69;54;1645;48;60;987595;-645252;-718032;0.48;100;2;-17.28;0.02;-17.28;1186939;-559081;2017-08-05;20;607495;52;126;18;18;18;102;2017-08-05;;;;;;;;
"Pipeline Deals";26226;29;29;2017-11-28;;78;121;60;73;83;2169;37;754;66083;-15777;-21096;8.79;26;11.4;7;2.35;7;29724;-9030;2017-08-05;11;196863;55;900;138;137;132;872;2017-08-05;96;10712;119;2017-08-08;;3706;1790;2017-08-08
ProAd;26228;;;;;56;104;33;28;90;324;98;41;528429;-9291;-32217;1.1;5;1.9;-15.93;0.05;-15.93;675584;41048;2017-08-05;32;613749;52;760;101;84;80;401;2017-08-05;0;1904;55;2017-08-08;;564;24;2017-08-08
Projectfacts;26229;;;;;38;91;0;25;72;;;2;7339417;;;0.02;0;4.2;0;0;0;5554234;;2017-08-05;9;14374147;40;417;2;2;2;417;2017-08-05;0;0;0;2017-08-08;;124;1;2017-08-08
Reviso;26231;;;;;56;50;58;25;89;1013;78;25;141656;-15254;-26989;4.5;20;3.9;-20.7;0.41;-20.7;127686;4612;2017-08-05;17;250317;55;106;14;13;13;39;2017-08-05;;;;;;3;0;2017-08-08
"Salary book";26233;;;;;36;103;0;25;59;;;4;;;;;;;;;;;;2017-08-05;4;69382799;27;1;1;1;1;1;2017-08-05;0;0;0;2017-08-08;;586;33;2017-08-08
Smartsheet;26235;730;730;2017-11-28;;101;128;98;86;107;1488;59;706;2822;-267;-140;384;8.4;1.71;3;15.4;3;5033;-639;2017-08-05;21;6683;67;2513;387;354;313;2444;2017-08-05;0;10787;98;2017-08-08;;13653;5409;2017-08-08
Snelstart;26236;120;120;2017-11-28;;72;117;33;76;94;1022;77;134;784234;146738;118331;0.58;-19.7;2.8;-21.29;0.04;-21.29;807203;219972;2017-08-05;12;53131;60;174;35;35;35;156;2017-08-05;24;2703;81;2017-08-08;;3504;1376;2017-08-08
Streamtime;26237;15;15;2017-11-28;;67;114;36;73;78;1495;59;41;636949;250787;261917;0.76;-48.134;2.8;-1.43;0.05;-1.43;668442;257353;2017-08-05;37;1925241;48;2639;176;189;183;1962;2017-08-05;0;572;235;2017-08-08;;6284;1008;2017-08-08
Thinx;26239;;;;;27;44;0;25;56;;;;;;;;;;;;;;;2017-08-05;1;87686539;23;0;0;0;0;0;2017-08-05;;;;;;2;0;2017-08-08
Toggl;26241;39;39;2017-11-28;;94;132;95;70;95;2592;28;609;3443;-48;-112;294;4.6;2.21;-7.531;15.3;-7.531;5086;142;2017-08-05;83;14209;64;31510;4437;3894;3019;28496;2017-08-05;0;11884;66;2017-08-08;;20350;4705;2017-08-08
Tomsplanner;26242;5;5;2017-11-28;;70;106;52;59;87;2430;31;182;125925;-7536;-8300;7.3;8;1.4;-3.47;0.24;-3.47;197349;-11137;2017-08-05;13;185209;56;1015;148;143;123;964;2017-08-05;0;0;0;2017-08-08;;803;42;2017-08-08
