name;id;"employees (lower bound)";"employees (upper bound)";employee_date;revenue;"datascouts score";social_score;traction_score;business_size_score;seo_score;median_load_time;median_load_time_percentile;incoming_links_count;alexa_rank;alexa_rank_change;reach_alexa_rank_change;reach_per_million;reach_per_million_change_percentile;page_views_per_user;page_views_per_user_change_percentile;page_views_per_million;page_views_per_million_change_percentile;page_views_alexa_rank;page_views_alexa_rank_change;alexa_date;rank;top_rank;domain_rating;backlinks_count;referring_domains_count;referring_ips_count;referring_class_c_count;referring_pages_count;ahrefs_date;checkins_count;likes_count;talking_about_count;facebook_date;listed_count;tweet_count;favourites_count;twitter_date
"Oro CRM";26125;360;360;2017-11-28;;75;112;44;85;89;3386;17;128;273704;80300;71148;2;-30.4;3;-28.13;0.15;-28.13;279451;114816;2017-12-01;13;209678;55;260;48;57;57;214;2017-12-01;0;744;6;2017-12-05;;1790;454;2017-12-05
Pipedrive;26126;280;280;2017-11-28;;99;131;98;86;95;1438;61;416;4359;866;1156;147;-19.51;12.6;4;43.84;4;1614;252;2017-12-01;30;24975;62;9653;418;439;408;5601;2017-12-01;3;51388;5162;2017-12-05;;8574;1334;2017-12-05
Podio;26127;9600;9600;2017-11-28;2932358630.25;98;87;95;104;104;1115;74;648;5427;280;468;124;-7.439;10.2;0;30.05;0;2463;193;2017-12-01;83;4303;68;734864;11478;9887;7160;451396;2017-12-01;;;;;;4034;992;2017-12-05
Prosperworks;26128;150;150;2017-11-28;;82;112;72;77;84;3126;20;120;33568;609;3510;18.4;-10.7;10.8;38;4.71;38;15542;-3537;2017-12-01;14;123088;57;233;61;69;68;214;2017-12-01;142;2277;17;2017-12-05;;1165;516;2017-12-05
salesforce;26131;25000;25000;2017-11-28;7199063474.4;139;153;141;128;140;1420;62;12138;124;0;6;3,706;-4.2;18.41;-6.023;1,624;-6.023;48;1;2017-12-01;44;548;75;302199;12205;10953;5527;232044;2017-12-01;5165;678200;2470;2017-12-05;;50981;7484;2017-12-05
"SAP SE";26132;84180;84180;2017-11-28;20604527580;130;149;106;137;147;3445;17;18170;1987;145;203;379;-9.758;4.34;6.4;39.1;6.4;1841;66;2017-12-01;30;955;73;183598;2223;2018;1735;176555;2017-12-01;15691;925113;3076;2017-12-05;;18240;1410;2017-12-05
Sellf;26133;96;96;2017-11-28;;70;116;47;75;69;2170;37;71;404365;-115874;18639;1.1;-6.422;5;230;0.13;230;309551;-435568;2017-12-01;8;1824184;48;1988;242;262;238;1858;2017-12-01;0;6519;0;2017-12-05;;1878;1080;2017-12-05
Sellsy;26134;28;28;2017-11-28;;77;110;62;72;83;1566;56;39;140595;38128;35371;5.5;-32.82;1.8;-2.76;0.23;-2.76;194772;53291;2017-12-01;29;167716;56;371;89;101;99;353;2017-12-01;0;570;2;2017-12-05;;1799;3738;2017-12-05
Simplicate;26135;21;21;2017-11-28;;64;103;44;71;62;1775;49;23;434428;-374537;-420425;0.88;99;8.2;40;0.17;40;247173;-316900;2017-12-01;15;2169523;48;45;10;10;10;22;2017-12-01;16;354;9;2017-12-05;;348;291;2017-12-05
SugarCRM;26136;450;450;2017-11-28;;98;129;77;98;111;1294;67;2612;49131;2234;2745;14.8;-8.026;4.27;2;1.5;2;42218;1591;2017-12-01;24;9875;65;3910;490;465;432;3783;2017-12-01;376;7883;54;2017-12-05;;14246;1096;2017-12-05
SumaCRM;26137;5;5;2017-11-28;;63;77;59;59;67;1087;75;54;88614;-29499;-31944;7.3;36;4.4;8;0.77;8;73738;-29386;2017-12-01;9;825787;51;87;42;43;41;87;2017-12-01;;;;;;701;5294;2017-12-05
Teamwork;26138;110;110;2017-11-28;;99;130;98;84;100;1203;70;276;4099;-96;27;178;-2.8;6.73;14;28.55;14;2593;-359;2017-12-01;45;17760;63;5167;372;342;321;1829;2017-12-01;0;23864;58;2017-12-05;;7267;2556;2017-12-05
Timechimp;26139;5;5;2017-11-28;;56;87;34;59;66;;;5;963598;116753;66342;0.47;-10.26;2;-21.54;0.02;-21.54;1143573;240171;2017-12-01;10;5102206;44;2;2;2;2;2;2017-12-01;0;149;0;2017-12-05;;76;10;2017-12-05
Visma;26140;4940;4940;2017-11-28;763941160.5;91;75;73;112;105;987;79;384;44067;1268;721;18.5;-4.03;2.98;-5.994;1.32;-5.994;47256;3027;2017-12-01;14;9396;65;1615;69;70;69;1569;2017-12-01;;;;;;495;10;2017-12-05
Vtiger;26141;104;104;2017-11-28;;87;115;69;81;102;1927;44;1363;43235;2713;974;20.2;-4.33;2.4;-15.79;1.16;-15.79;52626;7906;2017-12-01;18;15998;64;9558;433;404;382;8257;2017-12-01;13;4137;38;2017-12-05;;882;46;2017-12-05
Wefact;26142;5;5;2017-11-28;;62;101;26;59;91;537;93;44;1883220;53547;187224;0.19;-13.58;2.2;30;0.01;30;2077904;-228304;2017-12-01;10;128233;57;31;15;14;14;31;2017-12-01;1;224;25;2017-12-05;;442;6;2017-12-05
WhiteWorks;26143;6700;6700;2017-01-12;;64;99;13;101;78;1722;42;13;1383542;175591;142344;0.36;-16.67;1.1;-3.45;0.01;-3.45;2084901;257874;2017-12-01;10;2928316;46;16;4;5;5;16;2017-12-01;12;670;6;2017-12-05;;300;3;2017-12-05
Wrike;26144;430;430;2017-11-28;;98;128;95;87;96;4122;11;845;4869;338;433;156;-9.046;6.11;5.5;22.66;5.5;3311;68;2017-12-01;21;16534;63;2424;421;418;387;2330;2017-12-01;0;14675;84;2017-12-05;;11482;1425;2017-12-05
Zoho;26145;5080;5080;2017-11-28;;123;138;120;113;128;1831;47;9558;449;-24;-3;1,297;1.3;7.2;2.3;222.3;2.3;306;-18;2017-12-01;80;1388;72;429356;4104;2538;2138;312393;2017-12-01;48;150610;16593;2017-12-05;;11440;4344;2017-12-05
Teamleader;26146;170;170;2017-11-28;;81;112;70;90;71;1252;68;46;60890;6086;9695;10.9;-17.23;5.3;17;1.36;17;45880;415;2017-12-01;17;304625;54;87;31;27;27;70;2017-12-01;0;27706;53;2017-12-05;;233;57;2017-12-05
ABCrm;26148;;;;;32;64;0;25;64;;;1;;;;;;;;;;;;2017-12-01;8;29703814;36;13;2;2;2;13;2017-12-01;;;;;;106;8;2017-12-05
ActiveColab;26149;5;5;2017-01-19;;85;128;73;67;94;1912;44;451;37114;1493;1207;21.1;-4.909;3.83;-5.665;1.92;-5.665;34259;2349;2017-12-01;81;34869;61;54746;2816;2611;2188;42022;2017-12-01;0;7052;11;2017-12-05;;8444;4473;2017-12-05
"Agile CRM";26153;137;137;2017-11-28;;89;122;77;77;98;2904;23;107;28296;3130;4631;22.5;-14.94;10.4;8;5.58;8;13334;807;2017-12-01;17;16438;63;411;97;110;106;410;2017-12-01;0;6651;48;2017-12-05;;7682;914;2017-12-05
Asana;26154;360;360;2017-11-28;;112;145;118;89;106;5619;5;2101;583;11;50;1,040;-4.69;7.31;12;181.1;12;369;-30;2017-12-01;86;4914;68;97650;13285;11476;8015;59367;2017-12-01;492;225797;7514;2017-12-05;;27699;14957;2017-12-05
Batchbook;26155;8;8;2017-11-28;;73;123;47;62;90;3170;20;238;281600;60162;62837;1.7;-24.57;4.5;-14.12;0.19;-14.12;230003;63960;2017-12-01;18;82410;58;6976;1415;1185;1021;5321;2017-12-01;0;5139;2;2017-12-05;;6080;370;2017-12-05
BedeskExpress;26156;;;;;43;92;12;25;77;;;151;7953164;4461824;3512946;0.03;-62.5;1;-46.52;0;-46.52;10305065;6350346;2017-12-01;10;3437445;46;5;3;3;3;4;2017-12-01;0;452;2;2017-12-05;;177;0;2017-12-05
Bexio;26158;40;40;2017-11-28;;76;114;62;70;82;1415;62;51;77940;6788;5347;7.3;-7.97;8.6;-20.06;1.49;-20.06;42621;9074;2017-12-01;22;219935;55;130;29;29;29;73;2017-12-01;0;2682;37;2017-12-05;;1274;1019;2017-12-05
Billings;26159;32;32;2017-11-28;;74;118;41;69;101;1904;45;509;379360;53516;66653;1.4;-21.92;2.8;10;0.09;10;405560;32331;2017-12-01;18;70182;59;1823;386;392;363;1649;2017-12-01;0;1022;5;2017-12-05;;9773;1574;2017-12-05
"BPM Online";26161;150;150;2017-11-28;;81;119;63;77;88;1425;62;196;85688;-57;2142;7.52;-4.43;4.7;10;0.84;10;68506;-4783;2017-12-01;15;146181;56;1285;99;101;97;1257;2017-12-01;6;13627;238;2017-12-05;;1361;231;2017-12-05
Capsule;26165;;;;;67;82;77;25;85;1174;71;328;27026;6251;8861;21.7;-25.79;15.8;-2.23;8.16;-2.23;9302;2454;2017-12-01;57;69324;59;11097;1414;1389;1175;6490;2017-12-01;;;;;;3127;247;2017-12-05
Charibase;26167;30;30;2017-10-28;;49;73;0;69;84;;;10;7596502;-1968358;-2839785;0.02;50;2;-32.04;0;-32.04;7489415;-461682;2017-12-01;28;2174451;48;29516;65;52;51;26075;2017-12-01;;;;;;711;43;2017-12-05
Clarizen;26170;200;200;2017-11-28;;84;120;68;87;85;1537;57;1743;53779;6871;7270;12.9;-15.31;4.85;-6.19;1.49;-6.19;42608;6815;2017-12-01;13;144463;56;1151;85;92;90;1064;2017-12-01;0;3463;4;2017-12-05;;9540;120;2017-12-05
Datafakt;26174;;;;;32;77;0;25;56;;;1;;;;;;;;;;;;2017-12-01;6;90529505;22;108;12;8;8;108;2017-12-01;0;38;0;2017-12-05;;17;0;2017-12-05
Daylite;26176;32;32;2017-11-28;;74;118;41;69;101;1904;45;509;379360;53516;66653;1.4;-21.92;2.8;10;0.09;10;405560;32331;2017-12-01;18;70182;59;1823;386;392;363;1649;2017-12-01;0;1022;5;2017-12-05;;9773;1574;2017-12-05
Debitoor;26178;10;10;2017-11-28;;78;116;70;63;82;1861;46;34;47229;-7798;-4485;15.4;7;4.35;35;1.6;35;40094;-15930;2017-12-01;41;337567;54;9102;435;456;402;6630;2017-12-01;0;15852;7;2017-12-05;;1212;713;2017-12-05
Deskflow;26179;5;5;2017-01-19;;45;102;0;59;60;;;1;;;;;;;;;;;;2017-12-03;4;55414341;30;0;0;0;0;0;2017-12-03;0;1067;8;2017-12-05;;436;2;2017-12-05
Digitaalkantoor;26181;10;10;2017-11-28;;54;112;0;63;88;;;26;5381616;409264;165069;0.05;-5.263;2;-20.6;0;-20.6;6105318;837491;2017-12-01;10;948587;50;533;68;54;52;533;2017-12-01;1;597;0;2017-12-05;;1253;0;2017-12-05
DigitaleFactuur;26182;;;;;30;102;17;25;11;;;1;9299727;6059970;5453099;0.02;-79.545;1;-6.542;0;-6.542;11787748;7155272;2017-12-01;0;169604964;0;0;0;0;0;0;2017-12-01;0;776;0;2017-12-05;;305;54;2017-12-05
Dolibarr;26183;390;390;2017-11-28;;84;119;58;83;100;2548;29;3109;147459;-4037;-606;3.9;-1.15;4.8;10;0.44;10;117254;-11549;2017-12-01;33;41049;60;1647;93;92;89;849;2017-12-01;0;35232;255;2017-12-05;;285;6;2017-12-05
Efficy;26186;60;60;2017-11-28;;68;85;31;84;96;1005;78;55;1057835;241832;319545;0.34;-33.16;3.8;20;0.03;20;912990;116263;2017-12-03;10;609986;52;83;31;13;13;83;2017-12-03;9;288;9;2017-12-05;;105;0;2017-12-05
Emnis;26187;30;30;2017-11-28;;36;0;0;69;75;;;11;11274633;1437234;-592908;0.02;0;1;-60.159;0;-60.159;13726632;4568963;2017-12-01;10;4734103;45;436;69;56;53;436;2017-12-01;;;;;;;;
Factusol;26190;60;60;2017-11-28;;64;121;22;75;79;;;6;;;;;;;;;;;;2017-12-01;10;15995171;40;3;3;3;3;3;2017-12-01;767;14803;864;2017-12-05;;2639;5789;2017-12-05
Factuursturen.be;26191;;;;;32;94;0;25;46;517;95;10;1260667;470789;555980;0.26;-46.45;4.4;-0.677;0.03;-0.677;998448;361251;2017-12-01;14;1443539;49;48;9;9;9;24;2017-12-01;0;1399;5;2017-12-05;;94;30;2017-12-05
Flowcrm;26192;30;30;2017-11-28;;56;96;12;69;83;1392;49;21;6187916;881027;774023;0.04;-22.73;1;-2.91;0;-2.91;8268532;1023642;2017-12-01;28;1091609;50;48510;73;74;73;48111;2017-12-01;9;141;0;2017-12-05;;338;110;2017-12-05
Forcemanager;26193;100;100;2017-11-28;;68;117;31;85;74;636;91;62;411901;13875;5019;1.1;-3.19;3.9;-11.79;0.1;-11.79;362940;34925;2017-12-01;34;2511656;47;6995;255;279;256;4910;2017-12-01;10;6255;1;2017-12-05;;1208;219;2017-12-05
Freshbooks;26194;290;290;2017-11-28;;101;137;93;81;110;1537;57;2765;5610;296;418;145;-7.469;4.58;-0.651;15.8;-0.651;4768;257;2017-12-01;29;4560;68;150341;1343;1376;1175;150181;2017-12-01;320;64627;158;2017-12-05;;20530;5969;2017-12-05
Aareon;26197;;;;;41;0;35;35;81;;;22;2636403;500925;47567;0.12;-4.26;2;-61.495;0.01;-61.495;2913301;1408226;2017-12-01;11;652253;51;2;2;2;2;2;2017-12-01;;;;;;;;
HQLabs;26198;5;5;2017-01-19;;63;103;29;62;87;608;92;17;1129268;234506;256150;0.38;-29.15;2.1;8;0.02;8;1310213;211509;2017-12-01;14;1154738;50;16;8;8;8;8;2017-12-01;3;2633;50;2017-12-05;;361;160;2017-12-05
iMuis;26199;15;15;2017-11-28;;57;106;0;65;100;;;50;3410653;554716;336632;0.08;-13.89;2;-31.49;0;-31.49;3642133;1016176;2017-12-01;18;56426;59;134;17;16;16;106;2017-12-01;8;312;68;2017-12-05;;954;25;2017-12-05
"Infusion Soft";26200;700;700;2017-11-28;;116;142;113;92;128;1712;51;2653;682;-14;-2;1,125;1;2.7;-1.46;72.24;-1.46;922;-35;2017-12-01;27;738;74;26180;800;785;703;26062;2017-12-01;1147;191279;3834;2017-12-05;;30426;8468;2017-12-05
Insusoft;26201;75;75;2017-11-28;;51;47;13;74;86;883;83;101;6014755;-3518845;-3638626;0.04;100;2;-5.031;0;-5.031;7037744;-3515922;2017-12-01;16;1053218;50;15219;35;12;12;9897;2017-12-01;;;;;;1;0;2017-12-05
Isiigo;26202;;;;;41;95;13;29;62;;;3;10435742;-2914643;-2798537;0.02;40;1;0;0;0;12825761;-2900689;2017-12-01;16;40387048;33;100;21;19;19;41;2017-12-01;0;45;0;2017-12-05;;295;21;2017-12-05
itool.com;26203;15;15;2017-11-28;;58;98;13;65;91;1053;67;84;2402073;19161;224758;0.14;-12.9;2;40;0.01;40;2849788;-394304;2017-12-01;12;296755;54;43;19;22;22;43;2017-12-01;2;122;3;2017-12-05;;1075;95;2017-12-05
King;26204;75;75;2017-11-28;;65;113;17;74;95;;;32;3351040;-830402;208135;0.07;-7.407;5;200;0.01;200;2445581;-2622282;2017-12-01;16;259111;54;10;10;10;10;10;2017-12-01;26;1823;31;2017-12-05;;4721;49;2017-12-05
Koalaboox;26205;5;5;2017-09-28;;64;102;52;59;65;2042;40;31;243763;-89824;-116303;1.8;40;8.4;2;0.36;2;136780;-51884;2017-12-03;17;4488027;45;71;14;14;14;44;2017-12-03;1;1618;13;2017-12-05;;307;92;2017-12-05
"Less Annoying CRM";26206;16;16;2017-11-28;;73;107;61;65;76;2386;32;79;80957;-3165;868;8.82;-2.7;3.3;18;0.7;18;80504;-11784;2017-12-01;14;209332;55;179;41;45;45;151;2017-12-01;42;1578;6;2017-12-05;;645;564;2017-12-05
Liquidplanner;26207;70;70;2017-11-28;;83;128;69;73;85;2305;34;361;41103;-501;-755;21.4;0.5;2.42;-4.35;1.23;-4.35;49879;582;2017-12-01;14;149740;56;737;111;136;125;698;2017-12-01;195;18930;48;2017-12-05;;6826;254;2017-12-05
Sage;26208;15;15;2017-09-28;;101;137;100;82;100;1966;43;450;22721;-243;-977;28.3;2;11;-7.976;7.4;-7.976;10243;456;2017-12-01;43;53393;60;67725;773;791;689;34405;2017-12-01;4464;672956;122;2017-12-05;;3349;596;2017-12-05
Logidrive;26209;15;15;2017-11-28;;52;98;0;65;87;3666;16;9;8889570;-7635599;-5541963;0.02;100;2;100;0;100;8788156;-9472516;2017-12-01;13;658052;51;9;4;4;4;9;2017-12-01;2;606;15;2017-12-05;;312;14;2017-12-05
MacFour;26210;;;;;21;0;0;25;60;;;1;;;;;;;;;;;;2017-12-01;6;52888356;31;1;1;1;1;1;2017-12-01;;;;;;;;
Malinko;26212;5;5;2017-11-28;;44;71;11;59;60;1707;41;15;389540;68955;129933;0.74;-25.54;41;20;0.72;20;78169;6411;2017-12-01;15;8379194;43;14;8;9;9;14;2017-12-01;;;;;;1001;13;2017-12-05
Maximizer;26213;154;154;2017-11-28;;79;120;43;85;99;659;91;277;369226;32541;23641;1.7;-10.27;1.7;-8.065;0.07;-8.065;506275;60966;2017-12-01;11;118302;57;339;67;75;73;269;2017-12-01;20;1341;5;2017-12-05;;14809;454;2017-12-05
MKB-logic;26214;5;5;2017-11-28;;36;0;0;59;84;;;20;;;;;;;;;;;;2017-12-01;16;979088;50;12;12;10;10;12;2017-12-01;;;;;;;;
Mycosuite;26216;5;5;2017-11-28;;42;69;0;61;65;;;20;4347272;-3760023;-3825533;0.06;200;2;-6.5;0;-6.5;4758291;-3527215;2017-12-01;14;22575775;38;848;186;12;10;825;2017-12-01;;;;;;207;0;2017-12-05
Netsuite;26217;4603;4603;2017-11-28;635794669.65;115;141;103;115;118;2889;23;3439;2642;131;151;257;-6.282;7.29;-1.22;44.64;-1.22;1585;101;2017-12-01;18;2618;70;4454;370;391;356;4286;2017-12-01;0;14501;671;2017-12-05;;20446;2431;2017-12-05
Nimble;26219;1000;1000;2017-11-28;;86;130;64;88;91;2083;39;976;70909;4715;9452;8.52;-13.87;7;19;1.42;19;44356;-1975;2017-12-01;18;45263;60;2091;312;309;289;2056;2017-12-01;299;4169;34;2017-12-05;;49472;7278;2017-12-05
"Paymo Timetracking";26223;22;22;2017-11-28;;76;118;61;67;80;2092;39;77;75922;13641;19837;9.19;-28.45;3.77;30;0.82;30;69870;2395;2017-12-01;15;172768;56;150;31;33;32;110;2017-12-01;0;1834;31;2017-12-05;;6459;97;2017-12-05
Perfectview;26225;15;15;2017-11-28;;31;0;0;69;54;1645;48;72;1874483;882387;777056;0.21;-53.801;1.6;-22.44;0.01;-22.44;2382176;1203394;2017-12-01;10;629850;52;132;19;23;23;107;2017-12-01;;;;;;;;
"Pipeline Deals";26226;29;29;2017-11-28;;78;121;60;73;83;3006;21;865;93817;30200;34699;5.9;-33.65;8.1;-27.99;1.14;-27.99;53134;24169;2017-12-03;14;199975;55;814;128;131;126;811;2017-12-03;97;10681;7;2017-12-05;;3706;1790;2017-12-05
ProAd;26228;;;;;56;104;33;28;90;324;98;34;908438;307511;355822;0.47;-46.55;2.5;30;0.03;30;988396;225951;2017-12-01;32;749115;51;736;101;88;84;386;2017-12-01;0;1916;10;2017-12-05;;564;24;2017-12-05
Projectfacts;26229;;;;;38;91;0;25;72;;;2;12547823;5783889;6101204;0.01;-60;3;-22.78;0;-22.78;10843002;5373524;2017-12-01;9;13560426;40;16;2;2;2;16;2017-12-01;0;195;0;2017-12-05;;124;1;2017-12-05
Reviso;26231;;;;;56;50;58;25;89;669;90;15;118949;-24411;-34031;5.9;33;2.8;-21.25;0.39;-21.25;129203;-7185;2017-12-01;17;239955;55;142;12;13;13;57;2017-12-01;;;;;;3;0;2017-12-05
"Salary book";26233;;;;;36;103;0;25;59;;;7;18196487;;;0.01;0;1;0;0;0;19435451;;2017-12-01;5;63780597;28;1;1;1;1;1;2017-12-01;0;287;0;2017-12-05;;586;33;2017-12-05
Smartsheet;26235;730;730;2017-11-28;;101;128;98;86;107;1506;58;866;2922;149;70;358;-4.4;1.64;-5.202;14;-5.202;5420;465;2017-12-03;22;6210;67;2543;359;390;353;2450;2017-12-03;0;11113;81;2017-12-05;;13653;5409;2017-12-05
Snelstart;26236;120;120;2017-11-28;;72;117;33;76;94;809;86;140;746501;5267;30446;0.54;-5.581;3.7;10;0.05;10;659093;-43886;2017-12-01;12;50774;60;168;34;37;37;154;2017-12-01;51;2932;204;2017-12-05;;3504;1376;2017-12-05
Streamtime;26237;15;15;2017-11-28;;67;114;36;73;78;5116;6;28;429673;-126256;-124201;1.2;30;3;8;0.08;8;436503;-146909;2017-12-01;36;1257636;49;3504;159;182;179;2905;2017-12-01;0;596;1;2017-12-05;;6284;1008;2017-12-05
Thinx;26239;;;;;27;44;0;25;56;;;2;;;;;;;;;;;;2017-12-01;0;90305392;22;0;0;0;0;0;2017-12-01;;;;;;2;0;2017-12-05
Toggl;26241;39;39;2017-11-28;;94;132;95;70;95;2564;29;732;3970;533;575;244;-15.35;2.37;7.2;13.8;7.2;5524;423;2017-12-01;83;13624;64;29012;4870;4434;3384;25955;2017-12-01;0;18449;2401;2017-12-05;;20350;4705;2017-12-05
Tomsplanner;26242;5;5;2017-11-28;;70;106;52;59;87;1081;75;235;142032;17595;14988;6;-16.15;1.4;0;0.19;0;224069;26993;2017-12-01;14;184209;55;982;141;136;117;928;2017-12-01;1;508;0;2017-12-05;;803;42;2017-12-05
