name;id;"employees (lower bound)";"employees (upper bound)";employee_date;revenue;"datascouts score";social_score;traction_score;business_size_score;seo_score;median_load_time;median_load_time_percentile;incoming_links_count;alexa_rank;alexa_rank_change;reach_alexa_rank_change;reach_per_million;reach_per_million_change_percentile;page_views_per_user;page_views_per_user_change_percentile;page_views_per_million;page_views_per_million_change_percentile;page_views_alexa_rank;page_views_alexa_rank_change;alexa_date;rank;top_rank;domain_rating;backlinks_count;referring_domains_count;referring_ips_count;referring_class_c_count;referring_pages_count;ahrefs_date;checkins_count;likes_count;talking_about_count;facebook_date;listed_count;tweet_count;favourites_count;twitter_date
"Exact Online";26110;2190;2190;2017-11-28;241309773.6;100;126;76;108;112;1439;61;276;87599;9108;10814;9.14;-17.12;2.4;10;0.51;10;104904;6560;2017-09-22;20;21045;63;427;70;72;71;320;2017-09-22;1011;28916;183;2017-09-26;;3379;863;2017-09-26
FattureInCloud;26111;5;5;2017-11-28;;60;13;80;59;60;870;84;58;22710;-4137;-5627;29;17;11.1;4;7.51;4;10209;-2090;2017-09-22;21;460732;53;111;21;21;21;56;2017-09-22;;;;;;;;
Freshdesk;26115;990;990;2017-11-28;;113;134;105;97;127;2756;26;5454;1823;-473;-595;396;23;5.66;-6.601;52.17;-6.601;1351;-229;2017-09-22;81;912;73;970766;6073;2980;2372;249011;2017-09-22;0;70131;335;2017-09-26;;8970;1331;2017-09-26
Harvest;26116;59;59;2017-11-28;;98;136;94;81;100;952;80;774;24688;-220;24;42.6;-1.36;1.86;2;1.84;2;35933;-624;2017-09-22;51;17203;63;5384;653;628;565;2767;2017-09-22;124;42195;30;2017-09-26;;25280;4562;2017-09-26
Highrise;26117;5;5;2017-11-28;;76;78;76;59;92;1703;52;618;19774;-1653;-2269;34.5;7.2;9.9;3;7.96;3;9658;-964;2017-09-22;82;23704;62;37138;3905;3317;2703;18217;2017-09-22;;;;;;1268;190;2017-09-26
Hubspot;26118;2271;2271;2017-11-28;232449040.95;125;158;119;107;134;1703;52;33989;564;-19;-46;1,090;2.8;7.4;6;187.9;6;359;-44;2017-09-22;80;329;76;39579;3060;2409;1895;19889;2017-09-22;6859;1507711;8605;2017-09-26;;75629;26128;2017-09-26
"Ines CRM";26119;45;45;2017-11-28;;62;108;27;80;67;669;91;44;490152;132515;90624;1;-22.87;3.1;-44.92;0.07;-44.92;489857;234294;2017-09-22;20;2109600;48;1579;67;67;66;1013;2017-09-22;1;125;3;2017-09-26;;5550;521;2017-09-26
Insightly;26120;150;150;2017-11-28;;94;129;86;86;94;1361;64;378;36785;1768;2182;26.4;-9.055;2.05;6;1.26;6;49644;1118;2017-09-22;29;26792;62;2761;484;457;405;2357;2017-09-22;54;35065;104;2017-09-26;;8299;1190;2017-09-26
Julitec;26121;;;;;45;91;12;25;83;811;82;12;1638295;-623571;-509766;0.22;40;2.7;30;0.01;30;1669532;-902008;2017-09-22;13;1400657;49;28;7;7;7;28;2017-09-22;2;229;0;2017-09-26;;136;6;2017-09-26
Moneybird;26123;15;15;2017-11-28;;63;83;47;65;73;587;93;79;208676;79105;74764;2.8;-39.84;3.5;-31.89;0.23;-31.89;199282;100089;2017-09-22;12;279272;54;179;53;54;52;168;2017-09-22;;;;;;5329;573;2017-09-26
Odoo;26124;356;356;2017-11-28;;104;131;88;96;118;2510;30;2256;9936;-573;-446;78.8;3;6.1;7.2;11.2;7.2;6832;-815;2017-09-22;28;5313;67;1367690;399;357;335;1347945;2017-09-22;0;34912;387;2017-09-26;;3619;550;2017-09-26
"Oro CRM";26125;360;360;2017-11-28;;75;112;44;85;89;3017;22;138;198309;-17745;-18878;2.8;8;4.3;4;0.29;4;166466;-18335;2017-09-22;12;207594;55;277;55;60;59;231;2017-09-22;0;740;4;2017-09-26;;1790;454;2017-09-26
Pipedrive;26126;280;280;2017-11-28;;99;131;98;86;95;1392;63;377;3634;-169;-286;179;3.4;12.1;1;50.37;1;1401;-67;2017-09-22;33;26570;62;18471;433;442;408;11059;2017-09-22;3;43331;1023;2017-09-26;;8574;1334;2017-09-26
Podio;26127;9600;9600;2017-11-28;2932358630.25;98;87;95;104;104;1050;77;575;5186;296;378;133;-5.634;10.3;-2.46;31.98;-2.46;2305;181;2017-09-22;83;4243;68;829963;11777;9471;6885;589342;2017-09-22;;;;;;4034;992;2017-09-26
Prosperworks;26128;150;150;2017-11-28;;82;112;72;77;84;3084;21;115;32446;-2468;-2446;20.7;4;8.52;11;4.12;11;17609;-2660;2017-09-22;13;127262;57;172;56;58;58;155;2017-09-22;136;2036;94;2017-09-26;;1165;516;2017-09-26
salesforce;26131;25000;25000;2017-11-28;7199063474.4;139;153;141;128;140;1420;62;10150;124;-12;-22;3,886;7.4;19.44;-4.33;1,760;-4.33;47;1;2017-09-22;42;649;74;158527;12205;10555;5303;151991;2017-09-22;5167;664870;6597;2017-09-26;;50981;7484;2017-09-26
"SAP SE";26132;84180;84180;2017-11-28;20604527580;130;149;106;137;147;3018;22;15378;1843;36;7;425;-2.6;4.11;-2.61;40.68;-2.61;1765;91;2017-09-22;27;937;73;171768;2299;1881;1656;163554;2017-09-22;15564;884532;3739;2017-09-26;;18240;1410;2017-09-26
Sellf;26133;96;96;2017-11-28;;70;116;47;75;69;2170;37;71;562190;78025;54819;1;-14.98;1.6;-12.09;0.04;-12.09;778434;143258;2017-09-22;8;1899767;48;1758;231;241;220;1675;2017-09-22;0;6481;0;2017-09-26;;1878;1080;2017-09-26
Sellsy;26134;28;28;2017-11-28;;77;110;62;72;83;1713;52;50;93616;-78138;-75188;9.3;110;1.8;-2.16;0.39;-2.16;129965;-101659;2017-09-22;28;197444;55;423;95;106;103;405;2017-09-22;0;568;19;2017-09-26;;1799;3738;2017-09-26
Simplicate;26135;21;21;2017-11-28;;64;103;44;71;62;1866;46;30;694375;-122651;-104401;0.53;10;6.6;30;0.08;30;450136;-158538;2017-09-22;16;2174369;48;65;11;11;11;33;2017-09-22;15;314;8;2017-09-26;;348;291;2017-09-26
SugarCRM;26136;450;450;2017-11-28;;98;129;77;98;111;1449;61;2203;48052;4763;3038;15.8;-8.445;4.15;-18.79;1.53;-18.79;42211;9049;2017-09-22;21;9705;65;3702;533;464;420;3524;2017-09-22;374;7747;41;2017-09-26;;14246;1096;2017-09-26
SumaCRM;26137;5;5;2017-11-28;;63;77;59;59;67;1328;66;77;108830;9678;13004;6;-14.94;4.3;10;0.59;10;93507;4056;2017-09-22;9;826491;51;137;52;51;49;121;2017-09-22;;;;;;701;5294;2017-09-26
Teamwork;26138;110;110;2017-11-28;;99;130;98;84;100;1481;60;276;4144;-517;-680;186;11;6.07;0.2;26.28;0.2;2853;-349;2017-09-22;44;20998;63;5128;408;335;313;1957;2017-09-22;0;23741;77;2017-09-26;;7267;2556;2017-09-26
Timechimp;26139;5;5;2017-11-28;;56;87;34;59;66;;;15;927338;88485;114990;0.47;-17.14;2.5;10;0.03;10;999018;36915;2017-09-22;10;4871704;45;2;2;2;2;2;2017-09-22;0;143;3;2017-09-26;;76;10;2017-09-26
Visma;26140;4940;4940;2017-11-28;763941160.5;91;75;73;112;105;1004;78;540;42917;305;-45;19.3;-2.01;3.2;-4.19;1.44;-4.19;44178;1636;2017-09-22;14;9806;65;1540;62;62;62;1498;2017-09-22;;;;;;495;10;2017-09-26
Vtiger;26141;104;104;2017-11-28;;87;115;69;81;102;1958;43;993;41139;660;430;21.3;-3.64;2.72;-2.16;1.35;-2.16;46862;1698;2017-09-22;20;15840;64;9437;460;424;390;8128;2017-09-22;13;4115;17;2017-09-26;;882;46;2017-09-26
Wefact;26142;5;5;2017-11-28;;62;101;26;59;91;537;93;34;2105143;450240;197641;0.18;-15.19;1.6;-43.49;0.01;-43.49;2631380;1023786;2017-09-22;11;129965;57;38;17;14;14;38;2017-09-22;1;211;1;2017-09-26;;442;6;2017-09-26
WhiteWorks;26143;6700;6700;2017-01-12;;64;99;13;101;78;1722;42;9;1062528;-108902;-116449;0.53;20;1.1;-7.438;0.01;-7.438;1651421;-95120;2017-09-22;9;2462691;47;18;5;5;5;18;2017-09-22;8;662;1;2017-09-26;;300;3;2017-09-26
Wrike;26144;430;430;2017-11-28;;98;128;95;87;96;4308;10;718;4578;-298;-264;170;3;5.94;11;23.54;11;3226;-471;2017-09-22;18;17812;63;3398;445;418;387;3256;2017-09-22;0;14488;53;2017-09-26;;11482;1425;2017-09-26
Zoho;26145;5080;5080;2017-11-28;;123;138;120;113;128;1835;47;7291;461;-72;-94;1,312;11;7.04;0;215.2;0;323;-44;2017-09-22;80;1413;72;276032;4147;2509;2111;195421;2017-09-22;48;132885;2912;2017-09-26;;11440;4344;2017-09-26
Teamleader;26146;170;170;2017-11-28;;81;112;70;90;71;1116;74;61;52930;-8511;-9351;13.8;15;4.55;5;1.46;5;43749;-8339;2017-09-22;17;207141;55;65;23;27;27;65;2017-09-22;0;25641;83;2017-09-26;;233;57;2017-09-26
ABCrm;26148;;;;;32;64;0;25;64;;;1;;;;;;;;;;;;2017-09-22;8;29357658;36;13;2;2;2;13;2017-09-22;;;;;;106;8;2017-09-26
ActiveColab;26149;5;5;2017-01-19;;85;128;73;67;94;1896;45;400;36456;-1473;-2363;21.9;4;3.94;-6.19;2.02;-6.19;33300;299;2017-09-22;81;35613;61;53295;2902;2487;2085;41601;2017-09-22;0;7010;69;2017-09-26;;8444;4473;2017-09-26
"Agile CRM";26153;137;137;2017-11-28;;89;122;77;77;98;3135;20;108;24903;-5115;-6561;26.9;19;9.79;5;6.13;5;12235;-3031;2017-09-22;15;17726;63;531;96;107;100;451;2017-09-22;0;4704;77;2017-09-26;;7682;914;2017-09-26
Asana;26154;360;360;2017-11-28;;112;145;118;89;106;5854;4;1734;578;-1;-20;1,090;-0.12;6.66;5.5;169.1;5.5;399;-40;2017-09-22;86;5163;67;113012;14735;11625;8095;67085;2017-09-22;493;214235;1830;2017-09-26;;27699;14957;2017-09-26
Batchbook;26155;8;8;2017-11-28;;73;123;47;62;90;3170;20;211;246950;19736;21574;2.1;-11.21;5;-2.16;0.24;-2.16;190331;18091;2017-09-22;16;55778;59;8867;1529;1209;1034;7019;2017-09-22;0;5154;7;2017-09-26;;6080;370;2017-09-26
BedeskExpress;26156;;;;;43;92;12;25;77;;;117;3832897;459750;695759;0.08;-25.64;2;30;0;30;4484580;23622;2017-09-22;12;3586622;46;4;4;4;4;4;2017-09-22;0;0;0;2017-09-26;;177;0;2017-09-26
Bexio;26158;40;40;2017-11-28;;76;114;62;70;82;1372;64;58;69852;-5043;-8816;8.2;8;11;-8.571;2.01;-8.571;33378;-85;2017-09-22;23;222424;55;149;33;32;32;77;2017-09-22;0;2553;33;2017-09-26;;1274;1019;2017-09-26
Billings;26159;32;32;2017-11-28;;74;118;41;69;101;1705;52;421;315284;10625;6367;1.9;-5.198;2.5;-4.67;0.11;-4.67;362464;22250;2017-09-22;16;73642;59;1990;406;399;370;1830;2017-09-22;0;1018;6;2017-09-26;;9773;1574;2017-09-26
"BPM Online";26161;150;150;2017-11-28;;81;119;63;77;88;2127;39;166;84396;-17579;-24903;8.09;28;4.27;-16.11;0.81;-16.11;72443;-5672;2017-09-22;15;181001;56;1681;96;98;91;1447;2017-09-22;6;11600;379;2017-09-26;;1361;231;2017-09-26
Capsule;26165;;;;;67;82;77;25;85;1156;72;302;21665;1457;902;28.5;-5.287;15.6;-14.28;10.4;-14.28;7354;1299;2017-09-22;56;58527;59;12407;1572;1360;1138;7054;2017-09-22;;;;;;3127;247;2017-09-26
Charibase;26167;30;30;2017-10-28;;49;73;0;69;84;;;9;5710876;-7652648;-9234481;0.04;400;3;-18.35;0;-18.35;5383167;-5855283;2017-09-22;11;2230043;47;3;3;3;3;3;2017-09-22;;;;;;711;43;2017-09-26
Clarizen;26170;200;200;2017-11-28;;84;120;68;87;85;1825;48;1316;48371;-1024;-740;14.9;-1.39;5.04;6;1.75;6;37557;-2041;2017-09-22;11;147166;56;1190;92;91;86;1106;2017-09-22;0;3457;7;2017-09-26;;9540;120;2017-09-26
Datafakt;26174;;;;;32;77;0;25;56;;;1;;;;;;;;;;;;2017-09-22;5;91830653;22;71;11;8;8;71;2017-09-22;0;38;0;2017-09-26;;17;0;2017-09-26
Daylite;26176;32;32;2017-11-28;;74;118;41;69;101;1705;52;421;315284;10625;6367;1.9;-5.198;2.5;-4.67;0.11;-4.67;362464;22250;2017-09-22;16;73642;59;1990;406;399;370;1830;2017-09-22;0;1018;6;2017-09-26;;9773;1574;2017-09-26
Debitoor;26178;10;10;2017-11-28;;78;116;70;63;82;1960;43;52;53303;-949;-1030;14.7;-0.837;3.48;2;1.19;2;52065;-1250;2017-09-22;41;340146;54;11281;408;398;362;8275;2017-09-22;0;15413;10;2017-09-26;;1212;713;2017-09-26
Deskflow;26179;5;5;2017-01-19;;45;102;0;59;60;;;1;;;;;;;;;;;;2017-09-22;4;57970438;30;0;0;0;0;0;2017-09-22;0;1070;1;2017-09-26;;436;2;2017-09-26
Digitaalkantoor;26181;10;10;2017-11-28;;54;112;0;63;88;;;20;5384784;2760916;2346617;0.05;-55.263;2;-50.864;0;-50.864;5656094;3537531;2017-09-22;10;919217;50;561;71;54;52;561;2017-09-22;0;0;0;2017-09-26;;1253;0;2017-09-26
DigitaleFactuur;26182;;;;;30;102;17;25;11;;;1;4026374;1721910;1405327;0.09;-52.239;1;-12;0;-12;5528776;2317982;2017-09-22;0;0;0;0;0;0;0;0;2017-09-22;0;782;1;2017-09-26;;305;54;2017-09-26
Dolibarr;26183;390;390;2017-11-28;;84;119;58;83;100;1915;45;2821;152249;6834;11190;3.9;-9.375;4.4;9;0.4;9;127891;613;2017-09-22;34;39141;61;1946;108;100;96;908;2017-09-22;0;34686;51;2017-09-26;;285;6;2017-09-26
Efficy;26186;60;60;2017-11-28;;68;85;31;84;96;1005;78;59;947988;109983;151537;0.43;-20.3;3;20;0.03;20;936141;32537;2017-09-22;18;612261;52;69;32;12;11;69;2017-09-22;9;282;0;2017-09-26;;105;0;2017-09-26
Emnis;26187;30;30;2017-11-28;;36;0;0;69;75;;;6;8084419;-10387841;-8589902;0.02;200;2;100;0;100;8249128;-12026244;2017-09-22;25;3835724;45;545;185;43;40;543;2017-09-22;;;;;;;;
Factusol;26190;60;60;2017-11-28;;64;121;22;75;79;;;6;;;;;;;;;;;;2017-09-22;7;16939129;39;1;1;1;1;1;2017-09-22;674;14629;250;2017-09-26;;2639;5789;2017-09-26
Factuursturen.be;26191;;;;;32;94;0;25;46;663;91;24;868793;321904;334151;0.45;-41.9;4.1;-23.26;0.04;-23.26;729368;328183;2017-09-22;11;1423960;49;54;10;9;9;31;2017-09-22;0;0;0;2017-09-26;;94;30;2017-09-26
Flowcrm;26192;30;30;2017-11-28;;56;96;12;69;83;1392;49;17;6298285;3087733;2727988;0.05;-63.043;1;0;0;0;8372614;3722963;2017-09-22;25;1116065;50;37595;72;60;58;37221;2017-09-22;9;131;1;2017-09-26;;338;110;2017-09-26
Forcemanager;26193;100;100;2017-11-28;;68;117;31;85;74;1278;68;73;455967;115340;129040;0.99;-31.02;4.5;-6.263;0.1;-6.263;371251;103781;2017-09-22;33;2422200;47;5674;250;262;242;3724;2017-09-22;10;6254;6;2017-09-26;;1208;219;2017-09-26
Freshbooks;26194;290;290;2017-11-28;;101;137;93;81;110;1704;52;2284;5322;-174;-378;157;3.8;4.6;-4.17;16.84;-4.17;4545;-1;2017-09-22;28;4319;68;236969;1419;1352;1133;236811;2017-09-22;0;0;0;2017-09-26;;20530;5969;2017-09-26
Aareon;26197;;;;;41;0;35;35;81;;;17;2730458;920753;1475359;0.09;-54.93;6;100;0.01;100;1772077;736;2017-09-22;11;634369;52;2;2;2;2;2;2017-09-22;;;;;;;;
HQLabs;26198;5;5;2017-01-19;;63;103;29;62;87;608;92;25;831867;8253;-21247;0.59;1;1.9;-12.73;0.03;-12.73;1032017;75470;2017-09-22;13;1249679;49;17;8;8;8;9;2017-09-22;0;2543;86;2017-09-26;;361;160;2017-09-26
iMuis;26199;15;15;2017-11-28;;57;106;0;65;100;;;36;3795844;1454848;2203267;0.06;-59.259;4;90;0.01;90;2924234;376798;2017-09-22;16;66193;59;112;16;16;16;96;2017-09-22;8;305;6;2017-09-26;;954;25;2017-09-26
"Infusion Soft";26200;700;700;2017-11-28;;116;142;113;92;128;1682;53;2308;683;-46;-27;1,132;1.8;2.73;3;72.11;3;952;-63;2017-09-22;24;737;74;18277;840;767;671;18129;2017-09-22;863;181511;3402;2017-09-26;;30426;8468;2017-09-26
Insusoft;26201;75;75;2017-11-28;;51;47;13;74;86;883;83;85;12093796;7686463;8023614;0.01;-80;2;-31.96;0;-31.96;11663454;7771084;2017-09-22;13;1212869;49;7396;30;9;9;7370;2017-09-22;;;;;;1;0;2017-09-26
Isiigo;26202;;;;;41;95;13;29;62;;;6;;;;;;;;;;;;2017-09-22;18;40323169;34;97;25;24;24;44;2017-09-22;0;45;0;2017-09-26;;295;21;2017-09-26
itool.com;26203;15;15;2017-11-28;;58;98;13;65;91;1053;67;65;2946831;1673383;1500098;0.13;-68.243;1;-1.55;0;-1.55;3977307;2137649;2017-09-22;21;990902;50;53;22;22;22;53;2017-09-22;2;120;2;2017-09-26;;1075;95;2017-09-26
King;26204;75;75;2017-11-28;;65;113;17;74;95;;;24;3028275;-576215;-472199;0.09;20;3;20;0.01;20;2818989;-828198;2017-09-22;15;278665;54;9;7;7;7;9;2017-09-22;26;1785;48;2017-09-26;;4721;49;2017-09-26
Koalaboox;26205;5;5;2017-09-28;;64;102;52;59;65;1667;53;50;329526;36736;36792;1.3;-12.38;8.9;-16.7;0.26;-16.7;177766;37826;2017-09-22;17;4217376;45;62;16;15;14;56;2017-09-22;1;1463;16;2017-09-26;;307;92;2017-09-26
"Less Annoying CRM";26206;16;16;2017-11-28;;73;107;61;65;76;2106;39;60;84270;-1835;-619;8.92;-1.96;3;7;0.63;7;88916;-4205;2017-09-22;13;477167;52;202;41;41;41;174;2017-09-22;41;1548;7;2017-09-26;;645;564;2017-09-26
Liquidplanner;26207;70;70;2017-11-28;;83;128;69;73;85;2531;30;333;41680;-1353;-1444;21.5;1;2.52;-0.4;1.26;-0.4;49609;-1168;2017-09-22;13;143814;56;1042;121;136;124;937;2017-09-22;180;18791;32;2017-09-26;;6826;254;2017-09-26
Sage;26208;15;15;2017-09-28;;101;137;100;82;100;2043;41;364;22994;-1676;-2616;28.3;6;11.7;0.3;7.73;0.3;9907;-650;2017-09-22;44;53594;60;39002;853;839;716;30736;2017-09-22;4352;641106;764;2017-09-26;;3349;596;2017-09-26
Logidrive;26209;15;15;2017-11-28;;52;98;0;65;87;3666;16;10;18868348;;;0.01;0;1;0;0;0;20039765;;2017-09-22;13;736497;51;9;4;4;4;9;2017-09-22;1;589;9;2017-09-26;;312;14;2017-09-26
MacFour;26210;;;;;21;0;0;25;60;;;1;;;;;;;;;;;;2017-09-22;6;53106610;31;1;1;1;1;1;2017-09-22;;;;;;;;
Malinko;26212;5;5;2017-11-28;;44;71;11;59;60;1707;41;31;354983;-43337;-60671;0.87;10;37;10;0.75;10;76834;-15621;2017-09-22;16;8015283;43;59;10;11;11;59;2017-09-22;;;;;;1001;13;2017-09-26
Maximizer;26213;154;154;2017-11-28;;79;120;43;85;99;1084;75;241;342135;-26484;-20362;1.8;5;1.9;7;0.08;7;448051;-46703;2017-09-22;11;121769;57;409;69;75;73;288;2017-09-22;20;1293;10;2017-09-26;;14809;454;2017-09-26
MKB-logic;26214;5;5;2017-11-28;;36;0;0;59;84;;;16;18336952;;;0.01;0;2;0;0;0;16531518;;2017-09-22;15;1034423;50;11;11;9;8;11;2017-09-22;;;;;;;;
Mycosuite;26216;5;5;2017-11-28;;42;69;0;61;65;;;19;8411816;2912343;3092621;0.02;-52.941;2;3;0;3;8583304;2765286;2017-09-22;10;25975138;37;706;8;7;7;683;2017-09-22;;;;;;207;0;2017-09-26
Netsuite;26217;4603;4603;2017-11-28;635794669.65;115;141;103;115;118;2707;27;3000;2537;-341;-479;276;11;7.4;0.1;47.52;0.1;1478;-211;2017-09-22;15;2673;69;4712;382;361;326;4152;2017-09-22;0;12523;128;2017-09-26;;20446;2431;2017-09-26
Nimble;26219;1000;1000;2017-11-28;;86;130;64;88;91;2159;38;811;68619;3217;1856;9.55;-5.428;5.88;-8.837;1.31;-8.837;48109;5169;2017-09-22;16;41189;60;2003;320;307;283;1980;2017-09-22;298;3846;30;2017-09-26;;49472;7278;2017-09-26
"Paymo Timetracking";26223;22;22;2017-11-28;;76;118;61;67;80;2178;37;95;64736;2205;3690;12.1;-8.99;3.1;10;0.88;10;67359;-1716;2017-09-22;13;178806;56;164;37;37;36;124;2017-09-22;0;1804;3;2017-09-26;;6459;97;2017-09-26
Perfectview;26225;15;15;2017-11-28;;31;0;0;69;54;1645;48;65;968361;-234938;-271680;0.48;40;2;-12.28;0.02;-12.28;1167113;-176881;2017-09-22;20;603508;52;130;18;19;18;106;2017-09-22;;;;;;;;
"Pipeline Deals";26226;29;29;2017-11-28;;78;121;60;73;83;2047;41;792;67923;-11285;-16098;8.37;18;11;-0.988;2.15;-0.988;31497;-4887;2017-09-26;12;193499;55;885;132;130;126;855;2017-09-26;97;10712;13;2017-09-26;;3706;1790;2017-09-26
ProAd;26228;;;;;56;104;33;28;90;324;98;41;606833;46944;65300;0.87;-15.53;2.1;20;0.04;20;740348;4629;2017-09-22;32;678734;51;793;101;85;82;417;2017-09-22;0;1919;11;2017-09-26;;564;24;2017-09-26
Projectfacts;26229;;;;;38;91;0;25;72;;;2;6122507;-6000193;-8420571;0.03;300;3.1;-48.586;0;-48.586;5329810;-2542026;2017-09-22;7;21607559;38;324;1;1;1;324;2017-09-22;0;0;0;2017-09-26;;124;1;2017-09-26
Reviso;26231;;;;;56;50;58;25;89;457;96;25;137267;-29154;-35769;4.7;27;3.5;-7.427;0.39;-7.427;131617;-19615;2017-09-22;17;238928;55;154;13;13;13;62;2017-09-22;;;;;;3;0;2017-09-26
"Salary book";26233;;;;;36;103;0;25;59;;;5;;;;;;;;;;;;2017-09-22;4;69925145;27;1;1;1;1;1;2017-09-22;0;0;0;2017-09-26;;586;33;2017-09-26
Smartsheet;26235;730;730;2017-11-28;;101;128;98;86;107;1483;60;729;2798;-231;-121;376;4.1;1.73;3.6;15.2;3.6;5046;-434;2017-09-26;21;6640;67;2667;387;362;317;2579;2017-09-26;0;10940;233;2017-09-26;;13653;5409;2017-09-26
Snelstart;26236;120;120;2017-11-28;;72;117;33;76;94;518;95;144;678664;-11561;-1606;0.64;-1.67;3.5;8;0.05;8;622102;-37371;2017-09-22;25;51783;60;163;34;33;33;158;2017-09-22;28;2846;46;2017-09-26;;3504;1376;2017-09-26
Streamtime;26237;15;15;2017-11-28;;67;114;36;73;78;8330;1;43;473704;87511;100019;1.1;-26.21;2.9;8;0.07;8;494862;72207;2017-09-22;37;2102831;48;3425;177;193;183;2758;2017-09-22;0;588;3;2017-09-26;;6284;1008;2017-09-26
Thinx;26239;;;;;27;44;0;25;56;;;;;;;;;;;;;;;2017-09-22;1;86265851;23;0;0;0;0;0;2017-09-22;;;;;;2;0;2017-09-26
Toggl;26241;39;39;2017-11-28;;94;132;95;70;95;2546;29;639;3460;-124;-167;291;3.3;2.22;-0.893;15;-0.893;5104;-134;2017-09-22;83;13865;64;26830;4729;4070;3106;23810;2017-09-22;0;13133;3150;2017-09-26;;20350;4705;2017-09-26
Tomsplanner;26242;5;5;2017-11-28;;70;106;52;59;87;1590;56;185;124715;-1438;-4592;7.3;2;1.3;-7.692;0.22;-7.692;200927;6464;2017-09-22;13;182447;56;1051;150;140;118;999;2017-09-22;0;0;0;2017-09-26;;803;42;2017-09-26
Trello;26245;60;60;2017-11-28;;112;143;125;74;115;2173;38;4807;225;-6;-12;3,254;3.2;3.46;3;262.2;3;268;-19;2017-09-22;88;1332;72;7084023;59178;44878;26271;6431583;2017-09-22;149;88354;468;2017-09-26;;24716;18448;2017-09-26
