name;id;"employees (lower bound)";"employees (upper bound)";employee_date;revenue;"datascouts score";social_score;traction_score;business_size_score;seo_score;median_load_time;median_load_time_percentile;incoming_links_count;alexa_rank;alexa_rank_change;reach_alexa_rank_change;reach_per_million;reach_per_million_change_percentile;page_views_per_user;page_views_per_user_change_percentile;page_views_per_million;page_views_per_million_change_percentile;page_views_alexa_rank;page_views_alexa_rank_change;alexa_date;rank;top_rank;domain_rating;backlinks_count;referring_domains_count;referring_ips_count;referring_class_c_count;referring_pages_count;ahrefs_date;checkins_count;likes_count;talking_about_count;facebook_date;listed_count;tweet_count;favourites_count;twitter_date
CoManage;26107;5;5;2017-11-28;;51;66;40;59;50;657;89;15;472600;-430252;-507307;0.81;110;8.8;40;0.17;40;256268;-329172;2017-08-18;13;19424299;39;9;5;7;7;9;2017-08-18;;;;;;132;13;2017-08-22
Evoliz;26109;;;;;58;103;56;25;67;818;85;138;152429;26924;26467;3.5;-18.55;7;-22.52;0.57;-22.52;97018;29678;2017-08-18;11;1440235;49;74;29;28;28;74;2017-08-18;0;0;0;2017-08-22;;824;2;2017-08-22
"Exact Online";26110;2190;2190;2017-11-28;241309773.6;100;126;76;108;112;1219;70;276;85236;6448;6806;9.84;-11.88;2.2;3;0.51;3;106437;6050;2017-08-18;27;21432;63;540;74;76;75;329;2017-08-18;1011;28395;111;2017-08-22;;3379;863;2017-08-22
FattureInCloud;26111;5;5;2017-11-28;;60;13;80;59;60;904;82;58;23331;-4301;-5824;28.5;19;10.9;0.09;7.29;0.09;10574;-1920;2017-08-18;22;388311;53;135;25;25;25;68;2017-08-18;;;;;;;;
Freshdesk;26115;990;990;2017-11-28;;113;134;105;97;127;2813;25;5454;1914;-531;-741;381;28.6;5.79;-11.6;51.84;-11.6;1392;-209;2017-08-18;81;899;73;964879;5950;2954;2346;246105;2017-08-18;0;69888;300;2017-08-22;;8970;1331;2017-08-22
Harvest;26116;59;59;2017-11-28;;98;136;94;81;100;1145;73;774;23688;73;459;45;-2.64;1.85;3;1.95;3;34709;-536;2017-08-18;51;18405;63;5418;654;634;573;2770;2017-08-18;124;42234;20;2017-08-22;;25280;4562;2017-08-22
Highrise;26117;5;5;2017-11-28;;76;78;76;59;92;1549;57;618;19836;-2352;-3377;34.7;12;9.87;0.5;8.04;0.5;9673;-1182;2017-08-18;82;22104;62;48942;3814;3310;2695;24190;2017-08-18;;;;;;1268;190;2017-08-22
Hubspot;26118;2271;2271;2017-11-28;232449040.95;125;158;119;107;134;1783;49;33989;565;-22;-36;1,100;3.5;7.11;-2.34;183.5;-2.34;389;-3;2017-08-18;80;328;76;39630;3023;2396;1903;20027;2017-08-18;6766;1487908;4991;2017-08-22;;75629;26128;2017-08-22
"Ines CRM";26119;45;45;2017-11-28;;62;108;27;80;67;669;91;44;378559;26732;3494;1.3;-3.91;3.7;-26.59;0.12;-26.59;345199;75810;2017-08-18;22;1957175;48;1584;73;73;71;1018;2017-08-18;1;125;3;2017-08-22;;5550;521;2017-08-22
Insightly;26120;150;150;2017-11-28;;94;129;86;86;94;1724;51;378;37015;5867;6048;26.6;-20.2;2.05;6;1.28;6;49777;5802;2017-08-18;29;27742;62;2799;494;463;411;2396;2017-08-18;54;34984;77;2017-08-22;;8299;1190;2017-08-22
Julitec;26121;;;;;45;91;12;25;83;811;82;12;1771158;-821848;-855600;0.23;70;1.8;-8.377;0.01;-8.377;2180573;-823020;2017-08-18;11;1252311;49;23;5;5;5;23;2017-08-18;2;230;0;2017-08-22;;136;6;2017-08-22
Moneybird;26123;15;15;2017-11-28;;63;83;47;65;73;456;96;79;182050;63618;67317;3.2;-39.71;4.2;-17.77;0.32;-17.77;155696;65173;2017-08-18;12;281625;54;175;53;53;51;164;2017-08-18;;;;;;5329;573;2017-08-22
Odoo;26124;356;356;2017-11-28;;104;131;88;96;118;2216;36;2256;10031;-151;-1;80;0.3;5.87;3;11;3;7044;-334;2017-08-18;27;5397;67;1289310;402;353;331;1269970;2017-08-18;0;34501;298;2017-08-22;;3619;550;2017-08-22
"Oro CRM";26125;360;360;2017-11-28;;75;112;44;85;89;3283;19;138;195278;-11938;-14047;2.9;4;4.2;0.5;0.29;0.5;166794;-9637;2017-08-18;12;211630;55;264;54;60;58;223;2017-08-18;0;738;6;2017-08-22;;1790;454;2017-08-22
Pipedrive;26126;280;280;2017-11-28;;99;131;98;86;95;1306;66;377;3529;-506;-749;185;14;12.1;-2.1;52.5;-2.1;1372;-172;2017-08-18;44;28933;62;25966;438;436;400;13897;2017-08-18;3;40038;608;2017-08-22;;8574;1334;2017-08-22
Podio;26127;9600;9600;2017-11-28;2932358630.25;98;87;95;104;104;1025;77;575;5103;387;364;137;-5.403;10.3;-2.84;33.02;-2.84;2244;157;2017-08-18;83;4238;68;709371;11593;9368;6831;495713;2017-08-18;;;;;;4034;992;2017-08-22
Prosperworks;26128;150;150;2017-11-28;;82;112;72;77;84;3522;16;115;33414;-1040;-1126;20.7;1;7.89;2;3.83;2;19204;-835;2017-08-18;13;199264;55;176;59;63;62;159;2017-08-18;133;1936;57;2017-08-22;;1165;516;2017-08-22
salesforce;26131;25000;25000;2017-11-28;7199063474.4;139;153;141;128;140;1448;61;10150;125;-9;-18;3,901;7.2;19.72;-5.01;1,806;-5.01;47;4;2017-08-18;41;629;74;162198;12226;10485;5295;156039;2017-08-18;5168;660791;2549;2017-08-22;;50981;7484;2017-08-22
"SAP SE";26132;84180;84180;2017-11-28;20604527580;130;149;106;137;147;3196;20;15378;1821;35;39;434;-1.17;4.13;-3.28;42.09;-3.28;1743;80;2017-08-18;27;953;73;149265;2198;1894;1661;140953;2017-08-18;15476;856467;1880;2017-08-22;;18240;1410;2017-08-22
Sellf;26133;96;96;2017-11-28;;70;116;47;75;69;2170;37;71;491550;-20081;-71202;1.3;20;1.4;-33.02;0.04;-33.02;726637;103245;2017-08-18;8;2043784;48;1287;218;229;212;1208;2017-08-18;0;6454;1;2017-08-22;;1878;1080;2017-08-22
Sellsy;26134;28;28;2017-11-28;;77;110;62;72;83;1550;57;50;116569;-40075;-47776;7.4;54;1.7;-23.5;0.29;-23.5;167058;-28486;2017-08-18;29;217334;55;426;94;105;102;408;2017-08-18;0;570;2;2017-08-22;;1799;3738;2017-08-22
Simplicate;26135;21;21;2017-11-28;;64;103;44;71;62;1312;66;30;1054574;296079;320234;0.34;-33.86;4.5;-15.61;0.04;-15.61;829395;277912;2017-08-18;15;2249921;47;53;9;8;8;27;2017-08-18;15;308;19;2017-08-22;;348;291;2017-08-22
SugarCRM;26136;450;450;2017-11-28;;98;129;77;98;111;1279;67;2203;46077;4698;3059;16.7;-8.13;4.27;-18.82;1.67;-18.82;39543;8213;2017-08-18;21;9019;66;3622;533;457;417;3442;2017-08-18;370;7688;71;2017-08-22;;14246;1096;2017-08-22
SumaCRM;26137;5;5;2017-11-28;;63;77;59;59;67;917;82;77;115189;16434;19582;5.7;-20.32;4;6;0.53;6;103056;11849;2017-08-18;9;715562;51;110;52;53;51;108;2017-08-18;;;;;;701;5294;2017-08-22
Teamwork;26138;110;110;2017-11-28;;99;130;98;84;100;1585;56;276;4269;-368;-573;185;11;5.88;-6.518;25.5;-6.518;3009;-136;2017-08-18;44;20125;63;5022;401;333;316;1892;2017-08-18;0;0;0;2017-08-22;;7267;2556;2017-08-22
Timechimp;26139;5;5;2017-11-28;;56;87;34;59;66;;;15;812059;-98828;-63347;0.55;7;2.7;20;0.03;20;852477;-193879;2017-08-18;11;6221225;44;10;4;5;4;10;2017-08-18;0;137;4;2017-08-22;;76;10;2017-08-22
Visma;26140;4940;4940;2017-11-28;763941160.5;91;75;73;112;105;1190;71;540;43057;-764;-1495;19.5;2;3.2;-7.246;1.47;-7.246;44082;1020;2017-08-18;14;9895;65;1473;57;59;59;1431;2017-08-18;;;;;;495;10;2017-08-22
Vtiger;26141;104;104;2017-11-28;;87;115;69;81;102;1874;46;993;39960;1293;2100;21.8;-7.084;2.91;6;1.49;6;43518;-398;2017-08-18;19;18883;63;9741;462;419;386;8377;2017-08-18;13;4107;23;2017-08-22;;882;46;2017-08-22
Wefact;26142;5;5;2017-11-28;;62;101;26;59;91;537;93;34;2001244;406704;354443;0.18;-24.72;2.1;-13.69;0.01;-13.69;2262826;549901;2017-08-18;11;131126;57;39;16;13;13;39;2017-08-18;1;206;0;2017-08-22;;442;6;2017-08-22
WhiteWorks;26143;6700;6700;2017-01-12;;64;99;13;101;78;1722;42;9;1209598;-11550;4381;0.43;-3.03;1.2;4;0.01;4;1799025;-57693;2017-08-18;10;2250028;47;20;5;5;5;19;2017-08-18;8;654;11;2017-08-22;;300;3;2017-08-22
Wrike;26144;430;430;2017-11-28;;98;128;95;87;96;4545;9;718;4588;-447;-431;173;7.8;5.72;7.3;23.28;7.3;3296;-598;2017-08-18;18;17160;63;3218;449;424;391;3115;2017-08-18;0;14388;71;2017-08-22;;11482;1425;2017-08-22
Zoho;26145;5080;5080;2017-11-28;;123;138;120;113;128;1754;50;7291;484;-53;-64;1,287;10;7.04;-0.565;212.7;-0.565;333;-36;2017-08-18;80;1439;72;142681;4114;2501;2091;106855;2017-08-18;48;126640;2823;2017-08-22;;11440;4344;2017-08-22
Teamleader;26146;170;170;2017-11-28;;81;112;70;90;71;1178;71;61;57634;-6561;-7988;12.9;10;4.3;-1.83;1.3;-1.83;49034;-4805;2017-08-18;15;70626;59;52;20;23;23;52;2017-08-18;0;24133;12;2017-08-22;;233;57;2017-08-22
ABCrm;26148;;;;;32;64;0;25;64;;;1;;;;;;;;;;;;2017-08-18;8;29645120;36;13;2;2;2;13;2017-08-18;;;;;;106;8;2017-08-22
ActiveColab;26149;5;5;2017-01-19;;85;128;73;67;94;1795;48;400;36361;-690;-850;22.1;0.8;4.15;-0.955;2.15;-0.955;32052;-479;2017-08-18;81;38357;61;50864;2702;2444;2052;40005;2017-08-18;0;6703;184;2017-08-22;;8444;4473;2017-08-22
"Agile CRM";26153;137;137;2017-11-28;;89;122;77;77;98;2382;32;108;25862;-3687;-4703;26.5;14;9.12;2;5.67;2;13426;-2070;2017-08-18;15;18786;63;550;100;109;102;470;2017-08-18;0;4567;54;2017-08-22;;7682;914;2017-08-22
Asana;26154;360;360;2017-11-28;;112;145;118;89;106;6105;4;1734;576;-2;-9;1,116;1;6.46;-0.768;169.2;-0.768;406;-11;2017-08-18;86;5223;67;111326;14416;11520;8063;66720;2017-08-18;0;0;0;2017-08-22;;27699;14957;2017-08-22
Batchbook;26155;8;8;2017-11-28;;73;123;47;62;90;3170;20;211;215240;3935;863;2.5;-4.34;5.2;-5.766;0.3;-5.766;161638;10001;2017-08-18;15;53667;60;8903;1421;1209;1027;7012;2017-08-18;0;5157;4;2017-08-22;;6080;370;2017-08-22
BedeskExpress;26156;;;;;43;92;12;25;77;;;117;3276157;-1166947;-670270;0.1;30;2;60;0;60;3798839;-2181032;2017-08-18;12;3664966;46;5;4;4;4;5;2017-08-18;0;0;0;2017-08-22;;177;0;2017-08-22
Bexio;26158;40;40;2017-11-28;;76;114;62;70;82;1533;58;58;69716;-1220;-2914;8.2;0.8;11;-3.36;2.12;-3.36;32414;197;2017-08-18;23;226993;55;155;33;34;34;81;2017-08-18;0;2503;59;2017-08-22;;1274;1019;2017-08-22
Billings;26159;32;32;2017-11-28;;74;118;41;69;101;1383;63;421;310991;31588;26464;1.9;-13.75;2.4;-7.576;0.11;-7.576;358403;49967;2017-08-18;16;75281;58;1995;408;409;378;1827;2017-08-18;0;1016;10;2017-08-22;;9773;1574;2017-08-22
"BPM Online";26161;150;150;2017-11-28;;81;119;63;77;88;2083;39;166;87325;-22449;-27151;7.84;30;4.35;-3.33;0.8;-3.33;73847;-16886;2017-08-18;16;160311;56;1664;92;91;88;1436;2017-08-18;6;10403;1835;2017-08-22;;1361;231;2017-08-22
Capsule;26165;;;;;67;82;77;25;85;1131;73;302;20183;455;-233;30.7;-1.13;16.1;-11.03;11.6;-11.03;6671;733;2017-08-18;56;58688;59;25563;1429;1332;1114;13481;2017-08-18;;;;;;3127;247;2017-08-22
Charibase;26167;30;30;2017-10-28;;49;73;0;69;84;;;9;9576755;-1717480;-1249508;0.02;20;3;40;0;40;7964447;-2746429;2017-08-18;12;1764574;48;4;4;4;4;4;2017-08-18;;;;;;711;43;2017-08-22
Clarizen;26170;200;200;2017-11-28;;84;120;68;87;85;1436;61;1121;46826;-4277;-3729;15.7;6;5.06;10;1.86;10;36191;-5673;2017-08-18;12;136582;57;1249;92;93;90;1145;2017-08-18;0;3452;58;2017-08-22;;9540;120;2017-08-22
Datafakt;26174;;;;;32;77;0;25;56;;;1;5548960;;;0.03;0;7;0;0.01;0;3255512;;2017-08-18;3;92026894;22;25;10;7;7;25;2017-08-18;0;38;0;2017-08-22;;17;0;2017-08-22
Daylite;26176;32;32;2017-11-28;;74;118;41;69;101;1383;63;421;310991;31588;26464;1.9;-13.75;2.4;-7.576;0.11;-7.576;358403;49967;2017-08-18;16;75281;58;1995;408;409;378;1827;2017-08-18;0;1016;10;2017-08-22;;9773;1574;2017-08-22
Debitoor;26178;10;10;2017-11-28;;78;116;70;63;82;2081;40;52;55371;6953;3646;14.6;-8.897;3.18;-25.7;1.09;-25.7;56876;15396;2017-08-18;41;363312;53;14010;394;385;349;8733;2017-08-18;0;0;0;2017-08-22;;1212;713;2017-08-22
Deskflow;26179;5;5;2017-01-19;;45;102;0;59;60;;;1;11005353;;;0.02;0;1;0;0;0;13592565;;2017-08-18;3;59266367;29;0;0;0;0;0;2017-08-18;0;1073;2;2017-08-22;;436;2;2017-08-22
Digitaalkantoor;26181;10;10;2017-11-28;;54;112;0;63;88;;;20;5703938;3595827;3339030;0.04;-70.909;2;-46.2;0;-46.2;6086818;4245010;2017-08-18;10;936960;50;838;70;53;52;838;2017-08-18;0;0;0;2017-08-22;;1253;0;2017-08-22
DigitaleFactuur;26182;;;;;30;102;17;25;11;;;1;2318126;-289118;-267942;0.18;20;1;-3.39;0.01;-3.39;3344620;-348361;2017-08-18;0;0;0;0;0;0;0;0;2017-08-18;0;784;0;2017-08-22;;305;54;2017-08-22
Dolibarr;26183;390;390;2017-11-28;;84;119;58;83;100;2207;36;2651;155303;27016;33721;3.9;-24.55;4.3;9;0.39;9;131761;17533;2017-08-18;34;37701;61;1877;111;104;101;899;2017-08-18;0;34725;16;2017-08-22;;285;6;2017-08-22
Efficy;26186;60;60;2017-11-28;;68;85;31;84;96;1005;78;59;803965;92533;143325;0.54;-23.26;3.1;30;0.04;30;790272;-13470;2017-08-18;19;625649;52;73;33;15;14;73;2017-08-18;9;281;1;2017-08-22;;105;0;2017-08-22
Emnis;26187;30;30;2017-11-28;;36;0;0;69;75;;;6;15491267;-2993670;-533968;0.01;0;2;100;0;100;14579293;-5782236;2017-08-18;28;3693514;46;412;61;54;51;410;2017-08-18;;;;;;;;
Factusol;26190;60;60;2017-11-28;;64;121;22;75;79;;;6;;;;;;;;;;;;2017-08-18;6;16835603;39;0;0;0;0;0;2017-08-18;659;14588;344;2017-08-22;;2639;5789;2017-08-22
Factuursturen.be;26191;;;;;32;94;0;25;46;620;92;24;725868;263037;305407;0.55;-44.63;4.7;-4.47;0.06;-4.47;569143;210803;2017-08-18;17;1397070;49;44;16;17;16;44;2017-08-18;0;0;0;2017-08-22;;94;30;2017-08-22
Flowcrm;26192;30;30;2017-11-28;;56;96;12;69;83;1392;49;17;4911579;1753067;1500057;0.07;-45.65;1;-8.036;0;-8.036;6770723;2298528;2017-08-18;24;1375789;49;31110;77;60;58;30847;2017-08-18;9;132;1;2017-08-22;;338;110;2017-08-22
Forcemanager;26193;100;100;2017-11-28;;68;117;31;85;74;2324;34;73;361409;-54362;-34736;1.3;7;4.6;30;0.14;30;291291;-104135;2017-08-18;33;1678230;48;5249;249;253;232;3119;2017-08-18;10;6253;3;2017-08-22;;1208;219;2017-08-22
Freshbooks;26194;290;290;2017-11-28;;101;137;93;81;110;1764;49;2284;5369;172;-7;159;-0.072;4.59;-6.707;17.14;-6.707;4544;301;2017-08-18;26;4261;68;419497;1421;1353;1139;419298;2017-08-18;0;0;0;2017-08-22;;20530;5969;2017-08-22
Aareon;26197;;;;;41;0;35;35;81;;;17;2148367;355067;780709;0.13;-39.47;5.4;100;0.02;100;1510578;-391600;2017-08-18;11;605313;52;2;2;2;2;2;2017-08-18;;;;;;;;
HQLabs;26198;5;5;2017-01-19;;63;103;29;62;87;608;92;25;877434;228585;134663;0.55;-22.09;2;-42.09;0.03;-42.09;1052464;454035;2017-08-18;9;1242681;49;16;9;10;10;15;2017-08-18;0;2323;107;2017-08-22;;361;160;2017-08-22
iMuis;26199;15;15;2017-11-28;;57;106;0;65;100;;;36;3020601;637894;736267;0.09;-32.65;3.1;7;0.01;7;2755595;469410;2017-08-18;13;69994;59;97;16;16;16;93;2017-08-18;8;302;31;2017-08-22;;954;25;2017-08-22
"Infusion Soft";26200;700;700;2017-11-28;;116;142;113;92;128;1622;54;2308;713;15;28;1,126;-3.83;2.74;2.6;72.38;2.6;990;9;2017-08-18;24;706;74;16448;838;764;675;16309;2017-08-18;812;178188;2734;2017-08-22;;30426;8468;2017-08-22
Insusoft;26201;75;75;2017-11-28;;51;47;13;74;86;883;83;85;5305064;-3300675;-3351075;0.04;90;3;20;0;20;4539148;-3458088;2017-08-18;14;1198354;49;6483;31;9;9;6455;2017-08-18;;;;;;1;0;2017-08-22
Isiigo;26202;;;;;41;95;13;29;62;;;6;11543473;1687498;1574800;0.02;-33.33;1;0;0;0;14067188;1511085;2017-08-18;18;39519274;34;97;23;22;22;43;2017-08-18;0;45;0;2017-08-22;;295;21;2017-08-22
itool.com;26203;15;15;2017-11-28;;58;98;13;65;91;1053;67;65;1823977;542505;499824;0.25;-40.91;1.2;5;0.01;5;2596145;666802;2017-08-18;21;1019794;50;53;22;21;21;53;2017-08-18;2;122;0;2017-08-22;;1075;95;2017-08-22
King;26204;75;75;2017-11-28;;65;113;17;74;95;;;24;3980963;605742;239993;0.08;-12.12;1;-35.37;0;-35.37;4907440;1384138;2017-08-18;14;311110;54;7;6;6;6;7;2017-08-18;26;1755;26;2017-08-22;;4721;49;2017-08-22
Koalaboox;26205;5;5;2017-09-28;;64;102;52;59;65;1639;54;50;334993;78524;79589;1.3;-24.84;7.8;-31.27;0.24;-31.27;196501;78373;2017-08-18;19;4961860;45;72;20;19;18;66;2017-08-18;1;1328;71;2017-08-22;;307;92;2017-08-22
"Less Annoying CRM";26206;16;16;2017-11-28;;73;107;61;65;76;2161;37;60;82631;-1607;-4458;9.47;3;2.8;-9.904;0.63;-9.904;90578;4049;2017-08-18;12;490783;52;207;42;43;43;179;2017-08-18;41;1528;7;2017-08-22;;645;564;2017-08-22
Liquidplanner;26207;70;70;2017-11-28;;83;128;69;73;85;2434;31;333;41833;19;-492;21.7;-0.14;2.5;-5.66;1.28;-5.66;49905;1589;2017-08-18;13;159795;56;1071;128;140;129;960;2017-08-18;179;18680;54;2017-08-22;;6826;254;2017-08-22
Sage;26208;15;15;2017-09-28;;101;137;100;82;100;1826;47;364;22879;-996;-1417;28.6;3;11.9;-0.084;7.99;-0.084;9732;-317;2017-08-18;44;54444;60;40302;794;778;666;28883;2017-08-18;4332;610050;199;2017-08-22;;3349;596;2017-08-22
Logidrive;26209;15;15;2017-11-28;;52;98;0;65;87;3666;16;10;16556186;7962568;6026616;0.01;-62.5;1;-51.22;0;-51.22;18352855;9632026;2017-08-18;13;732543;51;8;5;5;5;8;2017-08-18;1;591;2;2017-08-22;;312;14;2017-08-22
MacFour;26210;;;;;21;0;0;25;60;;;1;;;;;;;;;;;;2017-08-18;5;53813911;31;1;1;1;1;1;2017-08-18;;;;;;;;
Malinko;26212;5;5;2017-11-28;;44;71;11;59;60;1707;41;31;318504;-239944;-377187;1;94;36;10;0.86;10;69766;-62769;2017-08-18;16;10061530;42;87;12;13;12;87;2017-08-18;;;;;;1001;13;2017-08-22
Maximizer;26213;154;154;2017-11-28;;79;120;43;85;99;1091;75;241;341324;-49439;-34097;1.8;9;2.1;20;0.09;20;424266;-99055;2017-08-18;11;122298;57;389;70;75;72;268;2017-08-18;19;1291;5;2017-08-22;;14809;454;2017-08-22
MKB-logic;26214;5;5;2017-11-28;;36;0;0;59;84;;;16;;;;;;;;;;;;2017-08-18;15;1047516;50;11;11;9;8;11;2017-08-18;;;;;;;;
Mycosuite;26216;5;5;2017-11-28;;42;69;0;61;65;;;21;6949735;-1942094;-1842865;0.03;40;2;5;0;5;7286664;-1999420;2017-08-18;11;23279938;38;735;9;8;8;712;2017-08-18;;;;;;207;0;2017-08-22
Netsuite;26217;4603;4603;2017-11-28;635794669.65;115;141;103;115;118;2774;25;3000;2561;-412;-556;276;15;7.43;-0.535;48.04;-0.535;1499;-257;2017-08-18;15;2656;69;4314;381;351;324;4031;2017-08-18;0;12395;159;2017-08-22;;20446;2431;2017-08-22
Nimble;26219;1000;1000;2017-11-28;;86;130;64;88;91;1950;43;811;66667;2837;628;10.1;-3.52;5.79;-13.32;1.37;-13.32;46933;5863;2017-08-18;16;40226;60;1868;320;303;282;1846;2017-08-18;0;0;0;2017-08-22;;49472;7278;2017-08-22
"Paymo Timetracking";26223;22;22;2017-11-28;;76;118;61;67;80;2019;41;95;61731;-3409;-3629;13.5;5;2.76;-1.08;0.87;-1.08;68863;-3151;2017-08-18;13;183050;56;151;39;39;39;112;2017-08-18;0;0;0;2017-08-22;;6459;97;2017-08-22
Perfectview;26225;15;15;2017-11-28;;31;0;0;69;54;1645;48;65;1025741;-357198;-496502;0.46;70;1.8;-36.04;0.02;-36.04;1289924;-93301;2017-08-18;21;610932;52;142;21;22;21;118;2017-08-18;;;;;;;;
"Pipeline Deals";26226;29;29;2017-11-28;;78;121;60;73;83;2038;41;753;63440;-20561;-27873;9.16;35;11.3;5;2.43;5;28708;-10717;2017-08-18;11;197217;55;912;137;133;128;884;2017-08-18;97;10714;26;2017-08-22;;3706;1790;2017-08-22
ProAd;26228;;;;;56;104;33;28;90;324;98;41;542144;10218;-14220;1.1;0.5;1.8;-16.2;0.05;-16.2;709698;68220;2017-08-18;32;597187;52;775;99;83;80;408;2017-08-18;0;1907;55;2017-08-22;;564;24;2017-08-22
Projectfacts;26229;;;;;38;91;0;25;72;;;2;6992481;-14876644;-18573778;0.02;800;3.6;-50.954;0;-50.954;5647837;-6917226;2017-08-18;9;14360964;40;418;2;2;2;418;2017-08-18;0;0;0;2017-08-22;;124;1;2017-08-22
Reviso;26231;;;;;56;50;58;25;89;1013;78;25;144304;-19234;-32505;4.4;22;3.7;-22.96;0.38;-22.96;133635;3963;2017-08-18;18;239370;55;132;14;14;14;52;2017-08-18;;;;;;3;0;2017-08-22
"Salary book";26233;;;;;36;103;0;25;59;;;5;;;;;;;;;;;;2017-08-18;4;70188706;27;1;1;1;1;1;2017-08-18;0;0;0;2017-08-22;;586;33;2017-08-22
Smartsheet;26235;730;730;2017-11-28;;101;128;98;86;107;1488;59;729;2784;-344;-180;386;9.1;1.72;4.2;15.6;4.2;4978;-761;2017-08-18;21;6714;67;2615;394;367;319;2547;2017-08-18;0;10815;90;2017-08-22;;13653;5409;2017-08-22
Snelstart;26236;120;120;2017-11-28;;72;117;33;76;94;1022;77;144;786436;165858;138677;0.57;-22.96;2.9;-21.31;0.04;-21.31;799176;235857;2017-08-18;12;53510;60;174;35;36;36;157;2017-08-18;24;2824;62;2017-08-22;;3504;1376;2017-08-22
Streamtime;26237;15;15;2017-11-28;;67;114;36;73;78;1495;59;43;563440;196300;211274;0.87;-44.43;2.9;4;0.06;4;585037;189370;2017-08-18;37;1878715;48;2804;178;193;187;2188;2017-08-18;0;577;9;2017-08-22;;6284;1008;2017-08-22
Thinx;26239;;;;;27;44;0;25;56;;;;;;;;;;;;;;;2017-08-18;1;86779125;23;0;0;0;0;0;2017-08-18;;;;;;2;0;2017-08-22
Toggl;26241;39;39;2017-11-28;;94;132;95;70;95;2592;28;639;3437;-107;-192;295;4.8;2.21;-5.15;15.3;-5.15;5068;-39;2017-08-18;83;13901;64;29660;4552;3933;3055;26603;2017-08-18;0;11925;320;2017-08-22;;20350;4705;2017-08-22
Tomsplanner;26242;5;5;2017-11-28;;70;106;52;59;87;2430;31;185;127814;-2903;-4889;7.1;3;1.4;-4.861;0.23;-4.861;201740;-727;2017-08-18;13;184858;56;1053;151;143;125;1002;2017-08-18;0;0;0;2017-08-22;;803;42;2017-08-22
