name;id;"employees (lower bound)";"employees (upper bound)";employee_date;revenue;"datascouts score";social_score;traction_score;business_size_score;seo_score;median_load_time;median_load_time_percentile;incoming_links_count;alexa_rank;alexa_rank_change;reach_alexa_rank_change;reach_per_million;reach_per_million_change_percentile;page_views_per_user;page_views_per_user_change_percentile;page_views_per_million;page_views_per_million_change_percentile;page_views_alexa_rank;page_views_alexa_rank_change;alexa_date;rank;top_rank;domain_rating;backlinks_count;referring_domains_count;referring_ips_count;referring_class_c_count;referring_pages_count;ahrefs_date;checkins_count;likes_count;talking_about_count;facebook_date;listed_count;tweet_count;favourites_count;twitter_date
Pipedrive;26126;280;280;2017-11-28;;99;131;98;86;95;1392;63;377;3584;-294;-453;182;7;12.1;0.08;51.11;0.08;1387;-102;2017-09-15;36;26970;62;19581;432;437;404;11670;2017-09-15;3;42872;2316;2017-09-19;;8574;1334;2017-09-19
Podio;26127;9600;9600;2017-11-28;2932358630.25;98;87;95;104;104;1050;77;575;5196;352;387;133;-5.972;10.3;-2.82;32.16;-2.82;2313;211;2017-09-15;83;4276;68;804167;11728;9467;6896;568159;2017-09-15;;;;;;4034;992;2017-09-19
Prosperworks;26128;150;150;2017-11-28;;82;112;72;77;84;3084;21;115;32666;-2291;-2480;20.7;4;8.47;8;4.08;8;17797;-2230;2017-09-15;13;127647;57;165;58;60;60;165;2017-09-15;136;2006;40;2017-09-19;;1165;516;2017-09-19
salesforce;26131;25000;25000;2017-11-28;7199063474.4;139;153;141;128;140;1420;62;10150;125;-10;-28;3,901;8.2;19.48;-4.46;1,773;-4.46;47;1;2017-09-15;41;645;74;158945;12208;10554;5312;152436;2017-09-15;5167;663458;2835;2017-09-19;;50981;7484;2017-09-19
"SAP SE";26132;84180;84180;2017-11-28;20604527580;130;149;106;137;147;3018;22;15378;1847;50;28;424;-3.4;4.1;-2.61;40.58;-2.61;1779;102;2017-09-15;26;946;73;169707;2232;1890;1666;161337;2017-09-15;15562;876950;3201;2017-09-19;;18240;1410;2017-09-19
Sellf;26133;96;96;2017-11-28;;70;116;47;75;69;2170;37;71;549787;61706;29719;1.1;-9.502;1.6;-18.23;0.04;-18.23;769876;146722;2017-09-15;8;2001096;48;1710;219;230;210;1629;2017-09-15;0;6480;0;2017-09-19;;1878;1080;2017-09-19
Sellsy;26134;28;28;2017-11-28;;77;110;62;72;83;1713;52;50;94673;-69807;-68854;9.2;98;1.8;-5.208;0.39;-5.208;130566;-86829;2017-09-15;28;202627;55;423;96;103;100;405;2017-09-15;0;567;0;2017-09-19;;1799;3738;2017-09-19
Simplicate;26135;21;21;2017-11-28;;64;103;44;71;62;1866;46;30;700432;-104749;-76589;0.52;9;6.5;30;0.08;30;458749;-157589;2017-09-15;16;2318605;47;67;11;10;10;34;2017-09-15;15;313;3;2017-09-19;;348;291;2017-09-19
SugarCRM;26136;450;450;2017-11-28;;98;129;77;98;111;1449;61;2203;47763;4633;2844;16;-8.038;4.12;-19.37;1.54;-19.37;42042;8988;2017-09-15;21;9838;65;3825;543;467;425;3624;2017-09-15;373;7748;53;2017-09-19;;14246;1096;2017-09-19
SumaCRM;26137;5;5;2017-11-28;;63;77;59;59;67;1328;66;77;115096;17562;23374;5.5;-23.19;4.3;10;0.56;10;97707;8865;2017-09-15;9;727195;51;135;52;51;48;121;2017-09-15;;;;;;701;5294;2017-09-19
Teamwork;26138;110;110;2017-11-28;;99;130;98;84;100;1481;60;276;4153;-550;-737;186;13;6.02;-1.15;26.13;-1.15;2880;-364;2017-09-15;44;20066;63;5205;414;341;319;1960;2017-09-15;0;23741;77;2017-09-19;;7267;2556;2017-09-19
Timechimp;26139;5;5;2017-11-28;;56;87;34;59;66;;;15;883567;30663;49041;0.51;-8.333;2.5;9;0.03;9;961625;-9055;2017-09-15;10;5120365;44;3;3;3;2;3;2017-09-15;0;143;6;2017-09-19;;76;10;2017-09-19
Visma;26140;4940;4940;2017-11-28;763941160.5;91;75;73;112;105;1004;78;540;42237;-826;-1465;19.8;2;3.19;-6.452;1.47;-6.452;43561;1104;2017-09-15;14;9774;65;1526;61;62;61;1484;2017-09-15;;;;;;495;10;2017-09-19
Vtiger;26141;104;104;2017-11-28;;87;115;69;81;102;1958;43;993;40914;685;921;21.3;-4.67;2.78;1;1.38;1;46003;672;2017-09-15;20;17049;63;9755;463;417;387;8428;2017-09-15;13;4112;31;2017-09-19;;882;46;2017-09-19
Wefact;26142;5;5;2017-11-28;;62;101;26;59;91;537;93;34;1888664;145931;-118875;0.21;7;1.6;-45.7;0.01;-45.7;2388643;727108;2017-09-15;11;130918;57;42;17;14;14;42;2017-09-15;1;209;2;2017-09-19;;442;6;2017-09-19
WhiteWorks;26143;6700;6700;2017-01-12;;64;99;13;101;78;1722;42;9;1139107;-75897;-90138;0.48;10;1.1;-8.13;0.01;-8.13;1754414;-45909;2017-09-15;10;2417641;47;20;5;5;5;19;2017-09-15;8;662;10;2017-09-19;;300;3;2017-09-19
Wrike;26144;430;430;2017-11-28;;98;128;95;87;96;4308;10;718;4591;-297;-305;171;3.8;5.85;8.3;23.32;8.3;3268;-440;2017-09-15;18;17881;63;3586;449;423;389;3442;2017-09-15;0;14477;49;2017-09-19;;11482;1425;2017-09-19
Zoho;26145;5080;5080;2017-11-28;;123;138;120;113;128;1835;47;7291;466;-73;-96;1,311;12;7.04;-0.28;215.2;-0.28;320;-51;2017-09-15;80;1426;72;247860;4143;2503;2107;177220;2017-09-15;48;131663;2749;2017-09-19;;11440;4344;2017-09-19
Teamleader;26146;170;170;2017-11-28;;81;112;70;90;71;1116;74;61;52954;-10020;-10976;13.8;18;4.56;6;1.47;6;43616;-9774;2017-09-15;16;174427;56;72;23;27;27;72;2017-09-15;0;25309;31;2017-09-19;;233;57;2017-09-19
ABCrm;26148;;;;;32;64;0;25;64;;;1;;;;;;;;;;;;2017-09-15;8;27651152;36;13;2;2;2;13;2017-09-15;;;;;;106;8;2017-09-19
ActiveColab;26149;5;5;2017-01-19;;85;128;73;67;94;1896;45;400;36108;-1476;-2616;22.3;5;3.94;-7.512;2.05;-7.512;32986;480;2017-09-15;81;35988;61;52161;2813;2484;2080;41001;2017-09-15;0;6977;75;2017-09-19;;8444;4473;2017-09-19
"Agile CRM";26153;137;137;2017-11-28;;89;122;77;77;98;3135;20;108;25114;-5196;-6886;26.9;20;9.49;2;5.96;2;12595;-2803;2017-09-15;15;17771;63;532;99;108;101;452;2017-09-15;0;4650;39;2017-09-19;;7682;914;2017-09-19
Asana;26154;360;360;2017-11-28;;112;145;118;89;106;5854;4;1734;576;-9;-33;1,099;1;6.61;4.4;169.6;4.4;398;-41;2017-09-15;86;5211;67;113127;14629;11614;8087;67048;2017-09-15;493;214235;1830;2017-09-19;;27699;14957;2017-09-19
Batchbook;26155;8;8;2017-11-28;;73;123;47;62;90;3170;20;211;236250;12673;15461;2.2;-9.029;5.1;2;0.26;2;179023;8920;2017-09-15;16;55553;59;8762;1443;1207;1031;6898;2017-09-15;0;5154;1;2017-09-19;;6080;370;2017-09-19
BedeskExpress;26156;;;;;43;92;12;25;77;;;117;3490372;-277042;185310;0.09;-8.571;2;70;0;70;3951726;-1252266;2017-09-15;12;3605025;46;6;5;5;5;6;2017-09-15;0;0;0;2017-09-19;;177;0;2017-09-19
Bexio;26158;40;40;2017-11-28;;76;114;62;70;82;1372;64;58;70928;-3256;-5727;8;4;11;-5.23;2;-5.23;33630;-78;2017-09-15;23;218024;55;151;34;33;33;78;2017-09-15;0;2548;33;2017-09-19;;1274;1019;2017-09-19
Billings;26159;32;32;2017-11-28;;74;118;41;69;101;1705;52;421;316235;16664;19005;1.8;-9.775;2.5;3;0.11;3;355854;14739;2017-09-15;16;74742;58;1992;409;402;371;1833;2017-09-15;0;1017;4;2017-09-19;;9773;1574;2017-09-19
"BPM Online";26161;150;150;2017-11-28;;81;119;63;77;88;2127;39;166;84937;-18739;-26512;8.05;30;4.28;-16.57;0.8;-16.57;72742;-6474;2017-09-15;15;173877;56;1683;97;96;89;1449;2017-09-15;6;11444;1902;2017-09-19;;1361;231;2017-09-19
Capsule;26165;;;;;67;82;77;25;85;1156;72;302;21204;982;255;29.2;-3.02;15.9;-13.26;10.8;-13.26;7080;1041;2017-09-15;56;58149;59;11555;1488;1353;1133;6629;2017-09-15;;;;;;3127;247;2017-09-19
Charibase;26167;30;30;2017-10-28;;49;73;0;69;84;;;9;7063407;-8582296;-10018490;0.03;200;3;-6.296;0;-6.296;6710679;-6840555;2017-09-15;11;2372120;47;3;3;3;3;3;2017-09-15;;;;;;711;43;2017-09-19
Clarizen;26170;200;200;2017-11-28;;84;120;68;87;85;1825;48;1281;47990;-1967;-1192;15;-0.2;5.12;10;1.79;10;36938;-3788;2017-09-15;11;134149;57;1210;94;91;86;1126;2017-09-15;0;3457;8;2017-09-19;;9540;120;2017-09-19
Datafakt;26174;;;;;32;77;0;25;56;;;1;15926120;9033567;5017814;0.01;-50;1;-89.97;0;-89.97;17761239;14351668;2017-09-15;5;92017473;22;68;11;8;8;68;2017-09-15;0;38;1;2017-09-19;;17;0;2017-09-19
Daylite;26176;32;32;2017-11-28;;74;118;41;69;101;1705;52;421;316235;16664;19005;1.8;-9.775;2.5;3;0.11;3;355854;14739;2017-09-15;16;74742;58;1992;409;402;371;1833;2017-09-15;0;1017;4;2017-09-19;;9773;1574;2017-09-19
Debitoor;26178;10;10;2017-11-28;;78;116;70;63;82;1960;43;52;53669;333;-321;14.7;-2.04;3.43;-3.38;1.18;-3.38;52792;1715;2017-09-15;41;331814;54;11955;401;394;359;8413;2017-09-15;0;15413;10;2017-09-19;;1212;713;2017-09-19
Deskflow;26179;5;5;2017-01-19;;45;102;0;59;60;;;1;16200049;2606156;2370660;0.01;-20;1;0;0;0;17971932;1699893;2017-09-15;4;57975206;30;0;0;0;0;0;2017-09-15;0;1070;0;2017-09-19;;436;2;2017-09-19
Digitaalkantoor;26181;10;10;2017-11-28;;54;112;0;63;88;;;20;5386391;2860236;2483066;0.05;-58.537;2;-49.235;0;-49.235;5657793;3581965;2017-09-15;10;926320;50;565;70;53;52;565;2017-09-15;0;0;0;2017-09-19;;1253;0;2017-09-19
DigitaleFactuur;26182;;;;;30;102;17;25;11;;;1;3464400;1117783;875500;0.1;-39.39;1;-13.6;0;-13.6;4888828;1628267;2017-09-15;0;0;0;0;0;0;0;0;2017-09-15;0;782;15;2017-09-19;;305;54;2017-09-19
Dolibarr;26183;390;390;2017-11-28;;84;119;58;83;100;1915;45;2783;149066;6335;10822;4;-9.44;4.4;10;0.41;10;124742;-484;2017-09-15;34;39090;61;1902;109;102;98;911;2017-09-15;0;34708;27;2017-09-19;;285;6;2017-09-19
Efficy;26186;60;60;2017-11-28;;68;85;31;84;96;1005;78;59;874477;35153;54796;0.49;-9.453;2.8;9;0.03;9;890741;-5959;2017-09-15;18;617304;52;69;32;12;11;69;2017-09-15;9;282;0;2017-09-19;;105;0;2017-09-19
Emnis;26187;30;30;2017-11-28;;36;0;0;69;75;;;6;8086948;-10401349;-8600074;0.02;200;2;100;0;100;8252208;-12107559;2017-09-15;25;3862944;45;447;135;43;40;445;2017-09-15;;;;;;;;
Factusol;26190;60;60;2017-11-28;;64;121;22;75;79;;;6;;;;;;;;;;;;2017-09-15;7;16995035;39;1;1;1;1;1;2017-09-15;674;14621;207;2017-09-19;;2639;5789;2017-09-19
Factuursturen.be;26191;;;;;32;94;0;25;46;663;91;24;858081;330966;359629;0.45;-44.63;4.4;-17.51;0.05;-17.51;693915;305730;2017-09-15;11;1450406;49;55;10;9;9;32;2017-09-15;0;0;0;2017-09-19;;94;30;2017-09-19
Flowcrm;26192;30;30;2017-11-28;;56;96;12;69;83;1392;49;17;5758456;2495015;2209894;0.05;-55.556;1;-0.962;0;-0.962;7772714;3053392;2017-09-15;25;1115149;50;36347;72;59;57;35994;2017-09-15;9;132;0;2017-09-19;;338;110;2017-09-19
Forcemanager;26193;100;100;2017-11-28;;68;117;31;85;74;1278;68;73;425750;74633;79668;1.1;-21.92;4.3;-7.002;0.11;-7.002;358266;74669;2017-09-15;33;2463802;47;5645;248;259;237;3612;2017-09-15;10;6254;6;2017-09-19;;1208;219;2017-09-19
Freshbooks;26194;290;290;2017-11-28;;101;137;93;81;110;1704;52;2284;5330;-155;-377;158;4;4.6;-4.56;16.92;-4.56;4547;2;2017-09-15;27;4290;68;274012;1420;1354;1136;273815;2017-09-15;0;0;0;2017-09-19;;20530;5969;2017-09-19
Aareon;26197;;;;;41;0;35;35;81;;;17;2575331;915918;1470671;0.1;-57.317;6;100;0.01;100;1702470;-19987;2017-09-15;11;585011;52;2;2;2;2;2;2017-09-15;;;;;;;;
HQLabs;26198;5;5;2017-01-19;;63;103;29;62;87;608;92;25;843711;39609;-838;0.58;-1.83;1.9;-17.52;0.03;-17.52;1042889;134807;2017-09-15;14;1271645;49;18;9;9;9;10;2017-09-15;0;2500;112;2017-09-19;;361;160;2017-09-19
iMuis;26199;15;15;2017-11-28;;57;106;0;65;100;;;36;3607668;1204022;1868097;0.06;-53.846;4;80;0.01;80;2882786;297901;2017-09-15;15;67514;59;101;17;17;17;93;2017-09-15;8;305;2;2017-09-19;;954;25;2017-09-19
"Infusion Soft";26200;700;700;2017-11-28;;116;142;113;92;128;1682;53;2308;691;-43;-24;1,129;1.3;2.73;3;72.01;3;955;-71;2017-09-15;24;720;74;18309;844;770;676;18161;2017-09-15;850;180235;1833;2017-09-19;;30426;8468;2017-09-19
Insusoft;26201;75;75;2017-11-28;;51;47;13;74;86;883;83;85;11422814;6951329;7193461;0.01;-73.684;2;-31.45;0;-31.45;11037728;7098841;2017-09-15;14;1199812;49;7291;31;10;10;7265;2017-09-15;;;;;;1;0;2017-09-19
Isiigo;26202;;;;;41;95;13;29;62;;;6;;;;;;;;;;;;2017-09-15;18;37753928;34;97;25;24;24;44;2017-09-15;0;45;0;2017-09-19;;295;21;2017-09-19
itool.com;26203;15;15;2017-11-28;;58;98;13;65;91;1053;67;65;2496514;1324283;1220295;0.16;-65.68;1;8;0;8;3386093;1639437;2017-09-15;21;1007552;50;54;22;22;22;54;2017-09-15;2;120;2;2017-09-19;;1075;95;2017-09-19
King;26204;75;75;2017-11-28;;65;113;17;74;95;;;24;3375357;-236418;-65811;0.08;0;3;20;0.01;20;3123859;-532326;2017-09-15;14;280347;54;7;6;6;6;7;2017-09-15;26;1779;37;2017-09-19;;4721;49;2017-09-19
Koalaboox;26205;5;5;2017-09-28;;64;102;52;59;65;1667;53;50;336452;47019;44542;1.2;-14.5;8.6;-23.16;0.25;-23.16;186349;51364;2017-09-15;18;4629391;45;67;18;16;15;61;2017-09-15;1;1463;16;2017-09-19;;307;92;2017-09-19
"Less Annoying CRM";26206;16;16;2017-11-28;;73;107;61;65;76;2106;39;60;85076;-808;-848;8.9;-1.73;3;1;0.62;1;90708;-413;2017-09-15;13;487138;52;206;42;41;41;178;2017-09-15;41;1545;14;2017-09-19;;645;564;2017-09-19
Liquidplanner;26207;70;70;2017-11-28;;83;128;69;73;85;2531;30;333;42056;-1108;-1232;21.3;0.9;2.52;-0.4;1.25;-0.4;49990;-908;2017-09-15;13;142792;56;1065;125;135;126;957;2017-09-15;180;18778;44;2017-09-19;;6826;254;2017-09-19
Sage;26208;15;15;2017-09-28;;101;137;100;82;100;2043;41;364;22951;-1659;-2451;28.3;6;11.9;2;7.85;2;9786;-782;2017-09-15;44;54309;60;39256;849;833;707;30506;2017-09-15;4346;632854;204;2017-09-19;;3349;596;2017-09-19
Logidrive;26209;15;15;2017-11-28;;52;98;0;65;87;3666;16;10;18866754;;;0.01;0;1;0;0;0;20021420;;2017-09-15;13;718358;51;9;4;4;4;9;2017-09-15;1;590;0;2017-09-19;;312;14;2017-09-19
MacFour;26210;;;;;21;0;0;25;60;;;1;;;;;;;;;;;;2017-09-15;6;53265104;31;1;1;1;1;1;2017-09-15;;;;;;;;
Malinko;26212;5;5;2017-11-28;;44;71;11;59;60;1707;41;31;352808;-63809;-95299;0.88;20;37;10;0.76;10;76736;-19938;2017-09-15;15;10116435;42;61;10;10;10;61;2017-09-15;;;;;;1001;13;2017-09-19
Maximizer;26213;154;154;2017-11-28;;79;120;43;85;99;1084;75;241;348047;-28659;-21816;1.8;6;1.9;7;0.08;7;458403;-51457;2017-09-15;11;122170;57;408;72;75;72;287;2017-09-15;20;1294;7;2017-09-19;;14809;454;2017-09-19
MKB-logic;26214;5;5;2017-11-28;;36;0;0;59;84;;;16;18324933;;;0.01;0;2;0;0;0;16544505;;2017-09-15;15;944812;50;11;11;9;8;11;2017-09-15;;;;;;;;
Mycosuite;26216;5;5;2017-11-28;;42;69;0;61;65;;;18;10152821;4646046;4906625;0.02;-64.706;2;3;0;3;10287431;4454144;2017-09-15;10;25951418;37;707;8;7;7;684;2017-09-15;;;;;;207;0;2017-09-19
Netsuite;26217;4603;4603;2017-11-28;635794669.65;115;141;103;115;118;2707;27;3000;2526;-397;-526;277;13;7.41;0.4;47.86;0.4;1484;-238;2017-09-15;15;2725;69;4667;385;363;331;4254;2017-09-15;0;12500;100;2017-09-19;;20446;2431;2017-09-19
Nimble;26219;1000;1000;2017-11-28;;86;130;64;88;91;2159;38;811;67012;838;-1314;9.82;-1.09;5.95;-9.712;1.36;-9.712;46540;3705;2017-09-15;16;41414;60;2005;323;307;283;1982;2017-09-15;298;3846;30;2017-09-19;;49472;7278;2017-09-19
"Paymo Timetracking";26223;22;22;2017-11-28;;76;118;61;67;80;2178;37;95;63657;384;1770;12.5;-5.607;3.06;10;0.89;10;66712;-3481;2017-09-15;13;182338;56;166;37;37;36;126;2017-09-15;0;1804;3;2017-09-19;;6459;97;2017-09-19
Perfectview;26225;15;15;2017-11-28;;31;0;0;69;54;1645;48;65;938064;-316366;-362212;0.5;50;2;-14.66;0.02;-14.66;1139160;-246774;2017-09-15;20;595877;52;138;20;20;19;114;2017-09-15;;;;;;;;
"Pipeline Deals";26226;29;29;2017-11-28;;78;121;60;73;83;2047;41;756;64865;-16676;-23197;8.83;28;11.2;0.09;2.3;0.09;29727;-7560;2017-09-15;12;206185;55;919;135;130;128;889;2017-09-15;97;10715;9;2017-09-19;;3706;1790;2017-09-19
ProAd;26228;;;;;56;104;33;28;90;324;98;41;603820;77015;83861;0.87;-19.5;2.1;7;0.04;7;734621;67051;2017-09-15;32;681998;51;807;100;84;81;424;2017-09-15;0;1920;18;2017-09-19;;564;24;2017-09-19
Projectfacts;26229;;;;;38;91;0;25;72;;;2;6368155;-6987254;-9695074;0.03;300;3.4;-44.28;0;-44.28;5326718;-3307068;2017-09-15;8;8023920;43;354;1;1;1;354;2017-09-15;0;0;0;2017-09-19;;124;1;2017-09-19
Reviso;26231;;;;;56;50;58;25;89;457;96;25;141535;-23512;-33366;4.6;25;3.5;-16.06;0.37;-16.06;136549;-6059;2017-09-15;17;238947;55;156;14;13;13;63;2017-09-15;;;;;;3;0;2017-09-19
"Salary book";26233;;;;;36;103;0;25;59;;;5;;;;;;;;;;;;2017-09-15;4;69088640;27;1;1;1;1;1;2017-09-15;0;0;0;2017-09-19;;586;33;2017-09-19
Smartsheet;26235;730;730;2017-11-28;;101;128;98;86;107;1483;60;729;2787;-268;-136;379;4.9;1.74;5.5;15.4;5.5;4976;-580;2017-09-15;21;6645;67;2663;382;353;309;2596;2017-09-15;0;10881;88;2017-09-19;;13653;5409;2017-09-19
Snelstart;26236;120;120;2017-11-28;;72;117;33;76;94;518;95;144;700715;46565;61976;0.61;-12.36;3.5;8;0.05;8;645740;14644;2017-09-15;25;51681;60;164;33;31;31;159;2017-09-15;27;2842;94;2017-09-19;;3504;1376;2017-09-19
Streamtime;26237;15;15;2017-11-28;;67;114;36;73;78;8330;1;43;491388;108409;117589;1;-29.72;2.8;5;0.07;5;523104;103153;2017-09-15;37;2086017;48;3317;178;192;182;2643;2017-09-15;0;586;4;2017-09-19;;6284;1008;2017-09-19
Thinx;26239;;;;;27;44;0;25;56;;;;;;;;;;;;;;;2017-09-15;1;85134498;23;0;0;0;0;0;2017-09-15;;;;;;2;0;2017-09-19
Toggl;26241;39;39;2017-11-28;;94;132;95;70;95;2546;29;639;3448;-162;-201;292;4.2;2.22;-1.33;15.1;-1.33;5086;-154;2017-09-15;83;13731;64;26376;4721;4075;3129;23345;2017-09-15;0;12772;3471;2017-09-19;;20350;4705;2017-09-19
Tomsplanner;26242;5;5;2017-11-28;;70;106;52;59;87;1590;56;185;124847;-1527;-3684;7.3;2;1.4;-5.594;0.23;-5.594;199068;3815;2017-09-15;13;182761;56;1047;148;137;117;995;2017-09-15;0;0;0;2017-09-19;;803;42;2017-09-19
