name;id;"employees (lower bound)";"employees (upper bound)";employee_date;revenue;"datascouts score";social_score;traction_score;business_size_score;seo_score;median_load_time;median_load_time_percentile;incoming_links_count;alexa_rank;alexa_rank_change;reach_alexa_rank_change;reach_per_million;reach_per_million_change_percentile;page_views_per_user;page_views_per_user_change_percentile;page_views_per_million;page_views_per_million_change_percentile;page_views_alexa_rank;page_views_alexa_rank_change;alexa_date;rank;top_rank;domain_rating;backlinks_count;referring_domains_count;referring_ips_count;referring_class_c_count;referring_pages_count;ahrefs_date;checkins_count;likes_count;talking_about_count;facebook_date;listed_count;tweet_count;favourites_count;twitter_date
Pipedrive;26126;280;280;2017-11-28;;99;131;98;86;95;1328;65;366;3620;-723;-1103;182;23;12;-7.121;51.35;-7.121;1406;-199;2017-07-28;80;29340;62;149771;2736;2551;2039;65364;2017-07-28;3;38889;716;2017-08-01;;8532;1328;2017-08-01
Podio;26127;9600;9600;2017-11-28;2932358630.25;98;87;95;104;104;981;79;557;5015;492;563;140;-5.113;10.2;-5.195;33.7;-5.195;2204;237;2017-07-28;83;4272;68;663956;11229;9255;6775;479541;2017-07-28;;;;;;4031;992;2017-08-01
Prosperworks;26128;150;150;2017-11-28;;82;112;72;77;84;4326;10;109;34020;-998;-1886;20.7;6;7.59;-7.099;3.69;-7.099;19987;461;2017-07-28;50;197867;55;18993;668;650;575;18305;2017-07-28;132;1840;72;2017-08-01;;1157;511;2017-08-01
salesforce;26131;25000;25000;2017-11-28;7199063474.4;139;153;141;128;140;1489;59;9774;129;-3;-9;3,805;3.1;19.77;-8.852;1,767;-8.852;47;6;2017-07-28;86;656;74;12923506;91915;59692;33840;8912228;2017-07-28;5169;658439;5907;2017-08-01;;50930;7485;2017-08-01
"SAP SE";26132;84180;84180;2017-11-28;20604527580;130;149;106;137;147;2957;22;14825;1788;-29;-38;441;3.3;4.2;-3;43.46;-3;1678;7;2017-07-28;88;949;73;3926787;42451;33787;21359;2839933;2017-07-28;15429;838399;2993;2017-08-01;;18190;1410;2017-08-01
Sellf;26133;96;96;2017-11-28;;70;116;47;75;69;2170;37;72;456816;-89951;-118928;1.4;40;1.6;-23.65;0.05;-23.65;648547;-31951;2017-07-28;38;2111345;48;1531;220;227;210;1452;2017-07-28;0;6418;0;2017-08-01;;1869;1080;2017-08-01
Sellsy;26134;28;28;2017-11-28;;77;110;62;72;83;1736;50;49;135916;-22288;-28348;6.1;28;1.8;-17.76;0.25;-17.76;188409;-11829;2017-07-28;40;248331;55;2458;203;206;188;2396;2017-07-28;0;568;4;2017-08-01;;1799;3739;2017-08-01
Simplicate;26135;21;21;2017-11-28;;64;103;44;71;62;1312;66;30;1069242;312418;252483;0.36;-27.72;3.5;-42.13;0.03;-42.13;961436;448316;2017-07-28;29;2563414;47;2456;77;74;71;2353;2017-07-28;15;307;29;2017-08-01;;348;290;2017-08-01
SugarCRM;26136;450;450;2017-11-28;;98;129;77;98;111;1206;70;2128;47099;6484;5226;16.5;-10.07;4.24;-18.93;1.65;-18.93;40540;9815;2017-07-28;84;8892;66;358170;8811;6824;5464;297497;2017-07-28;357;7641;49;2017-08-01;;14210;1097;2017-08-01
SumaCRM;26137;5;5;2017-11-28;;63;77;59;59;67;807;86;74;107544;8013;10027;6.4;-10.3;3.9;5;0.58;5;97352;4468;2017-07-28;43;738718;51;75613;380;386;329;69895;2017-07-28;;;;;;685;5281;2017-08-01
Teamwork;26138;110;110;2017-11-28;;99;130;98;84;100;1527;58;270;4396;-51;-199;180;7.1;5.95;-11.06;25.11;-11.06;3056;166;2017-07-28;80;17651;63;30762;2668;2483;2037;26462;2017-07-28;0;0;0;2017-08-01;;7226;2547;2017-08-01
Timechimp;26139;5;5;2017-11-28;;56;87;34;59;66;;;14;780465;-364144;-348734;0.6;60;2.5;10;0.04;10;851105;-438932;2017-07-28;18;6305219;44;224;19;19;18;224;2017-07-28;0;135;4;2017-08-01;;75;4;2017-08-01
Visma;26140;4940;4940;2017-11-28;763941160.5;91;75;73;112;105;1015;78;589;43393;-1605;-1959;19.6;6;3.21;-2.73;1.48;-2.73;44355;-1037;2017-07-28;52;7858;66;2660634;70684;827;693;2656337;2017-07-28;;;;;;495;10;2017-08-01
Vtiger;26141;104;104;2017-11-28;;87;115;69;81;102;1881;45;931;39839;2690;3349;22.2;-8.339;2.94;6;1.53;6;43058;1211;2017-07-28;81;18236;63;93524;3209;2794;2430;67975;2017-07-28;13;4099;38;2017-08-01;;880;46;2017-08-01
Wefact;26142;5;5;2017-11-28;;62;101;26;59;91;537;93;30;2276476;1173725;1190054;0.14;-60.305;2.6;-23.92;0.01;-23.92;2280676;1272533;2017-07-28;41;137477;56;32710;464;416;329;17276;2017-07-28;1;203;20;2017-08-01;;441;6;2017-08-01
WhiteWorks;26143;6700;6700;2017-01-12;;64;99;13;101;78;1722;42;9;1167620;91473;68483;0.46;-10.58;1.2;-3.97;0.01;-3.97;1737304;139510;2017-07-28;22;2337036;47;101;38;40;39;89;2017-07-28;8;654;1;2017-08-01;;298;3;2017-08-01
Wrike;26144;430;430;2017-11-28;;98;128;95;87;96;4365;9;696;4696;-182;-178;172;5.9;5.56;1;22.43;1;3472;-207;2017-07-28;83;17313;63;121903;6881;5945;4466;78103;2017-07-28;0;14329;67;2017-08-01;;11440;1380;2017-08-01
Zoho;26145;5080;5080;2017-11-28;;123;138;120;113;128;1718;51;6975;500;-20;-41;1,261;5.7;7.06;-1.94;209.1;-1.94;336;-21;2017-07-28;86;1460;71;1482081;35458;24560;14110;1216079;2017-07-28;48;123466;8914;2017-08-01;;11415;4309;2017-08-01
Teamleader;26146;170;170;2017-11-28;;81;112;70;90;71;1282;67;65;59273;-4113;-6018;12.7;10;4.22;-5.381;1.26;-5.381;50986;-1690;2017-07-28;77;54273;60;2030974;1811;1610;1259;2030898;2017-07-28;0;23306;16;2017-08-01;;226;56;2017-08-01
ABCrm;26148;;;;;32;64;0;25;64;;;1;;;;;;;;;;;;2017-07-28;13;29407307;36;22;6;6;6;20;2017-07-28;;;;;;106;8;2017-08-01
ActiveColab;26149;5;5;2017-01-19;;85;128;73;67;94;1915;44;390;37376;1305;987;21.7;-1.37;4.15;-6.109;2.11;-6.109;32853;2408;2017-07-28;81;37752;61;48777;2607;2394;2026;39765;2017-07-28;0;6528;81;2017-08-01;;8406;4465;2017-08-01
"Agile CRM";26153;137;137;2017-11-28;;89;122;77;77;98;2402;32;105;27297;-1449;-1810;25.3;7;9.19;4;5.45;4;14065;-1066;2017-07-28;51;20485;63;20540;911;910;772;17822;2017-07-28;0;4495;46;2017-08-01;;7610;914;2017-08-01
Asana;26154;360;360;2017-11-28;;112;145;118;89;106;6611;3;1661;578;21;14;1,113;-1.54;6.4;-7.381;167.3;-7.381;416;30;2017-07-28;86;5514;67;85090;13883;11333;7908;65348;2017-07-28;0;0;0;2017-08-01;;27618;14936;2017-08-01
Batchbook;26155;8;8;2017-11-28;;73;123;47;62;90;3144;20;207;213173;2149;-2029;2.5;-1.81;5.2;-9.043;0.31;-9.043;160393;12294;2017-07-28;56;53248;60;8600;1376;1189;1026;6812;2017-07-28;0;5158;4;2017-08-01;;6079;370;2017-08-01
BedeskExpress;26156;;;;;43;92;12;25;77;;;107;4123445;522846;402627;0.08;-14.29;1;-8.633;0;-8.633;5382528;760461;2017-07-28;14;3650050;46;361;13;10;10;309;2017-07-28;0;0;0;2017-08-01;;177;0;2017-08-01
Bexio;26158;40;40;2017-11-28;;76;114;62;70;82;1526;58;53;71747;3556;4507;8.1;-5.354;11;0.5;2.11;0.5;32918;1619;2017-07-28;38;146530;56;11908;382;345;278;5914;2017-07-28;0;2448;48;2017-08-01;;1271;1019;2017-08-01
Billings;26159;32;32;2017-11-28;;74;118;41;69;101;1531;57;405;310987;48864;51636;1.9;-21.69;2.6;2;0.12;2;348003;50989;2017-07-28;55;75282;58;43033;2834;2482;2042;26046;2017-07-28;0;1010;18;2017-08-01;;9748;1575;2017-08-01
"BPM Online";26161;150;150;2017-11-28;;81;119;63;77;88;2649;27;158;93560;-9687;-9874;7.27;10;4.5;7;0.77;7;77346;-11760;2017-07-28;53;180165;56;101394;1304;1176;917;73057;2017-07-28;6;9274;1256;2017-08-01;;1360;229;2017-08-01
Capsule;26165;;;;;67;82;77;25;85;1125;73;298;19963;232;-41;31.2;2;17;-2.81;12.4;-2.81;6322;156;2017-07-28;56;59433;59;19059;1359;1282;1086;18466;2017-07-28;;;;;;3125;247;2017-08-01
Charibase;26167;30;30;2017-10-28;;49;73;0;69;84;;;8;14469184;2602968;1834461;0.01;-20;2;-30.16;0;-30.16;14397050;3460015;2017-07-28;34;1973467;48;34263;129;109;104;34238;2017-07-28;;;;;;705;43;2017-08-01
Clarizen;26170;200;200;2017-11-28;;84;120;68;87;85;1857;46;977;47663;-3400;-3580;15.6;8;5.02;5;1.84;5;36867;-3832;2017-07-28;56;142528;56;20884;1413;1245;1087;18563;2017-07-28;0;3444;8;2017-08-01;;9533;120;2017-08-01
Datafakt;26174;;;;;32;77;0;25;56;;;1;5549807;;;0.03;0;7;0;0.01;0;3252374;;2017-07-28;12;91195380;22;48;12;9;9;48;2017-07-28;0;38;0;2017-08-01;;17;0;2017-08-01
Daylite;26176;32;32;2017-11-28;;74;118;41;69;101;1531;57;405;310987;48864;51636;1.9;-21.69;2.6;2;0.12;2;348003;50989;2017-07-28;55;75282;58;43033;2834;2482;2042;26046;2017-07-28;0;1010;18;2017-08-01;;9748;1575;2017-08-01
Debitoor;26178;10;10;2017-11-28;;78;116;70;63;82;2014;41;51;57481;11926;7281;14.4;-13.17;3.12;-34.04;1.05;-34.04;59491;22766;2017-07-28;41;388365;53;11514;377;374;338;6884;2017-07-28;0;0;0;2017-08-01;;1209;713;2017-08-01
Deskflow;26179;5;5;2017-01-19;;45;102;0;59;60;;;1;10992379;-14554166;-15121630;0.02;300;1;0;0;0;13613926;-12688457;2017-07-28;9;57429402;30;15;9;9;9;15;2017-07-28;0;1076;1;2017-08-01;;432;1;2017-08-01
Digitaalkantoor;26181;10;10;2017-11-28;;54;112;0;63;88;;;19;4647479;2496670;2569207;0.05;-63.462;3;-30.03;0;-30.03;4449863;2616469;2017-07-28;31;910455;50;1315;163;134;126;1297;2017-07-28;0;0;0;2017-08-01;;1253;0;2017-08-01
DigitaleFactuur;26182;;;;;30;102;17;25;11;;;1;2251430;-343157;-314551;0.2;20;1.1;-2.56;0.01;-2.56;3254546;-423334;2017-07-28;0;0;0;0;0;0;0;0;2017-07-28;0;783;1;2017-08-01;;305;54;2017-08-01
Dolibarr;26183;390;390;2017-11-28;;84;119;58;83;100;2030;41;2501;155040;34315;38128;4;-26.55;4.1;-1.69;0.38;-1.69;135295;30380;2017-07-28;55;37471;61;38478;1395;1229;1084;28762;2017-07-28;0;34744;17;2017-08-01;;283;6;2017-08-01
Efficy;26186;60;60;2017-11-28;;68;85;31;84;96;564;93;56;822428;155015;162366;0.56;-25.09;2.5;1;0.03;1;887674;150796;2017-07-28;39;605047;52;3084;369;314;284;2968;2017-07-28;8;282;2;2017-08-01;;102;0;2017-08-01
Emnis;26187;30;30;2017-11-28;;36;0;0;69;75;;;6;11065742;;;0.02;0;2;0;0;0;12158135;;2017-07-28;32;3607504;46;598;97;85;79;588;2017-07-28;;;;;;;;
Factusol;26190;60;60;2017-11-28;;64;121;22;75;79;;;5;;;;;;;;;;;;2017-07-28;20;16230314;40;42;19;20;18;42;2017-07-28;653;14551;284;2017-08-01;;2628;5790;2017-08-01
Factuursturen.be;26191;;;;;32;94;0;25;46;543;94;24;580059;111686;130584;0.73;-24.86;5;-1.58;0.09;-1.58;442725;85801;2017-07-28;14;1452629;49;9;7;7;7;8;2017-07-28;0;0;0;2017-08-01;;94;30;2017-08-01
Flowcrm;26192;30;30;2017-11-28;;56;96;12;69;83;1392;49;18;3291748;-1095309;-1106778;0.12;60;1;-14.29;0;-14.29;4787851;-1055152;2017-07-28;23;1374600;49;27378;61;43;41;27377;2017-07-28;9;132;0;2017-08-01;;337;110;2017-08-01
Forcemanager;26193;100;100;2017-11-28;;68;117;31;85;74;1986;42;73;333282;-51689;-41640;1.5;10;4.6;20;0.16;20;268285;-80121;2017-07-28;33;2065181;48;3266;140;150;141;2261;2017-07-28;10;6258;5;2017-08-01;;1207;217;2017-08-01
Freshbooks;26194;290;290;2017-11-28;;101;137;93;81;110;1767;49;2184;5384;427;380;159;-3.12;4.6;-8.184;17.14;-8.184;4559;535;2017-07-28;85;4287;68;1195946;11909;9051;6377;880667;2017-07-28;0;0;0;2017-08-01;;20413;5969;2017-08-01
Aareon;26197;;;;;41;0;35;35;81;;;17;2308564;792904;787185;0.14;-42.22;2.5;-15.07;0.01;-15.07;2381899;894115;2017-07-28;34;568496;52;11006;170;162;135;8719;2017-07-28;;;;;;;;
HQLabs;26198;5;5;2017-01-19;;63;103;29;62;87;608;92;26;832453;204587;107475;0.58;-17.69;2.1;-45.84;0.03;-45.84;978120;433220;2017-07-28;32;1314541;49;24190;132;118;101;24072;2017-07-28;0;2189;55;2017-08-01;;360;159;2017-08-01
iMuis;26199;15;15;2017-11-28;;57;106;0;65;100;;;34;3235037;1064639;778072;0.1;-32.73;2;-40.4;0;-40.4;3782144;1711285;2017-07-28;40;66406;59;21349;272;237;215;20990;2017-07-28;8;296;18;2017-08-01;;953;25;2017-08-01
"Infusion Soft";26200;700;700;2017-11-28;;116;142;113;92;128;1562;56;2238;723;71;62;1,128;-9.102;2.72;1;72;1;999;92;2017-07-28;84;700;74;348798;7282;5923;4354;153072;2017-07-28;786;176601;3941;2017-08-01;;30348;8468;2017-08-01
Insusoft;26201;75;75;2017-11-28;;51;47;13;74;86;883;83;86;5111377;2721533;2578191;0.04;-56.757;3;-59.463;0;-59.463;4325203;2987275;2017-07-28;18;1196273;49;11084;71;23;21;11078;2017-07-28;;;;;;1;0;2017-08-01
Isiigo;26202;;;;;41;95;13;29;62;;;5;9562852;-2542328;-2369208;0.02;50;1;0;0;0;12147138;-2639567;2017-07-28;18;39326717;34;97;23;23;22;43;2017-07-28;0;46;0;2017-08-01;;295;21;2017-08-01
itool.com;26203;15;15;2017-11-28;;58;98;13;65;91;1053;67;58;1480713;154696;168178;0.33;-18.12;1.2;9;0.01;9;2143786;125332;2017-07-28;41;1308488;49;1652;503;251;218;1586;2017-07-28;2;124;2;2017-08-01;;1065;95;2017-08-01
King;26204;75;75;2017-11-28;;65;113;17;74;95;;;22;5723837;2946029;2787623;0.05;-61.364;2;-16.5;0;-16.5;6376156;3280327;2017-07-28;41;313315;54;17194;318;263;238;16532;2017-07-28;26;1732;46;2017-08-01;;4717;49;2017-08-01
Koalaboox;26205;5;5;2017-09-28;;64;102;52;59;65;1935;43;49;309570;69153;83878;1.4;-26.15;8.8;-16.38;0.29;-16.38;169006;53212;2017-07-28;13;4909677;45;6;4;5;5;6;2017-07-28;1;1328;71;2017-08-01;;307;91;2017-08-01
"Less Annoying CRM";26206;16;16;2017-11-28;;73;107;61;65;76;2230;36;59;85729;6043;2038;9.25;-2.98;2.8;-17.42;0.6;-17.42;94799;15834;2017-07-28;41;618812;52;1929;359;364;338;1441;2017-07-28;37;1519;4;2017-08-01;;642;564;2017-08-01
Liquidplanner;26207;70;70;2017-11-28;;83;128;69;73;85;2388;32;323;42428;2554;1542;21.8;-2.96;2.49;-9.455;1.27;-9.455;50631;5629;2017-07-28;57;157144;56;22365;1672;1534;1329;14889;2017-07-28;179;18657;17;2017-08-01;;6799;254;2017-08-01
Sage;26208;15;15;2017-09-28;;101;137;100;82;100;;;;;;;;;;;;;;;;;;;;;;;;;4325;598827;355;2017-08-01;;3344;595;2017-08-01
Logidrive;26209;15;15;2017-11-28;;52;98;0;65;87;3666;16;11;;;;;;;;;;;;2017-07-28;24;965282;50;138;47;39;37;118;2017-07-28;1;592;0;2017-08-01;;312;14;2017-08-01
MacFour;26210;;;;;21;0;0;25;60;;;1;;;;;;;;;;;;2017-07-28;19;53288603;31;177;23;20;20;177;2017-07-28;;;;;;;;
Malinko;26212;5;5;2017-11-28;;44;71;11;59;60;1707;41;31;341378;-380579;-579310;0.95;140;36;30;0.79;30;75497;-114780;2017-07-28;34;9146556;42;1128;100;102;100;1126;2017-07-28;;;;;;1001;13;2017-08-01
Maximizer;26213;154;154;2017-11-28;;79;120;43;85;99;1091;75;240;351966;-12312;10167;1.7;-5.596;2.1;30;0.09;30;432575;-75849;2017-07-28;53;124119;57;55549;1129;1063;937;6782;2017-07-28;19;1290;2;2017-08-01;;14767;454;2017-08-01
MKB-logic;26214;5;5;2017-11-28;;36;0;0;59;84;;;16;;;;;;;;;;;;2017-07-28;24;1034834;50;9598;48;34;33;9514;2017-07-28;;;;;;;;
Mycosuite;26216;5;5;2017-11-28;;42;69;0;61;65;;;23;6939346;-1532782;-1396249;0.03;30;2;6;0;6;7269846;-1645155;2017-07-28;23;25798505;37;1234;43;45;44;786;2017-07-28;;;;;;207;0;2017-08-01
Netsuite;26217;4603;4603;2017-11-28;635794669.65;115;141;103;115;118;2729;26;2888;2679;-266;-332;266;11;7.46;0.7;46.61;0.7;1570;-164;2017-07-28;82;2749;69;3651000;7211;5638;4293;1033425;2017-07-28;0;12329;68;2017-08-01;;20412;2433;2017-08-01
Nimble;26219;1000;1000;2017-11-28;;86;130;64;88;91;2212;36;775;65841;3771;1661;10.2;-2.65;6.08;-13.39;1.46;-13.39;44865;6322;2017-07-28;81;40644;60;33632;2904;2643;2133;31031;2017-07-28;0;0;0;2017-08-01;;49261;7277;2017-08-01
"Paymo Timetracking";26223;22;22;2017-11-28;;76;118;61;67;80;2564;29;94;59075;-7373;-7238;14.4;15;2.79;4;0.94;4;65160;-9961;2017-07-28;48;182129;56;3007;509;514;473;2156;2017-07-28;0;0;0;2017-08-01;;6455;92;2017-08-01
Perfectview;26225;15;15;2017-11-28;;31;0;0;69;54;1645;48;60;1027325;-411100;-491423;0.45;70;2.1;-20.61;0.02;-20.61;1209433;-284097;2017-07-28;44;603556;52;23147;368;340;313;19034;2017-07-28;;;;;;;;
"Pipeline Deals";26226;29;29;2017-11-28;;78;121;60;73;83;2169;37;751;67748;-12378;-16723;8.59;21;11.3;5;2.29;5;30682;-6830;2017-07-28;52;197639;55;20101;963;910;843;18865;2017-07-28;95;10703;8;2017-08-01;;3696;1725;2017-08-01
ProAd;26228;;;;;56;104;33;28;90;324;98;41;517494;-19856;-38576;1.1;8;1.9;-13.12;0.05;-13.12;658328;17636;2017-07-28;29;602566;52;3229;100;97;85;3087;2017-07-28;0;1905;11;2017-08-01;;562;24;2017-08-01
Projectfacts;26229;;;;;38;91;0;25;72;;;2;7751216;;;0.02;0;4.7;0;0;0;5510464;;2017-07-28;7;8581073;43;1;1;1;1;1;2017-07-28;0;0;0;2017-08-01;;124;1;2017-08-01
Reviso;26231;;;;;56;50;58;25;89;997;78;25;147250;-6432;-18492;4.3;10;3.8;-23.79;0.39;-23.79;134386;15008;2017-07-28;41;244054;55;43614;825;682;567;35333;2017-07-28;;;;;;3;0;2017-08-01
"Salary book";26233;;;;;36;103;0;25;59;;;4;;;;;;;;;;;;2017-07-28;24;68931696;27;69;31;35;35;61;2017-07-28;0;0;0;2017-08-01;;584;32;2017-08-01
Smartsheet;26235;730;730;2017-11-28;;101;128;98;86;107;1533;57;706;2887;-197;-105;378;7.5;1.7;2;15.1;2;5137;-519;2017-07-28;81;6694;67;134010;4361;3840;2933;121401;2017-07-28;0;10765;170;2017-08-01;;13606;5393;2017-08-01
Snelstart;26236;120;120;2017-11-28;;72;117;33;76;94;1022;77;134;767733;150611;135917;0.58;-21.9;3;-15.77;0.04;-15.77;766616;196459;2017-07-28;50;52843;60;13623;782;692;540;10449;2017-07-28;24;2697;125;2017-08-01;;3463;1347;2017-08-01
Streamtime;26237;15;15;2017-11-28;;67;114;36;73;78;1601;55;41;623677;230002;237277;0.78;-44.7;2.7;-3.53;0.05;-3.53;658546;241886;2017-07-28;36;2018414;48;2069;167;179;175;1774;2017-07-28;0;547;5;2017-08-01;;6277;994;2017-08-01
Thinx;26239;;;;;27;44;0;25;56;;;;;;;;;;;;;;;2017-07-28;3;86939520;23;3;2;2;2;3;2017-07-28;;;;;;2;0;2017-08-01
Toggl;26241;39;39;2017-11-28;;94;132;95;70;95;1805;48;609;3504;37;-36;290;3.2;2.2;-8.714;15;-8.714;5179;343;2017-07-28;82;14427;64;32703;4315;3811;2962;31976;2017-07-28;0;11843;1054;2017-08-01;;20273;4663;2017-08-01
