name;id;"employees (lower bound)";"employees (upper bound)";employee_date;revenue;"datascouts score";social_score;traction_score;business_size_score;seo_score;median_load_time;median_load_time_percentile;incoming_links_count;alexa_rank;alexa_rank_change;reach_alexa_rank_change;reach_per_million;reach_per_million_change_percentile;page_views_per_user;page_views_per_user_change_percentile;page_views_per_million;page_views_per_million_change_percentile;page_views_alexa_rank;page_views_alexa_rank_change;alexa_date;rank;top_rank;domain_rating;backlinks_count;referring_domains_count;referring_ips_count;referring_class_c_count;referring_pages_count;ahrefs_date;checkins_count;likes_count;talking_about_count;facebook_date;listed_count;tweet_count;favourites_count;twitter_date
CoManage;26107;5;5;2017-11-28;;51;66;40;59;50;657;89;15;448978;-120033;-108213;0.8;20;12;60;0.22;60;202491;-139617;2017-09-29;11;19640486;38;9;4;5;5;9;2017-09-29;;;;;;132;13;2017-10-03
Evoliz;26109;;;;;58;103;56;25;67;818;85;138;162339;21563;10823;3.4;-8.543;5.3;-36.46;0.42;-36.46;122082;42339;2017-09-29;9;1626252;48;66;24;24;24;66;2017-09-29;0;0;0;2017-10-03;;824;2;2017-10-03
"Exact Online";26110;2190;2190;2017-11-28;241309773.6;100;126;76;108;112;1439;61;276;86846;8341;10011;9.22;-16.13;2.4;10;0.52;10;104073;5826;2017-09-27;18;20846;63;414;67;70;69;316;2017-09-29;1011;29111;277;2017-10-03;;3379;863;2017-10-03
FattureInCloud;26111;5;5;2017-11-28;;60;13;80;59;60;870;84;58;22526;-4246;-5781;29.2;18;11.1;4;7.55;4;10119;-2169;2017-09-27;21;436962;53;114;22;22;22;58;2017-09-29;;;;;;;;
Freshdesk;26115;990;990;2017-11-28;;113;134;105;97;127;2756;26;5454;1823;-421;-516;394;20;5.61;-6.811;51.44;-6.811;1360;-192;2017-09-27;81;910;73;909213;6078;2953;2349;249535;2017-09-29;0;70157;295;2017-10-03;;8970;1331;2017-10-03
Harvest;26116;59;59;2017-11-28;;98;136;94;81;100;952;80;774;25231;657;852;41.4;-5.416;1.86;2;1.8;2;36638;385;2017-09-27;51;17289;63;5338;651;635;568;2749;2017-09-29;124;42173;21;2017-10-03;;25280;4562;2017-10-03
Highrise;26117;5;5;2017-11-28;;76;78;76;59;92;1703;52;618;19725;-1553;-1989;34.5;6;9.96;4;7.99;4;9595;-993;2017-09-27;82;24533;62;37359;3895;3294;2672;18382;2017-09-29;;;;;;1268;190;2017-10-03
Hubspot;26118;2271;2271;2017-11-28;232449040.95;125;158;119;107;134;1703;52;33989;561;-22;-47;1,087;2.4;7.41;6.9;187.5;6.9;360;-43;2017-09-27;80;333;76;39641;3056;2411;1895;20079;2017-09-29;6913;1510205;9354;2017-10-03;;75629;26128;2017-10-03
"Ines CRM";26119;45;45;2017-11-28;;62;108;27;80;67;669;91;44;533731;176462;138102;0.91;-30.86;3;-44.26;0.06;-44.26;538714;277647;2017-09-29;8;2068172;48;1570;67;68;67;1004;2017-09-29;1;125;5;2017-10-03;;5550;521;2017-10-03
Insightly;26120;150;150;2017-11-28;;94;129;86;86;94;1361;64;378;36913;1393;1752;26.3;-7.901;2.03;5;1.24;5;50003;856;2017-09-27;29;26677;62;2748;481;458;407;2344;2017-09-29;54;35064;38;2017-10-03;;8299;1190;2017-10-03
Julitec;26121;;;;;45;91;12;25;83;811;82;12;1536955;-743726;-618299;0.23;50;2.7;40;0.02;40;1549124;-1064958;2017-09-27;13;1405312;49;28;7;7;7;28;2017-09-29;2;230;1;2017-10-03;;136;6;2017-10-03
Moneybird;26123;15;15;2017-11-28;;63;83;47;65;73;587;93;79;208379;74578;66759;2.9;-36.2;3.3;-35.8;0.22;-35.8;204392;102753;2017-09-29;12;272376;54;179;52;53;51;168;2017-09-29;;;;;;5329;573;2017-10-03
Odoo;26124;356;356;2017-11-28;;104;131;88;96;118;2510;30;2256;9897;-628;-548;79;3;6.06;5;11.1;5;6853;-704;2017-09-27;27;5167;67;1379966;398;354;331;1360241;2017-09-29;0;35008;241;2017-10-03;;3619;550;2017-10-03
"Oro CRM";26125;360;360;2017-11-28;;75;112;44;85;89;3017;22;138;204610;-11495;-11191;2.7;4;4.3;5;0.28;5;171271;-14211;2017-09-27;12;205486;55;276;54;58;57;229;2017-09-29;0;741;6;2017-10-03;;1790;454;2017-10-03
Pipedrive;26126;280;280;2017-11-28;;99;131;98;86;95;1392;63;377;3601;-261;-422;180;5.7;12.1;0.8;50.51;0.8;1387;-106;2017-09-27;33;25796;62;17167;433;437;404;10039;2017-09-29;3;43717;727;2017-10-03;;8574;1334;2017-10-03
Podio;26127;9600;9600;2017-11-28;2932358630.25;98;87;95;104;104;1050;77;575;5183;266;369;132;-5.669;10.4;-0.573;32.06;-0.573;2302;150;2017-09-27;83;4245;68;845877;11791;9531;6930;601991;2017-09-29;;;;;;4034;992;2017-10-03
Prosperworks;26128;150;150;2017-11-28;;82;112;72;77;84;3084;21;115;32554;-2188;-1883;20.6;2;8.54;13;4.09;13;17680;-2673;2017-09-29;13;124259;57;184;55;57;57;150;2017-09-29;141;2063;384;2017-10-03;;1165;516;2017-10-03
salesforce;26131;25000;25000;2017-11-28;7199063474.4;139;153;141;128;140;1420;62;10150;124;-13;-21;3,872;6.6;19.4;-4.06;1,748;-4.06;47;1;2017-09-27;42;645;74;157710;12200;10565;5326;151152;2017-09-29;5167;666519;9601;2017-10-03;;50981;7484;2017-10-03
"SAP SE";26132;84180;84180;2017-11-28;20604527580;130;149;106;137;147;3018;22;15378;1835;28;16;424;-2.47;4.14;-1.66;40.83;-1.66;1746;60;2017-09-27;28;951;73;170262;2340;1909;1681;162480;2017-09-29;15582;887319;3235;2017-10-03;;18240;1410;2017-10-03
Sellf;26133;96;96;2017-11-28;;70;116;47;75;69;2170;37;71;617010;153797;130988;0.92;-29.84;1.6;-7.429;0.03;-7.429;845877;225905;2017-09-29;8;1917904;48;1777;232;240;219;1690;2017-09-29;0;6487;2;2017-10-03;;1878;1080;2017-10-03
Sellsy;26134;28;28;2017-11-28;;77;110;62;72;83;1713;52;50;93826;-78611;-76296;9.3;110;1.8;-4.813;0.39;-4.813;131148;-100136;2017-09-27;29;192822;55;409;95;108;104;391;2017-09-29;0;568;1;2017-10-03;;1799;3738;2017-10-03
Simplicate;26135;21;21;2017-11-28;;64;103;44;71;62;1866;46;30;647101;-198468;-174392;0.57;30;7;50;0.09;50;402887;-250765;2017-09-29;16;2329222;47;51;11;11;11;33;2017-09-29;15;319;13;2017-10-03;;348;291;2017-10-03
SugarCRM;26136;450;450;2017-11-28;;98;129;77;98;111;1449;61;2203;48210;4653;3026;15.7;-8.767;4.15;-17.82;1.52;-17.82;42265;8639;2017-09-27;22;9806;65;3701;533;464;418;3530;2017-09-29;374;7752;92;2017-10-03;;14246;1096;2017-10-03
SumaCRM;26137;5;5;2017-11-28;;63;77;59;59;67;1328;66;77;106700;6641;9804;6.1;-11.98;4.3;10;0.61;10;91325;845;2017-09-27;9;813327;51;127;53;54;52;119;2017-09-29;;;;;;701;5294;2017-10-03
Teamwork;26138;110;110;2017-11-28;;99;130;98;84;100;1481;60;276;4105;-524;-674;186;11;6.11;1;26.49;1;2815;-363;2017-09-27;44;21940;62;5069;408;333;310;1934;2017-09-29;0;23741;77;2017-10-03;;7267;2556;2017-10-03
Timechimp;26139;5;5;2017-11-28;;56;87;34;59;66;;;15;946368;92915;119750;0.46;-17.07;2.5;10;0.03;10;1017911;41398;2017-09-27;10;4988945;44;2;2;2;2;2;2017-09-29;0;144;1;2017-10-03;;76;10;2017-10-03
Visma;26140;4940;4940;2017-11-28;763941160.5;91;75;73;112;105;1004;78;540;42940;-45;-215;19.2;-1.72;3.21;-2.73;1.44;-2.73;44190;1067;2017-09-27;14;9058;66;1557;62;62;62;1515;2017-09-29;;;;;;495;10;2017-10-03
Vtiger;26141;104;104;2017-11-28;;87;115;69;81;102;1958;43;993;41399;1029;407;21.2;-3.76;2.68;-5.3;1.32;-5.3;47595;3015;2017-09-27;20;16874;63;9152;464;427;392;7882;2017-09-29;13;4118;14;2017-10-03;;882;46;2017-10-03
Wefact;26142;5;5;2017-11-28;;62;101;26;59;91;537;93;34;2044138;232833;-8456;0.19;-1.41;1.6;-40.22;0.01;-40.22;2581039;763078;2017-09-29;11;130309;57;36;15;13;13;36;2017-09-29;1;214;3;2017-10-03;;442;6;2017-10-03
WhiteWorks;26143;6700;6700;2017-01-12;;64;99;13;101;78;1722;42;9;1058598;-102622;-119732;0.54;20;1.1;-10.74;0.01;-10.74;1666756;-66683;2017-09-29;9;2394973;47;17;5;5;5;17;2017-09-29;8;661;5;2017-10-03;;300;3;2017-10-03
Wrike;26144;430;430;2017-11-28;;98;128;95;87;96;4308;10;718;4568;-282;-264;170;2;5.97;11;23.59;11;3202;-486;2017-09-27;18;17175;63;3357;446;425;394;3216;2017-09-29;0;14518;80;2017-10-03;;11482;1425;2017-10-03
Zoho;26145;5080;5080;2017-11-28;;123;138;120;113;128;1835;47;7291;462;-68;-88;1,315;11;7.04;0;215.5;0;322;-41;2017-09-27;80;1404;72;297159;4148;2512;2110;212915;2017-09-29;48;135329;9138;2017-10-03;;11440;4344;2017-10-03
Teamleader;26146;170;170;2017-11-28;;81;112;70;90;71;1116;74;61;52844;-7463;-7688;13.8;10;4.54;7;1.46;7;43743;-7977;2017-09-27;16;221823;55;64;22;26;26;64;2017-09-29;0;25929;64;2017-10-03;;233;57;2017-10-03
ABCrm;26148;;;;;32;64;0;25;64;;;1;;;;;;;;;;;;2017-09-29;8;29263567;36;13;2;2;2;13;2017-09-29;;;;;;106;8;2017-10-03
ActiveColab;26149;5;5;2017-01-19;;85;128;73;67;94;1896;45;400;36313;-2107;-3037;22;6;3.96;-5.489;2.02;-5.489;33123;-366;2017-09-27;81;35016;61;53250;2915;2502;2094;41671;2017-09-29;0;7030;34;2017-10-03;;8444;4473;2017-10-03
"Agile CRM";26153;137;137;2017-11-28;;89;122;77;77;98;3135;20;108;24864;-5437;-6847;26.8;20;9.87;7;6.16;7;12160;-3335;2017-09-27;16;17782;63;527;98;109;102;447;2017-09-29;0;4787;97;2017-10-03;;7682;914;2017-10-03
Asana;26154;360;360;2017-11-28;;112;145;118;89;106;5854;4;1734;581;2;-27;1,087;-0.514;6.67;5.7;168.9;5.7;400;-35;2017-09-27;86;5064;68;112789;14769;11665;8108;67469;2017-09-29;493;214235;1830;2017-10-03;;27699;14957;2017-10-03
Batchbook;26155;8;8;2017-11-28;;73;123;47;62;90;3170;20;211;253689;19007;22334;2;-11.23;5;0.8;0.23;0.8;195687;14325;2017-09-27;16;59878;59;8622;1538;1201;1027;6807;2017-09-29;0;5151;1;2017-10-03;;6080;370;2017-10-03
BedeskExpress;26156;;;;;43;92;12;25;77;;;117;3836065;13715;271193;0.08;-9.375;2;30;0;30;4483112;-415314;2017-09-29;12;3570185;46;4;4;4;4;4;2017-09-29;0;0;0;2017-10-03;;177;0;2017-10-03
Bexio;26158;40;40;2017-11-28;;76;114;62;70;82;1372;64;58;69466;-4485;-7652;8.2;7;11;-6.86;2.02;-6.86;33144;-289;2017-09-27;23;217047;55;146;31;31;31;75;2017-09-29;0;2556;36;2017-10-03;;1274;1019;2017-10-03
Billings;26159;32;32;2017-11-28;;74;118;41;69;101;1705;52;421;310107;-8014;-13181;1.9;2;2.5;-4.962;0.11;-4.962;353756;2707;2017-09-27;17;75978;58;2002;404;399;369;1840;2017-09-29;0;1021;29;2017-10-03;;9773;1574;2017-10-03
"BPM Online";26161;150;150;2017-11-28;;81;119;63;77;88;2127;39;166;84383;-17270;-24356;8.1;28;4.22;-15.6;0.8;-15.6;72934;-5835;2017-09-27;15;177369;56;1672;94;97;90;1440;2017-09-29;6;12223;3434;2017-10-03;;1361;231;2017-10-03
Capsule;26165;;;;;67;82;77;25;85;1156;72;302;22036;1791;1476;27.9;-7.067;15.7;-13.71;10.2;-13.71;7452;1388;2017-09-27;56;64099;59;12404;1574;1349;1136;7344;2017-09-29;;;;;;3127;247;2017-10-03
Charibase;26167;30;30;2017-10-28;;49;73;0;69;84;;;9;5710876;-7652648;-9234481;0.04;400;3;-18.35;0;-18.35;5383167;-5855283;2017-09-22;11;2093535;48;3;3;3;3;3;2017-09-29;;;;;;711;43;2017-10-03
Clarizen;26170;200;200;2017-11-28;;84;120;68;87;85;1825;48;1352;49313;701;818;14.6;-4.49;4.97;2;1.69;2;38577;140;2017-09-27;11;160788;56;1153;90;89;86;1086;2017-09-29;0;3458;7;2017-10-03;;9540;120;2017-10-03
Datafakt;26174;;;;;32;77;0;25;56;;;1;;;;;;;;;;;;2017-09-29;5;91842184;22;107;10;7;7;107;2017-09-29;0;38;0;2017-10-03;;17;0;2017-10-03
Daylite;26176;32;32;2017-11-28;;74;118;41;69;101;1705;52;421;310107;-8014;-13181;1.9;2;2.5;-4.962;0.11;-4.962;353756;2707;2017-09-27;17;75978;58;2002;404;399;369;1840;2017-09-29;0;1021;29;2017-10-03;;9773;1574;2017-10-03
Debitoor;26178;10;10;2017-11-28;;78;116;70;63;82;1960;43;52;52262;-2950;-2373;14.9;2;3.62;8;1.25;8;49816;-5048;2017-09-27;41;335756;54;10994;416;410;369;8180;2017-09-29;0;15413;10;2017-10-03;;1212;713;2017-10-03
Deskflow;26179;5;5;2017-01-19;;45;102;0;59;60;;;1;;;;;;;;;;;;2017-09-29;4;57343577;30;0;0;0;0;0;2017-09-29;0;1071;0;2017-10-03;;436;2;2017-10-03
Digitaalkantoor;26181;10;10;2017-11-28;;54;112;0;63;88;;;20;4951629;2421865;2040371;0.05;-53.659;2;-49.492;0;-49.492;5225295;3151373;2017-09-27;10;921688;50;560;69;53;51;560;2017-09-29;0;0;0;2017-10-03;;1253;0;2017-10-03
DigitaleFactuur;26182;;;;;30;102;17;25;11;;;1;4377337;1980468;1698479;0.08;-56.923;1;-8.264;0;-8.264;5908342;2537371;2017-09-29;0;0;0;0;0;0;0;0;2017-09-29;0;781;0;2017-10-03;;305;54;2017-10-03
Dolibarr;26183;390;390;2017-11-28;;84;119;58;83;100;1915;45;2861;149764;-2451;1617;4;-2.97;4.5;10;0.41;10;124580;-9510;2017-09-29;34;38630;61;1811;104;97;93;872;2017-09-29;0;34659;28;2017-10-03;;285;6;2017-10-03
Efficy;26186;60;60;2017-11-28;;68;85;31;84;96;1005;78;59;983144;168975;207286;0.42;-25.84;2.9;10;0.03;10;981849;104116;2017-09-27;18;603774;52;70;33;13;12;70;2017-09-29;9;283;32;2017-10-03;;105;0;2017-10-03
Emnis;26187;30;30;2017-11-28;;36;0;0;69;75;;;6;8080445;-10376277;-8575102;0.02;200;2;100;0;100;8245578;-11940822;2017-09-29;26;3820088;45;614;192;45;42;612;2017-09-29;;;;;;;;
Factusol;26190;60;60;2017-11-28;;64;121;22;75;79;;;6;;;;;;;;;;;;2017-09-27;7;16750312;39;1;1;1;1;1;2017-09-29;695;14651;367;2017-10-03;;2639;5789;2017-10-03
Factuursturen.be;26191;;;;;32;94;0;25;46;663;91;24;864093;321977;340582;0.44;-42.71;4.2;-20.31;0.04;-20.31;718644;315645;2017-09-29;12;1413459;49;57;10;9;9;32;2017-09-29;0;0;0;2017-10-03;;94;30;2017-10-03
Flowcrm;26192;30;30;2017-11-28;;56;96;12;69;83;1392;49;17;6041531;2835973;2503447;0.05;-60.87;1;0;0;0;8088131;3445313;2017-09-27;25;1112826;50;39978;70;58;56;39604;2017-09-29;9;131;1;2017-10-03;;338;110;2017-10-03
Forcemanager;26193;100;100;2017-11-28;;68;117;31;85;74;1278;68;73;468725;133858;143841;0.97;-33.64;4.3;-12.32;0.1;-12.32;392505;132411;2017-09-27;33;2419013;47;5632;251;260;239;3776;2017-09-29;10;6257;8;2017-10-03;;1208;219;2017-10-03
Freshbooks;26194;290;290;2017-11-28;;101;137;93;81;110;1704;52;2284;5335;-138;-317;156;3;4.6;-3.36;16.72;-3.36;4565;18;2017-09-27;28;4335;68;186437;1412;1344;1128;186273;2017-09-29;0;0;0;2017-10-03;;20530;5969;2017-10-03
Aareon;26197;;;;;41;0;35;35;81;;;17;2462658;466254;945394;0.1;-41.54;5.3;100;0.01;100;1733039;-375567;2017-09-29;11;629690;52;2;2;2;2;2;2017-09-29;;;;;;;;
HQLabs;26198;5;5;2017-01-19;;63;103;29;62;87;608;92;25;858223;56756;66130;0.54;-11.4;2.2;5;0.03;5;997066;39647;2017-09-27;12;1267434;49;13;8;8;8;8;2017-09-29;0;2581;90;2017-10-03;;361;160;2017-10-03
iMuis;26199;15;15;2017-11-28;;57;106;0;65;100;;;36;3443067;779576;1392879;0.07;-44.68;4;90;0.01;90;2839963;-184047;2017-09-29;16;65634;59;116;15;15;15;98;2017-09-29;8;305;19;2017-10-03;;954;25;2017-10-03
"Infusion Soft";26200;700;700;2017-11-28;;116;142;113;92;128;1682;53;2308;689;-39;-32;1,135;2.1;2.73;2.6;72.22;2.6;948;-70;2017-09-27;25;737;74;18532;837;767;675;18384;2017-09-29;901;182927;3001;2017-10-03;;30426;8468;2017-10-03
Insusoft;26201;75;75;2017-11-28;;51;47;13;74;86;883;83;85;12361054;7978576;8218269;0.01;-80;2;-34.91;0;-34.91;12048920;8185177;2017-09-27;13;1202261;49;7596;30;9;9;7570;2017-09-29;;;;;;1;0;2017-10-03
Isiigo;26202;;;;;41;95;13;29;62;;;6;;;;;;;;;;;;2017-09-29;18;39565440;34;97;25;24;24;44;2017-09-29;0;45;0;2017-10-03;;295;21;2017-10-03
itool.com;26203;15;15;2017-11-28;;58;98;13;65;91;1053;67;65;2398500;1083715;1157767;0.15;-60.993;2;30;0.01;30;2904341;1019992;2017-09-29;20;986060;50;50;20;20;20;50;2017-09-29;2;120;2;2017-10-03;;1075;95;2017-10-03
King;26204;75;75;2017-11-28;;65;113;17;74;95;;;24;3028097;-570271;-468490;0.09;20;3;20;0.01;20;2818430;-822725;2017-09-27;14;271673;54;7;6;6;6;7;2017-09-29;26;1788;22;2017-10-03;;4721;49;2017-10-03
Koalaboox;26205;5;5;2017-09-28;;64;102;52;59;65;1667;53;50;323131;30849;32978;1.3;-11.42;9.4;-12.07;0.28;-12.07;169037;28848;2017-09-27;18;4204850;45;61;16;16;15;55;2017-09-29;1;1463;16;2017-10-03;;307;92;2017-10-03
"Less Annoying CRM";26206;16;16;2017-11-28;;73;107;61;65;76;2106;39;60;83366;-4917;-2955;8.96;1;3.1;10;0.65;10;86797;-9113;2017-09-27;13;470612;53;198;40;42;42;170;2017-09-29;41;1548;4;2017-10-03;;645;564;2017-10-03
Liquidplanner;26207;70;70;2017-11-28;;83;128;69;73;85;2531;30;333;41808;-958;-999;21.3;-0.01;2.52;-0.4;1.25;-0.4;49745;-793;2017-09-27;13;144694;56;1028;120;134;122;923;2017-09-29;180;18800;43;2017-10-03;;6826;254;2017-10-03
Sage;26208;15;15;2017-09-28;;101;137;100;82;100;2043;41;364;23217;-1318;-2085;27.9;4;11.8;0.7;7.66;0.7;9991;-506;2017-09-27;12;53090;60;38446;848;836;707;30783;2017-09-29;4355;647127;1202;2017-10-03;;3349;596;2017-10-03
Logidrive;26209;15;15;2017-11-28;;52;98;0;65;87;3666;16;10;18865474;;;0.01;0;1;0;0;0;20064897;;2017-09-29;13;734988;51;9;4;4;4;9;2017-09-29;1;589;4;2017-10-03;;312;14;2017-10-03
MacFour;26210;;;;;21;0;0;25;60;;;1;;;;;;;;;;;;2017-09-29;6;52828146;31;1;1;1;1;1;2017-09-29;;;;;;;;
Malinko;26212;5;5;2017-11-28;;44;71;11;59;60;1707;41;31;354998;-36219;-52273;0.87;9;36;6;0.74;6;77752;-11400;2017-09-29;16;7962586;43;48;10;11;11;48;2017-09-29;;;;;;1001;13;2017-10-03
Maximizer;26213;154;154;2017-11-28;;79;120;43;85;99;1084;75;241;347292;-18449;-28336;1.8;8;1.8;-9.744;0.08;-9.744;471328;2773;2017-09-27;11;122782;57;409;68;72;71;288;2017-09-29;20;1297;18;2017-10-03;;14809;454;2017-10-03
MKB-logic;26214;5;5;2017-11-28;;36;0;0;59;84;;;16;18319753;;;0.01;0;2;0;0;0;16520520;;2017-09-29;15;1054731;50;11;11;9;8;11;2017-09-29;;;;;;;;
Mycosuite;26216;5;5;2017-11-28;;42;69;0;61;65;;;18;8408134;2918985;3104975;0.02;-52.941;2;3;0;3;8580477;2776125;2017-09-29;10;25788803;37;692;8;7;7;669;2017-09-29;;;;;;207;0;2017-10-03
Netsuite;26217;4603;4603;2017-11-28;635794669.65;115;141;103;115;118;2707;27;3000;2540;-303;-447;275;10;7.39;-0.4;47.27;-0.4;1482;-170;2017-09-27;16;2665;69;4686;381;361;330;4126;2017-09-29;0;12581;244;2017-10-03;;20446;2431;2017-10-03
Nimble;26219;1000;1000;2017-11-28;;86;130;64;88;91;2159;38;811;69609;4495;3812;9.37;-8.042;5.85;-7.437;1.28;-7.437;48966;5736;2017-09-29;17;42278;60;1954;317;304;281;1932;2017-09-29;298;3846;30;2017-10-03;;49472;7278;2017-10-03
"Paymo Timetracking";26223;22;22;2017-11-28;;76;118;61;67;80;2178;37;95;65883;3902;6198;11.7;-12.87;3.21;15;0.88;15;67185;-1275;2017-09-29;13;179740;56;162;34;35;34;122;2017-09-29;0;1804;3;2017-10-03;;6459;97;2017-10-03
Perfectview;26225;15;15;2017-11-28;;31;0;0;69;54;1645;48;65;943779;-237418;-249018;0.49;30;2.1;-3.6;0.02;-3.6;1103331;-235296;2017-09-27;20;605186;52;129;18;20;19;105;2017-09-29;;;;;;;;
"Pipeline Deals";26226;29;29;2017-11-28;;78;121;60;73;83;2047;41;794;69692;-7125;-10467;8.13;10;11;-2.08;2.05;-2.08;32708;-2683;2017-09-29;12;191885;55;886;132;129;124;856;2017-09-29;97;10713;12;2017-10-03;;3706;1790;2017-10-03
ProAd;26228;;;;;56;104;33;28;90;324;98;41;685944;165900;135502;0.78;-27.39;1.8;-13.66;0.03;-13.66;895073;254099;2017-09-27;32;677698;51;787;99;85;82;414;2017-09-29;0;1919;5;2017-10-03;;564;24;2017-10-03
Projectfacts;26229;;;;;38;91;0;25;72;;;2;6178811;-5198169;-7268754;0.03;200;3;-48.393;0;-48.393;5397578;-2049876;2017-09-27;8;21274539;38;292;2;2;2;292;2017-09-29;0;0;0;2017-10-03;;124;1;2017-10-03
Reviso;26231;;;;;56;50;58;25;89;457;96;25;134771;-28348;-37371;4.9;30;3.3;-13.99;0.38;-13.99;133036;-13190;2017-09-27;17;235023;55;154;12;12;12;62;2017-09-29;;;;;;3;0;2017-10-03
"Salary book";26233;;;;;36;103;0;25;59;;;5;;;;;;;;;;;;2017-09-29;4;69917748;27;1;1;1;1;1;2017-09-29;0;0;0;2017-10-03;;586;33;2017-10-03
Smartsheet;26235;730;730;2017-11-28;;101;128;98;86;107;1483;60;729;2793;-200;-98;375;2.8;1.73;3.6;15.1;3.6;5056;-364;2017-09-27;22;6663;67;2674;393;367;322;2583;2017-09-29;0;10971;119;2017-10-03;;13653;5409;2017-10-03
Snelstart;26236;120;120;2017-11-28;;72;117;33;76;94;518;95;144;669874;-30882;-19384;0.64;1;3.6;10;0.05;10;605702;-61142;2017-09-27;25;51660;60;159;32;32;32;154;2017-09-29;28;2863;84;2017-10-03;;3504;1376;2017-10-03
Streamtime;26237;15;15;2017-11-28;;67;114;36;73;78;8330;1;43;447878;52913;65116;1.1;-18.46;2.9;9;0.08;9;463838;33973;2017-09-27;37;1924724;48;3411;176;192;184;2745;2017-09-29;0;588;0;2017-10-03;;6284;1008;2017-10-03
Thinx;26239;;;;;27;44;0;25;56;;;;;;;;;;;;;;;2017-09-29;1;86595683;23;0;0;0;0;0;2017-09-29;;;;;;2;0;2017-10-03
Toggl;26241;39;39;2017-11-28;;94;132;95;70;95;2546;29;639;3467;-114;-164;290;3;2.22;0;15;0;5103;-160;2017-09-29;83;13830;64;26408;4718;4077;3114;23420;2017-09-29;0;13611;2993;2017-10-03;;20350;4705;2017-10-03
Tomsplanner;26242;5;5;2017-11-28;;70;106;52;59;87;1590;56;185;124342;-1827;-4027;7.3;2;1.3;-5.674;0.23;-5.674;199373;3369;2017-09-27;12;185709;55;1047;149;140;119;996;2017-09-29;0;0;0;2017-10-03;;803;42;2017-10-03
Trello;26245;60;60;2017-11-28;;112;143;125;74;115;2173;38;4807;225;-4;-13;3,248;2.8;3.46;3;261.8;3;271;-16;2017-09-27;88;1318;72;7101216;59023;44766;26279;6445000;2017-09-29;150;88761;485;2017-10-03;;24716;18448;2017-10-03
