name;id;"employees (lower bound)";"employees (upper bound)";employee_date;revenue;"datascouts score";social_score;traction_score;business_size_score;seo_score;median_load_time;median_load_time_percentile;incoming_links_count;alexa_rank;alexa_rank_change;reach_alexa_rank_change;reach_per_million;reach_per_million_change_percentile;page_views_per_user;page_views_per_user_change_percentile;page_views_per_million;page_views_per_million_change_percentile;page_views_alexa_rank;page_views_alexa_rank_change;alexa_date;rank;top_rank;domain_rating;backlinks_count;referring_domains_count;referring_ips_count;referring_class_c_count;referring_pages_count;ahrefs_date;checkins_count;likes_count;talking_about_count;facebook_date;listed_count;tweet_count;favourites_count;twitter_date
CoManage;26107;5;5;2017-11-28;;51;66;40;59;50;657;89;15;455917;-388693;-457659;0.84;100;8.9;30;0.18;30;245933;-295729;2017-09-01;11;19434694;39;8;4;5;5;8;2017-09-01;;;;;;132;13;2017-09-05
Evoliz;26109;;;;;58;103;56;25;67;818;85;138;154959;24588;22816;3.5;-16.11;6.6;-22.18;0.53;-22.18;102136;28990;2017-09-01;11;1423021;49;73;27;26;26;73;2017-09-01;0;0;0;2017-09-05;;824;2;2017-09-05
"Exact Online";26110;2190;2190;2017-11-28;241309773.6;100;126;76;108;112;1219;70;276;87442;8889;9287;9.41;-15.38;2.3;6;0.5;6;107599;8409;2017-09-01;25;20802;63;495;72;77;76;329;2017-09-01;1011;28459;188;2017-09-05;;3379;863;2017-09-05
FattureInCloud;26111;5;5;2017-11-28;;60;13;80;59;60;904;82;58;23267;-4673;-6311;28.5;20;10.8;1;7.22;1;10618;-2255;2017-09-01;22;402103;53;137;24;24;24;69;2017-09-01;;;;;;;;
Freshdesk;26115;990;990;2017-11-28;;113;134;105;97;127;2813;25;5454;1842;-563;-735;391;27.6;5.75;-8.439;52.5;-8.439;1359;-260;2017-09-01;81;912;73;971493;5943;2972;2357;247598;2017-09-01;0;70079;286;2017-09-05;;8970;1331;2017-09-05
Harvest;26116;59;59;2017-11-28;;98;136;94;81;100;1145;73;774;24061;-958;-652;44;2;1.86;1;1.92;1;35060;-1631;2017-09-01;51;18286;63;5421;652;632;570;2772;2017-09-01;124;42217;27;2017-09-05;;25280;4562;2017-09-05
Highrise;26117;5;5;2017-11-28;;76;78;76;59;92;1549;57;618;19626;-1893;-2527;34.9;8.3;9.99;3;8.16;3;9507;-1023;2017-09-01;82;23193;62;40520;3797;3309;2689;19995;2017-09-01;;;;;;1268;190;2017-09-05
Hubspot;26118;2271;2271;2017-11-28;232449040.95;125;158;119;107;134;1783;49;33989;559;-25;-53;1,100;3.9;7.24;1.5;186.2;1.5;371;-33;2017-09-01;80;327;76;39633;3040;2406;1916;19985;2017-09-01;6796;1496575;34035;2017-09-05;;75629;26128;2017-09-05
"Ines CRM";26119;45;45;2017-11-28;;62;108;27;80;67;669;91;44;414444;61583;23804;1.2;-9.237;3.3;-39.37;0.09;-39.37;403630;145261;2017-09-01;21;2111382;48;1595;71;72;71;1029;2017-09-01;1;125;2;2017-09-05;;5550;521;2017-09-05
Insightly;26120;150;150;2017-11-28;;94;129;86;86;94;1724;51;378;36158;3093;3364;27.2;-12.57;2.05;6;1.31;6;48557;2340;2017-09-01;29;27887;62;2783;481;454;406;2383;2017-09-01;54;35009;66;2017-09-05;;8299;1190;2017-09-05
Julitec;26121;;;;;45;91;12;25;83;811;82;12;1614918;-755629;-685596;0.24;60;2.2;20;0.01;20;1789835;-972686;2017-09-01;11;1379122;49;25;5;5;5;25;2017-09-01;2;229;1;2017-09-05;;136;6;2017-09-05
Moneybird;26123;15;15;2017-11-28;;63;83;47;65;73;456;96;79;190614;69324;70270;3.1;-40.05;3.9;-23.12;0.28;-23.12;170273;76958;2017-09-01;12;284587;54;182;54;55;53;171;2017-09-01;;;;;;5329;573;2017-09-05
Odoo;26124;356;356;2017-11-28;;104;131;88;96;118;2216;36;2256;9950;-425;-213;79.6;1;6.08;8.6;11.3;8.6;6802;-804;2017-09-01;27;5411;67;1269664;395;348;329;1250174;2017-09-01;0;34615;241;2017-09-05;;3619;550;2017-09-05
"Oro CRM";26125;360;360;2017-11-28;;75;112;44;85;89;3283;19;138;192940;-12683;-15908;3;6;4.3;-0.932;0.29;-0.932;163951;-8502;2017-09-01;12;208411;55;277;56;62;61;231;2017-09-01;0;739;9;2017-09-05;;1790;454;2017-09-05
Pipedrive;26126;280;280;2017-11-28;;99;131;98;86;95;1306;66;377;3482;-516;-726;187;13;12.1;-1.23;52.6;-1.23;1351;-175;2017-09-01;40;26773;62;22823;438;445;409;13077;2017-09-01;3;41078;1370;2017-09-05;;8574;1334;2017-09-05
Podio;26127;9600;9600;2017-11-28;2932358630.25;98;87;95;104;104;1025;77;575;5155;387;413;135;-6.139;10.2;-3.04;32.35;-3.04;2282;188;2017-09-01;83;4258;68;756809;11635;9410;6857;531499;2017-09-01;;;;;;4034;992;2017-09-05
Prosperworks;26128;150;150;2017-11-28;;82;112;72;77;84;3522;16;115;32973;-2186;-2771;20.9;5;7.82;0.9;3.83;0.9;19040;-1381;2017-09-01;14;212335;55;198;63;65;64;164;2017-09-01;133;1987;47;2017-09-05;;1165;516;2017-09-05
salesforce;26131;25000;25000;2017-11-28;7199063474.4;139;153;141;128;140;1448;61;10150;124;-12;-26;3,939;9.21;19.64;-4.66;1,808;-4.66;47;2;2017-09-01;42;643;74;159634;12189;10515;5297;153426;2017-09-01;5167;662083;3407;2017-09-05;;50981;7484;2017-09-05
"SAP SE";26132;84180;84180;2017-11-28;20604527580;130;149;106;137;147;3196;20;15378;1831;52;42;428;-3.63;4.09;-3.31;40.91;-3.31;1770;102;2017-09-01;27;948;73;163899;2193;1888;1661;155224;2017-09-01;15495;865576;1552;2017-09-05;;18240;1410;2017-09-05
Sellf;26133;96;96;2017-11-28;;70;116;47;75;69;2170;37;71;517460;11873;-29523;1.2;5;1.5;-25.87;0.04;-25.87;745240;114352;2017-09-01;8;2043491;48;1580;213;228;209;1504;2017-09-01;0;6467;0;2017-09-05;;1878;1080;2017-09-05
Sellsy;26134;28;28;2017-11-28;;77;110;62;72;83;1550;57;50;103115;-57290;-57953;8.3;74;1.8;-8.122;0.35;-8.122;142257;-68093;2017-09-01;28;203334;55;432;95;101;99;414;2017-09-01;0;568;2;2017-09-05;;1799;3738;2017-09-05
Simplicate;26135;21;21;2017-11-28;;64;103;44;71;62;1312;66;30;825967;55202;92154;0.44;-13.44;5.9;10;0.06;10;568780;-4237;2017-09-01;15;2347548;47;49;9;8;8;25;2017-09-01;15;312;10;2017-09-05;;348;291;2017-09-05
SugarCRM;26136;450;450;2017-11-28;;98;129;77;98;111;1279;67;2203;46705;4440;2606;16.5;-7.497;4.2;-18.92;1.62;-18.92;40404;8143;2017-09-01;21;9333;65;3728;536;461;417;3527;2017-09-01;372;7733;71;2017-09-05;;14246;1096;2017-09-05
SumaCRM;26137;5;5;2017-11-28;;63;77;59;59;67;917;82;77;118496;19944;24798;5.5;-24.13;4.1;10;0.52;10;104104;12952;2017-09-01;9;727539;51;120;51;52;51;112;2017-09-01;;;;;;701;5294;2017-09-05
Teamwork;26138;110;110;2017-11-28;;99;130;98;84;100;1585;56;276;4180;-527;-733;187;13;5.9;-3.91;25.76;-3.91;2941;-308;2017-09-01;44;19364;63;5203;408;333;314;1933;2017-09-01;0;23738;83;2017-09-05;;7267;2556;2017-09-05
Timechimp;26139;5;5;2017-11-28;;56;87;34;59;66;;;15;828111;-51217;-34316;0.54;3;2.6;9;0.03;9;889818;-99177;2017-09-01;11;6198072;44;9;4;5;4;9;2017-09-01;0;139;7;2017-09-05;;76;10;2017-09-05
Visma;26140;4940;4940;2017-11-28;763941160.5;91;75;73;112;105;1190;71;540;42945;-156;-1090;19.6;0.9;3.18;-8.092;1.45;-8.092;44278;1970;2017-09-01;14;9855;65;1494;58;60;59;1452;2017-09-01;;;;;;495;10;2017-09-05
Vtiger;26141;104;104;2017-11-28;;87;115;69;81;102;1874;46;993;40406;965;1366;21.6;-5.623;2.85;4;1.44;4;44587;26;2017-09-01;20;17366;63;9985;465;421;388;8603;2017-09-01;13;4110;22;2017-09-05;;882;46;2017-09-05
Wefact;26142;5;5;2017-11-28;;62;101;26;59;91;537;93;34;1830932;231954;28678;0.22;-4.71;1.7;-38.75;0.01;-38.75;2307816;690517;2017-09-01;11;135371;57;41;17;14;14;41;2017-09-01;1;208;3;2017-09-05;;442;6;2017-09-05
WhiteWorks;26143;6700;6700;2017-01-12;;64;99;13;101;78;1722;42;9;1218911;-27009;-26811;0.43;0.6;1.2;-1.68;0.01;-1.68;1841127;-28395;2017-09-01;10;2371088;47;20;5;5;5;19;2017-09-01;8;661;26;2017-09-05;;300;3;2017-09-05
Wrike;26144;430;430;2017-11-28;;98;128;95;87;96;4545;9;718;4517;-449;-504;175;7.8;5.8;8.6;23.69;8.6;3226;-628;2017-09-01;18;17720;63;3374;448;428;393;3231;2017-09-01;0;14441;90;2017-09-05;;11482;1425;2017-09-05
Zoho;26145;5080;5080;2017-11-28;;123;138;120;113;128;1754;50;7291;471;-65;-85;1,304;12;7.04;0;214.6;0;324;-48;2017-09-01;80;1445;72;172206;4146;2512;2099;128911;2017-09-01;48;129625;5802;2017-09-05;;11440;4344;2017-09-05
Teamleader;26146;170;170;2017-11-28;;81;112;70;90;71;1178;71;61;54970;-8941;-10161;13.4;16;4.47;2;1.4;2;45722;-7994;2017-09-01;15;99174;58;53;21;25;25;53;2017-09-01;0;24701;14;2017-09-05;;233;57;2017-09-05
ABCrm;26148;;;;;32;64;0;25;64;;;1;;;;;;;;;;;;2017-09-01;8;29630526;36;13;2;2;2;13;2017-09-01;;;;;;106;8;2017-09-05
ActiveColab;26149;5;5;2017-01-19;;85;128;73;67;94;1795;48;400;35599;-1471;-1887;22.6;3;4.07;-1.93;2.15;-1.93;31837;-851;2017-09-01;81;37157;61;51362;2748;2471;2077;40362;2017-09-01;0;6864;150;2017-09-05;;8444;4473;2017-09-05
"Agile CRM";26153;137;137;2017-11-28;;89;122;77;77;98;2382;32;108;25205;-4758;-6044;26.9;18;9.5;4;5.97;4;12689;-2823;2017-09-01;15;18437;63;552;96;106;99;472;2017-09-01;0;4615;28;2017-09-05;;7682;914;2017-09-05
Asana;26154;360;360;2017-11-28;;112;145;118;89;106;6105;4;1734;569;-11;-29;1,113;1.5;6.52;2.5;169.6;2.5;397;-33;2017-09-01;86;5257;67;111727;14484;11604;8097;66703;2017-09-01;0;0;0;2017-09-05;;27699;14957;2017-09-05
Batchbook;26155;8;8;2017-11-28;;73;123;47;62;90;3170;20;211;221284;2768;441;2.4;-3.54;5.2;-3.32;0.29;-3.32;166006;6877;2017-09-01;16;54592;60;8866;1420;1215;1028;6971;2017-09-01;0;5154;0;2017-09-05;;6080;370;2017-09-05
BedeskExpress;26156;;;;;43;92;12;25;77;;;117;3493365;-294689;170704;0.09;-8.571;2;70;0;70;3957549;-1284858;2017-09-01;12;3645365;46;5;4;4;4;5;2017-09-01;0;0;0;2017-09-05;;177;0;2017-09-05
Bexio;26158;40;40;2017-11-28;;76;114;62;70;82;1533;58;58;70714;-310;-1547;8.1;-0.767;11;-4.65;2.05;-4.65;33161;1055;2017-09-01;23;221683;55;158;34;35;35;82;2017-09-01;0;2518;61;2017-09-05;;1274;1019;2017-09-05
Billings;26159;32;32;2017-11-28;;74;118;41;69;101;1383;63;421;328714;57058;56695;1.8;-23.19;2.5;-1.59;0.1;-1.59;376130;68230;2017-09-01;16;73091;59;1989;406;403;373;1830;2017-09-01;0;1017;8;2017-09-05;;9773;1574;2017-09-05
"BPM Online";26161;150;150;2017-11-28;;81;119;63;77;88;2083;39;166;85759;-20650;-26462;8;30;4.3;-8.511;0.81;-8.511;73071;-12773;2017-09-01;16;166864;56;1679;97;96;91;1448;2017-09-01;6;11057;468;2017-09-05;;1361;231;2017-09-05
Capsule;26165;;;;;67;82;77;25;85;1131;73;302;20717;862;467;29.8;-3.52;16.2;-10.46;11.3;-10.46;6810;821;2017-09-01;56;58609;59;15682;1447;1356;1132;8613;2017-09-01;;;;;;3127;247;2017-09-05
Charibase;26167;30;30;2017-10-28;;49;73;0;69;84;;;9;9570877;-1881092;-1424175;0.02;20;3;40;0;40;7956704;-2903632;2017-09-01;12;2317768;47;4;4;4;4;4;2017-09-01;;;;;;711;43;2017-09-05
Clarizen;26170;200;200;2017-11-28;;84;120;68;87;85;1436;61;1216;47009;-3512;-2666;15.5;3;5.17;13;1.87;13;35875;-5458;2017-09-01;11;136576;57;1251;91;92;90;1146;2017-09-01;0;3454;10;2017-09-05;;9540;120;2017-09-05
Datafakt;26174;;;;;32;77;0;25;56;;;1;15896524;8958400;4966298;0.01;-50;1;-89.97;0;-89.97;17786634;14354810;2017-09-01;7;92081886;22;66;12;9;9;66;2017-09-01;0;38;2;2017-09-05;;17;0;2017-09-05
Daylite;26176;32;32;2017-11-28;;74;118;41;69;101;1383;63;421;328714;57058;56695;1.8;-23.19;2.5;-1.59;0.1;-1.59;376130;68230;2017-09-01;16;73091;59;1989;406;403;373;1830;2017-09-01;0;1017;8;2017-09-05;;9773;1574;2017-09-05
Debitoor;26178;10;10;2017-11-28;;78;116;70;63;82;2081;40;52;54706;4484;1915;14.7;-6.079;3.21;-19.14;1.11;-19.14;55904;10991;2017-09-01;41;337960;54;12829;404;395;358;8630;2017-09-01;0;0;0;2017-09-05;;1212;713;2017-09-05
Deskflow;26179;5;5;2017-01-19;;45;102;0;59;60;;;1;16194120;2504544;2293756;0.01;-20;1;0;0;0;18006598;1579179;2017-09-01;4;58007449;30;0;0;0;0;0;2017-09-01;0;1070;4;2017-09-05;;436;2;2017-09-05
Digitaalkantoor;26181;10;10;2017-11-28;;54;112;0;63;88;;;20;4974639;2779774;2511350;0.05;-62.745;2;-45.48;0;-45.48;5271450;3385374;2017-09-01;10;928138;50;644;69;52;51;644;2017-09-01;0;0;0;2017-09-05;;1253;0;2017-09-05
DigitaleFactuur;26182;;;;;30;102;17;25;11;;;1;3241914;956109;738902;0.12;-36.23;1;-13.71;0;-13.71;4635324;1434005;2017-09-01;0;0;0;0;0;0;0;0;2017-09-01;0;782;0;2017-09-05;;305;54;2017-09-05
Dolibarr;26183;390;390;2017-11-28;;84;119;58;83;100;2207;36;2728;152288;14442;15711;4;-13.08;4.2;-1.66;0.39;-1.66;131751;14090;2017-09-01;34;38748;61;1908;111;103;100;916;2017-09-01;0;34708;57;2017-09-05;;285;6;2017-09-05
Efficy;26186;60;60;2017-11-28;;68;85;31;84;96;1005;78;59;792553;-31281;14681;0.55;-4.27;3.1;30;0.04;30;779642;-135634;2017-09-01;18;626079;52;71;31;13;12;71;2017-09-01;9;283;2;2017-09-05;;105;0;2017-09-05
Emnis;26187;30;30;2017-11-28;;36;0;0;69;75;;;6;9843974;-8798726;-6434747;0.02;100;3;200;0;200;9162868;-11427102;2017-09-01;26;3879457;45;353;52;44;41;351;2017-09-01;;;;;;;;
Factusol;26190;60;60;2017-11-28;;64;121;22;75;79;;;6;;;;;;;;;;;;2017-09-01;7;16994946;39;1;1;1;1;1;2017-09-01;674;14610;202;2017-09-05;;2639;5789;2017-09-05
Factuursturen.be;26191;;;;;32;94;0;25;46;620;92;24;794949;318017;349915;0.49;-47.09;4.3;-14.87;0.05;-14.87;648222;288163;2017-09-01;12;1425123;49;67;14;15;14;43;2017-09-01;0;0;0;2017-09-05;;94;30;2017-09-05
Flowcrm;26192;30;30;2017-11-28;;56;96;12;69;83;1392;49;17;5310397;2207981;1920018;0.06;-53.191;1;-7.207;0;-7.207;7249539;2839237;2017-09-01;24;1130243;50;34710;77;59;57;34449;2017-09-01;9;132;0;2017-09-05;;338;110;2017-09-05
Forcemanager;26193;100;100;2017-11-28;;68;117;31;85;74;2324;34;73;399708;13864;25606;1.2;-9.524;4.4;10;0.12;10;329537;-9785;2017-09-01;33;983571;50;5539;248;257;231;3436;2017-09-01;10;6256;2;2017-09-05;;1208;219;2017-09-05
Freshbooks;26194;290;290;2017-11-28;;101;137;93;81;110;1764;49;2284;5302;-66;-300;159;3.1;4.61;-5.144;17.17;-5.144;4504;65;2017-09-01;27;4325;68;316874;1424;1359;1141;316677;2017-09-01;0;0;0;2017-09-05;;20530;5969;2017-09-05
Aareon;26197;;;;;41;0;35;35;81;;;17;2136822;275861;708516;0.13;-35.62;5.3;100;0.02;100;1506261;-492126;2017-09-01;11;596301;52;2;2;2;2;2;2017-09-01;;;;;;;;
HQLabs;26198;5;5;2017-01-19;;63;103;29;62;87;608;92;25;883776;171673;90679;0.55;-15.48;2;-34.23;0.03;-34.23;1081864;366486;2017-09-01;14;1253497;49;23;9;10;10;13;2017-09-01;0;2426;101;2017-09-05;;361;160;2017-09-05
iMuis;26199;15;15;2017-11-28;;57;106;0;65;100;;;36;2857720;197027;344565;0.1;-18.18;3.1;30;0.01;30;2627543;-112280;2017-09-01;13;68526;59;98;16;16;16;94;2017-09-01;8;303;81;2017-09-05;;954;25;2017-09-05
"Infusion Soft";26200;700;700;2017-11-28;;116;142;113;92;128;1622;54;2308;693;-33;-20;1,133;0.7;2.74;3.4;72.61;3.4;956;-76;2017-09-01;25;714;74;16431;848;768;678;16292;2017-09-01;841;179205;2003;2017-09-05;;30426;8468;2017-09-05
Insusoft;26201;75;75;2017-11-28;;51;47;13;74;86;883;83;85;6893288;587309;3898;0.03;0;2;-36.59;0;-36.59;6777766;1702624;2017-09-01;14;1083935;50;6985;31;10;10;6959;2017-09-01;;;;;;1;0;2017-09-05
Isiigo;26202;;;;;41;95;13;29;62;;;6;13356641;2531568;2454320;0.01;-28.57;1;0;0;0;15738219;2168480;2017-09-01;18;39085314;34;98;24;23;23;44;2017-09-01;0;45;0;2017-09-05;;295;21;2017-09-05
itool.com;26203;15;15;2017-11-28;;58;98;13;65;91;1053;67;65;2397882;1264910;1164128;0.17;-65.922;1;10;0.01;10;3260238;1550305;2017-09-01;21;980238;50;52;22;22;22;52;2017-09-01;2;121;0;2017-09-05;;1075;95;2017-09-05
King;26204;75;75;2017-11-28;;65;113;17;74;95;;;24;4184016;883450;608101;0.07;-20.59;2;-31.22;0;-31.22;5070408;1559324;2017-09-01;14;306423;54;7;6;6;6;7;2017-09-01;26;1764;20;2017-09-05;;4721;49;2017-09-05
Koalaboox;26205;5;5;2017-09-28;;64;102;52;59;65;1639;54;50;345361;75078;75424;1.2;-22.83;8;-29.98;0.23;-29.98;199054;75080;2017-09-01;18;4958346;45;73;18;18;17;67;2017-09-01;1;1463;16;2017-09-05;;307;92;2017-09-05
"Less Annoying CRM";26206;16;16;2017-11-28;;73;107;61;65;76;2161;37;60;83778;-2579;-5317;9.28;4;2.8;-8.766;0.61;-8.766;91846;2708;2017-09-01;13;484401;52;207;42;43;43;179;2017-09-01;41;1531;7;2017-09-05;;645;564;2017-09-05
Liquidplanner;26207;70;70;2017-11-28;;83;128;69;73;85;2434;31;333;41449;-1267;-1502;21.8;2;2.53;-1.56;1.29;-1.56;49105;-922;2017-09-01;13;152647;56;1085;128;141;131;976;2017-09-01;180;18744;62;2017-09-05;;6826;254;2017-09-05
Sage;26208;15;15;2017-09-28;;101;137;100;82;100;1826;47;364;22912;-1603;-2174;28.4;6;11.9;2;7.93;2;9751;-737;2017-09-01;44;54578;60;38858;861;851;724;29067;2017-09-01;4342;619630;167;2017-09-05;;3349;596;2017-09-05
Logidrive;26209;15;15;2017-11-28;;52;98;0;65;87;3666;16;10;16533082;703837;656523;0.01;-25;1;0;0;0;18277044;126782;2017-09-01;13;728807;51;9;5;5;5;9;2017-09-01;1;591;6;2017-09-05;;312;14;2017-09-05
MacFour;26210;;;;;21;0;0;25;60;;;1;;;;;;;;;;;;2017-09-01;6;53408075;31;1;1;1;1;1;2017-09-01;;;;;;;;
Malinko;26212;5;5;2017-11-28;;44;71;11;59;60;1707;41;31;320747;-171647;-278621;1;67;35;0.5;0.83;0.5;71336;-39016;2017-09-01;16;9735406;42;87;11;12;12;87;2017-09-01;;;;;;1001;13;2017-09-05
Maximizer;26213;154;154;2017-11-28;;79;120;43;85;99;1091;75;241;334701;-41833;-39714;1.9;10;1.9;2;0.08;2;443828;-55426;2017-09-01;11;122728;57;385;69;74;72;264;2017-09-01;20;1294;5;2017-09-05;;14809;454;2017-09-05
MKB-logic;26214;5;5;2017-11-28;;36;0;0;59;84;;;16;18223969;-260619;291843;0.01;0;2;0;0;0;16543024;-525869;2017-09-01;15;1032754;50;11;11;9;8;11;2017-09-01;;;;;;;;
Mycosuite;26216;5;5;2017-11-28;;42;69;0;61;65;;;20;8112156;1384170;1394479;0.02;-30.77;2;3;0;3;8291330;1182433;2017-09-01;11;23680264;37;732;9;8;8;709;2017-09-01;;;;;;207;0;2017-09-05
Netsuite;26217;4603;4603;2017-11-28;635794669.65;115;141;103;115;118;2774;25;3000;2512;-428;-588;279;15;7.39;-0.938;48.28;-0.938;1477;-256;2017-09-01;16;2693;69;4429;386;355;330;4165;2017-09-01;0;12455;97;2017-09-05;;20446;2431;2017-09-05
Nimble;26219;1000;1000;2017-11-28;;86;130;64;88;91;1950;43;811;65866;-767;-3079;10.1;1;5.86;-8.723;1.39;-8.723;46028;2140;2017-09-01;16;41759;60;1949;319;303;281;1926;2017-09-01;298;3846;30;2017-09-05;;49472;7278;2017-09-05
"Paymo Timetracking";26223;22;22;2017-11-28;;76;118;61;67;80;2019;41;95;62105;-3394;-2404;13.1;2;2.9;7;0.89;7;67122;-6431;2017-09-01;13;184304;56;157;37;38;37;117;2017-09-01;0;1804;3;2017-09-05;;6459;97;2017-09-05
Perfectview;26225;15;15;2017-11-28;;31;0;0;69;54;1645;48;65;998978;-346528;-402454;0.46;50;2;-15.64;0.02;-15.64;1186396;-262580;2017-09-01;21;600537;52;139;20;21;20;115;2017-09-01;;;;;;;;
"Pipeline Deals";26226;29;29;2017-11-28;;78;121;60;73;83;2038;41;755;63072;-21175;-29267;9.19;37;11.3;2;2.42;2;28726;-10252;2017-09-01;12;205115;55;919;138;131;127;891;2017-09-01;97;10720;11;2017-09-05;;3706;1790;2017-09-05
ProAd;26228;;;;;56;104;33;28;90;324;98;41;594601;83658;70381;0.92;-17.72;1.9;-6.404;0.04;-6.404;758076;123777;2017-09-01;32;616954;52;775;99;83;80;408;2017-09-01;0;1911;26;2017-09-05;;564;24;2017-09-05
Projectfacts;26229;;;;;38;91;0;25;72;;;2;6768745;-10025384;-13750862;0.03;400;3.6;-41.42;0;-41.42;5457070;-5268151;2017-09-01;9;11071836;41;415;2;2;2;415;2017-09-01;0;0;0;2017-09-05;;124;1;2017-09-05
Reviso;26231;;;;;56;50;58;25;89;1013;78;25;143199;-22067;-33261;4.5;23;3.5;-18.43;0.37;-18.43;136045;-2392;2017-09-01;17;235700;55;148;13;13;13;59;2017-09-01;;;;;;3;0;2017-09-05
"Salary book";26233;;;;;36;103;0;25;59;;;5;;;;;;;;;;;;2017-09-01;4;70361901;27;1;1;1;1;1;2017-09-01;0;0;0;2017-09-05;;586;33;2017-09-05
Smartsheet;26235;730;730;2017-11-28;;101;128;98;86;107;1488;59;729;2749;-349;-206;386;7.8;1.73;4.8;15.6;4.8;4912;-739;2017-09-01;21;6670;67;2607;392;364;317;2540;2017-09-01;0;10847;82;2017-09-05;;13653;5409;2017-09-05
Snelstart;26236;120;120;2017-11-28;;72;117;33;76;94;1022;77;144;744265;129458;128320;0.58;-21.9;3.3;-8.123;0.05;-8.123;708414;144207;2017-09-01;25;52294;60;192;34;33;33;158;2017-09-01;26;2839;144;2017-09-05;;3504;1376;2017-09-05
Streamtime;26237;15;15;2017-11-28;;67;114;36;73;78;1495;59;43;552039;178330;191940;0.89;-41.56;2.8;6;0.06;6;579365;171098;2017-09-01;37;1939241;48;3134;176;193;185;2461;2017-09-01;0;582;1;2017-09-05;;6284;1008;2017-09-05
Thinx;26239;;;;;27;44;0;25;56;;;;;;;;;;;;;;;2017-09-01;1;87365003;23;0;0;0;0;0;2017-09-01;;;;;;2;0;2017-09-05
Toggl;26241;39;39;2017-11-28;;94;132;95;70;95;2592;28;639;3431;-153;-206;294;4.7;2.21;-3.07;15.2;-3.07;5085;-120;2017-09-01;83;13614;64;46461;4628;4015;3087;43377;2017-09-01;0;12162;1189;2017-09-05;;20350;4705;2017-09-05
Tomsplanner;26242;5;5;2017-11-28;;70;106;52;59;87;2430;31;185;124535;-5137;-6466;7.3;5;1.4;-4.895;0.23;-4.895;197084;-3470;2017-09-01;13;181206;56;1049;150;142;122;998;2017-09-01;0;0;0;2017-09-05;;803;42;2017-09-05
